,X.1,X,date_time,Year,Longitude,Latitude,Agency,Program,station_id,node_fvcom,nLayers_fvcom,sigthick_fvcom,sigma,node_EFDC,nLayers_efdc,sigthick_efdc,I_Index,J_Index,K_Index,sample_depth,water_depth,TP_ugL.1,Model_source,JulianDate
1125,1503,1565,5/21/2013,2013,-79.2862,43.3836,GLWQA,CSMI,19,5498,20,5.3878,2,7170,10,10.7756,58,83,3,15,107.756,6.021,LOEM,1369094400
1186,1504,1566,5/21/2013,2013,-79.272,43.225,USEPA,GLNPO,ON17N,3212,20,0.58565,3,4064,10,1.1713,52,67,0,2,11.713,7.602,LOEM,1369094400
1217,148,155,5/21/2013,2013,-79.2781,43.3036,LOLA2013,NA,NA,4803,20,4.2114,3,5904,10,8.4228,55,77,2,16,84.228,7.112,LOTP,1369094400
1224,1500,1562,5/21/2013,2013,-79.352,43.503,USEPA,GLNPO,ON12,5488,20,5.3432,3,9704,10,10.6864,58,94,3,20,106.864,6.234,LOEM,1369094400
1286,1494,1556,5/21/2013,2013,-79.3946,43.5867,USEPA,GLNPO,ON09N,4917,20,3.0271,4,11192,10,6.0542,58,101,4,15,60.542,6.6,LOEM,1369094400
1293,341,357,5/21/2013,2013,-79.2853,43.3836,LOLA2013,NA,NA,5498,20,5.3878,4,7170,10,10.7756,58,83,3,25,107.756,6.021,LOTP,1369094400
1395,865,899,5/21/2013,2013,-79.4528,43.6231,LOLA2013,NA,NA,3312,20,0.7571,6,11982,10,1.5142,56,105,4,5,15.142,7.747,LOTP,1369094400
1412,685,713,5/21/2013,2013,-79.3944,43.5867,LOLA2013,NA,NA,4917,20,3.0271,6,11192,10,6.0542,58,101,4,20,60.542,6.6,LOTP,1369094400
1419,572,595,5/21/2013,2013,-79.3531,43.5033,LOLA2013,NA,NA,5488,20,5.3432,6,9704,10,10.6864,58,94,4,35,106.864,6.234,LOTP,1369094400
1420,1507,1569,5/21/2013,2013,-78.026833,43.716633,USEPA,GLNPO,ON41,14358,20,6.55965,6,9791,10,13.1193,145,94,4,40,131.193,5.917,LOEM,1369094400
1422,937,974,5/21/2013,2013,-78.0264,43.715,LOLA2013,NA,NA,14358,20,6.55965,6,9791,10,13.1193,145,94,4,45,131.193,5.917,LOTP,1369094400
1448,1509,1571,5/21/2013,2013,-78.0364,43.8413,GLWQA,CSMI,42,13253,20,3.34285,7,11483,10,6.6857,144,102,5,25,66.857,5.348,LOEM,1369094400
1470,7,8,5/21/2013,2013,-79.2719,43.2247,LOLA2013,NA,NA,3212,20,0.58565,8,4064,10,1.1713,52,67,5,5,11.713,7.602,LOTP,1369094400
1488,1208,1250,5/21/2013,2013,-78.0381,43.8408,LOLA2013,NA,NA,13253,20,3.34285,8,11483,10,6.6857,144,102,5,30,66.857,5.348,LOTP,1369094400
1611,1496,1558,5/21/2013,2013,-79.2798,43.3037,GLWQA,CSMI,18,4669,20,4.2114,11,5904,10,8.4228,55,77,6,48,84.228,5.939,LOEM,1369094400
1613,340,356,5/21/2013,2013,-79.2853,43.3836,LOLA2013,NA,NA,5498,20,5.3878,11,7170,10,10.7756,58,83,6,60,107.756,4.981,LOTP,1369094400
1668,867,901,5/21/2013,2013,-79.4528,43.6231,LOLA2013,NA,NA,3312,20,0.7571,13,11982,10,1.5142,56,105,7,10.5,15.142,7.536,LOTP,1369094400
1669,1511,1573,5/21/2013,2013,-79.4525,43.6238,GLWQA,CSMI,8,3096,20,0.7571,13,11982,10,1.5142,56,105,8,10.5,15.142,7.536,LOEM,1369094400
1681,1207,1249,5/21/2013,2013,-78.0381,43.8408,LOLA2013,NA,NA,13253,20,3.34285,13,11483,10,6.6857,144,102,7,45,66.857,6.337,LOTP,1369094400
1687,571,594,5/21/2013,2013,-79.3531,43.5033,LOLA2013,NA,NA,5488,20,5.3432,13,9704,10,10.6864,58,94,7,70,106.864,5.139,LOTP,1369094400
1688,1498,1560,5/21/2013,2013,-79.352,43.503,USEPA,GLNPO,ON12,5488,20,5.3432,13,9704,10,10.6864,58,94,7,70,106.864,6.008,LOEM,1369094400
1692,936,973,5/21/2013,2013,-78.0264,43.715,LOLA2013,NA,NA,14358,20,6.55965,13,9791,10,13.1193,145,94,7,90,131.193,5.134,LOTP,1369094400
1706,866,900,5/21/2013,2013,-79.4528,43.6231,LOLA2013,NA,NA,3312,20,0.7571,14,11982,10,1.5142,56,105,8,11,15.142,8.587,LOTP,1369094400
1726,684,712,5/21/2013,2013,-79.3944,43.5867,LOLA2013,NA,NA,4917,20,3.0271,14,11192,10,6.0542,58,101,8,45,60.542,5.779,LOTP,1369094400
1892,686,714,5/21/2013,2013,-79.3944,43.5867,LOLA2013,NA,NA,4917,20,3.0271,18,11192,10,6.0542,58,101,10,57,60.542,5.777,LOTP,1369094400
1902,1205,1247,5/21/2013,2013,-78.0381,43.8408,LOLA2013,NA,NA,13253,20,3.34285,18,11483,10,6.6857,144,102,10,63,66.857,5.502,LOTP,1369094400
2001,342,358,5/21/2013,2013,-79.2853,43.3836,LOLA2013,NA,NA,5498,20,5.3878,19,7170,10,10.7756,58,83,10,104,107.756,4.982,LOTP,1369094400
2002,1501,1563,5/21/2013,2013,-79.2862,43.3836,GLWQA,CSMI,19,5498,20,5.3878,19,7170,10,10.7756,58,83,10,104,107.756,5,LOEM,1369094400
2004,573,596,5/21/2013,2013,-79.3531,43.5033,LOLA2013,NA,NA,5488,20,5.3432,19,9704,10,10.6864,58,94,10,106,106.864,5.132,LOTP,1369094400
2117,6,7,5/21/2013,2013,-79.2719,43.2247,LOLA2013,NA,NA,3212,20,0.58565,20,4064,10,1.1713,52,67,10,12.6,11.713,5.79,LOTP,1369094400
2168,146,153,5/21/2013,2013,-79.2781,43.3036,LOLA2013,NA,NA,4803,20,4.2114,20,5904,10,8.4228,55,77,10,87,84.228,4.81,LOTP,1369094400
2180,934,971,5/21/2013,2013,-78.0264,43.715,LOLA2013,NA,NA,14358,20,6.55965,20,9791,10,13.1193,145,94,10,132,131.193,5.814,LOTP,1369094400
2181,1505,1567,5/21/2013,2013,-78.026833,43.716633,USEPA,GLNPO,ON41,14358,20,6.55965,20,9791,10,13.1193,145,94,10,132,131.193,5.477,LOEM,1369094400
127,1524,1589,5/22/2013,2013,-77.181,43.283,SUNY,LTCZSS,Pultneyville,16702,20,0.247,0,820,5,0.988,195,44,1,0,4.94,3.8,LOEM,1369180800
376,1523,1587,5/22/2013,2013,-77.53476,43.23477,SUNY,LTCZSS,IrondBayL,10042,20,0.17105,1,2,3,1.140333333,176,2,1,0,3.421,15.1,LOEM,1369180800
796,1513,1576,5/22/2013,2013,-78.802,43.6,USEPA,GLNPO,ON33M,8348,20,6.81205,1,8835,10,13.6241,97,91,1,2,136.241,9.146,LOEM,1369180800
797,1517,1581,5/22/2013,2013,-76.9276,43.5266,GLWQA,CSMI,64,24355,20,10.7817,1,7782,10,21.5634,211,85,1,2,215.634,4.319,LOEM,1369180800
798,1520,1584,5/22/2013,2013,-76.8832,43.4236,GLWQA,CSMI,65,22663,20,7.1215,1,6061,10,14.243,212,77,1,2,142.43,5.535,LOEM,1369180800
898,396,415,5/22/2013,2013,-76.8833,43.4233,LOLA2013,NA,NA,22663,20,7.1215,1,6061,10,14.243,212,77,1,5,142.43,5.535,LOTP,1369180800
914,611,636,5/22/2013,2013,-76.9275,43.525,LOLA2013,NA,NA,24355,20,10.7817,1,7782,10,21.5634,211,85,1,5,215.634,4.319,LOTP,1369180800
927,766,796,5/22/2013,2013,-78.8008,43.5964,LOLA2013,NA,NA,8348,20,6.93235,1,8835,10,13.8647,97,90,1,5,138.647,9.146,LOTP,1369180800
1030,1519,1583,5/22/2013,2013,-76.9276,43.5266,GLWQA,CSMI,64,24355,20,10.7817,1,7782,10,21.5634,211,85,1,15,215.634,5.335,LOEM,1369180800
1066,20,22,5/22/2013,2013,-77.53476,43.23477,,NA,NA,10042,20,0.17105,2,2,3,1.140333333,176,2,1,0.5,3.421,33.1,LOTP,1369180800
1102,1522,1586,5/22/2013,2013,-76.8392,43.3326,GLWQA,CSMI,66,19722,20,0.87445,2,4930,10,1.7489,214,71,0,2,17.489,4.276,LOEM,1369180800
1126,1515,1578,5/22/2013,2013,-78.802,43.6,USEPA,GLNPO,ON33M,8348,20,6.81205,2,8835,10,13.6241,97,91,2,15,136.241,11.611,LOEM,1369180800
1127,1521,1585,5/22/2013,2013,-76.8832,43.4236,GLWQA,CSMI,65,22663,20,7.1215,2,6061,10,14.243,212,77,2,15,142.43,5.183,LOEM,1369180800
1148,398,417,5/22/2013,2013,-76.8833,43.4233,LOLA2013,NA,NA,22663,20,7.1215,2,6061,10,14.243,212,77,2,20,142.43,5.183,LOTP,1369180800
1170,613,638,5/22/2013,2013,-76.9275,43.525,LOLA2013,NA,NA,24355,20,10.7817,2,7782,10,21.5634,211,85,2,25,215.634,5.335,LOTP,1369180800
1237,768,798,5/22/2013,2013,-78.8008,43.5964,LOLA2013,NA,NA,8348,20,6.93235,3,8835,10,13.8647,97,90,2,25,138.647,11.611,LOTP,1369180800
1338,252,264,5/22/2013,2013,-76.8392,43.3331,LOLA2013,NA,NA,19722,20,0.87445,5,4930,10,1.7489,214,71,3,5,17.489,4.276,LOTP,1369180800
1461,612,637,5/22/2013,2013,-76.9275,43.525,LOLA2013,NA,NA,24355,20,10.7817,7,7782,10,21.5634,211,85,4,80,215.634,5.243,LOTP,1369180800
1462,1518,1582,5/22/2013,2013,-76.9276,43.5266,GLWQA,CSMI,64,24355,20,10.7817,7,7782,10,21.5634,211,85,4,80,215.634,5.243,LOEM,1369180800
1489,397,416,5/22/2013,2013,-76.8833,43.4233,LOLA2013,NA,NA,22663,20,7.1215,8,6061,10,14.243,212,77,5,60,142.43,4.539,LOTP,1369180800
1573,767,797,5/22/2013,2013,-78.8008,43.5964,LOLA2013,NA,NA,8348,20,6.93235,10,8835,10,13.8647,97,90,6,70,138.647,5.61,LOTP,1369180800
1575,1514,1577,5/22/2013,2013,-78.802,43.6,USEPA,GLNPO,ON33M,8348,20,6.81205,10,8835,10,13.6241,97,91,6,70,136.241,5.61,LOEM,1369180800
1776,251,263,5/22/2013,2013,-76.8392,43.3331,LOLA2013,NA,NA,19722,20,0.87445,16,4930,10,1.7489,214,71,9,14,17.489,5,LOTP,1369180800
2036,765,795,5/22/2013,2013,-78.8008,43.5964,LOLA2013,NA,NA,8348,20,6.93235,19,8835,10,13.8647,97,90,10,135,138.647,4.571,LOTP,1369180800
2039,1512,1574,5/22/2013,2013,-78.802,43.6,USEPA,GLNPO,ON33M,8348,20,6.81205,19,8835,10,13.6241,97,91,10,135,136.241,4.571,LOEM,1369180800
2184,395,414,5/22/2013,2013,-76.8833,43.4233,LOLA2013,NA,NA,22663,20,7.1215,20,6061,10,14.243,212,77,10,149,142.43,6.166,LOTP,1369180800
2202,610,635,5/22/2013,2013,-76.9275,43.525,LOLA2013,NA,NA,24355,20,10.7817,20,7782,10,21.5634,211,85,10,219,215.634,5.2,LOTP,1369180800
2203,1516,1579,5/22/2013,2013,-76.9276,43.5266,GLWQA,CSMI,64,24355,20,10.7817,20,7782,10,21.5634,211,85,10,219,215.634,5.2,LOEM,1369180800
173,1529,1595,5/23/2013,2013,-76.374,43.925,NYSDEC,BMP,GIL,15913,20,0.437,0,12675,9,0.971111111,242,108,1,0,8.74,6.9,LOEM,1369267200
198,1530,1596,5/23/2013,2013,-76.289,43.95,NYSDEC,BMP,CBL,11457,20,0.316,0,12786,6,1.053333333,247,109,1,0,6.32,8.4,LOEM,1369267200
799,1526,1592,5/23/2013,2013,-77.4353,43.3668,GLWQA,CSMI,58,17592,20,4.2439,1,2650,10,8.4878,181,58,1,2,84.878,5.912,LOEM,1369267200
800,1531,1598,5/23/2013,2013,-77.4381,43.4431,USEPA,GLNPO,ON55M,19272,20,9.765,1,6229,10,19.53,180,78,1,2,195.3,10,LOEM,1369267200
801,1534,1601,5/23/2013,2013,-76.9698,43.6355,GLWQA,CSMI,715,24984,20,7.4927,1,9634,10,14.9854,209,93,1,2,149.854,3.864,LOEM,1369267200
802,1537,1604,5/23/2013,2013,-77.4407,43.5984,GLWQA,CSMI,716,21116,20,7.64385,1,8679,10,15.2877,179,89,1,2,152.877,10.2,LOEM,1369267200
803,1540,1607,5/23/2013,2013,-77.4393,43.2999,GLWQA,CSMI,717,14886,20,1.769,1,594,10,3.538,181,38,2,2,35.38,4.154,LOEM,1369267200
804,1542,1609,5/23/2013,2013,-77.0155,43.731183,USEPA,GLNPO,ON63,25427,20,4.4784,1,11134,10,8.9568,207,100,1,2,89.568,5.296,LOEM,1369267200
895,225,237,5/23/2013,2013,-77.44,43.33,LOLA2013,NA,NA,16658,20,4.4829,1,2819,10,8.9658,181,59,1,5,89.658,5.912,LOTP,1369267200
902,439,458,5/23/2013,2013,-77.4381,43.4431,LOLA2013,NA,NA,19272,20,9.765,1,6229,10,19.53,180,78,1,5,195.3,10,LOTP,1369267200
931,808,838,5/23/2013,2013,-77.44,43.5972,LOLA2013,NA,NA,21116,20,7.64385,1,8679,10,15.2877,179,89,1,5,152.877,10.2,LOTP,1369267200
934,881,917,5/23/2013,2013,-76.9694,43.6356,LOLA2013,NA,NA,24984,20,7.4927,1,9634,10,14.9854,209,93,1,5,149.854,3.864,LOTP,1369267200
946,1000,1037,5/23/2013,2013,-77.0158,43.7311,LOLA2013,NA,NA,25427,20,4.4784,1,11134,10,8.9568,207,100,1,5,89.568,5.296,LOTP,1369267200
1001,1535,1602,5/23/2013,2013,-76.9698,43.6355,GLWQA,CSMI,715,24984,20,7.4927,1,9634,10,14.9854,209,93,1,10,149.854,4.297,LOEM,1369267200
1002,1538,1605,5/23/2013,2013,-77.4407,43.5984,GLWQA,CSMI,716,21116,20,7.64385,1,8679,10,15.2877,179,89,1,10,152.877,5.897,LOEM,1369267200
1031,1532,1599,5/23/2013,2013,-77.4381,43.4431,USEPA,GLNPO,ON55M,19272,20,9.765,1,6229,10,19.53,180,78,1,15,195.3,6.236,LOEM,1369267200
1113,1528,1594,5/23/2013,2013,-77.4353,43.3668,GLWQA,CSMI,58,17592,20,4.2439,2,2650,10,8.4878,181,58,1,10,84.878,5.697,LOEM,1369267200
1124,883,919,5/23/2013,2013,-76.9694,43.6356,LOLA2013,NA,NA,24984,20,7.4927,2,9634,10,14.9854,209,93,2,15,149.854,4.297,LOTP,1369267200
1149,441,460,5/23/2013,2013,-77.4381,43.4431,LOLA2013,NA,NA,19272,20,9.765,2,6229,10,19.53,180,78,2,20,195.3,6.236,LOTP,1369267200
1158,810,840,5/23/2013,2013,-77.44,43.5972,LOLA2013,NA,NA,21116,20,7.64385,2,8679,10,15.2877,179,89,2,20,152.877,5.897,LOTP,1369267200
1292,227,239,5/23/2013,2013,-77.44,43.33,LOLA2013,NA,NA,16658,20,4.4829,4,2819,10,8.9658,181,59,3,20,89.658,5.697,LOTP,1369267200
1348,1541,1608,5/23/2013,2013,-77.4393,43.2999,GLWQA,CSMI,717,14886,20,1.769,5,594,10,3.538,181,38,4,10,35.38,4.476,LOEM,1369267200
1357,1543,1610,5/23/2013,2013,-77.0155,43.731183,USEPA,GLNPO,ON63,25427,20,4.4784,5,11134,10,8.9568,207,100,3,25,89.568,4.262,LOEM,1369267200
1418,1002,1039,5/23/2013,2013,-77.0158,43.7311,LOLA2013,NA,NA,25427,20,4.4784,6,11134,10,8.9568,207,100,4,30,89.568,4.262,LOTP,1369267200
1436,109,115,5/23/2013,2013,-77.44,43.2817,LOLA2013,NA,NA,14100,20,0.65735,7,269,10,1.3147,181,25,4,5,13.147,4.154,LOTP,1369267200
1582,809,839,5/23/2013,2013,-77.44,43.5972,LOLA2013,NA,NA,21116,20,7.64385,10,8679,10,15.2877,179,89,6,80,152.877,5.211,LOTP,1369267200
1583,882,918,5/23/2013,2013,-76.9694,43.6356,LOLA2013,NA,NA,24984,20,7.4927,10,9634,10,14.9854,209,93,6,80,149.854,4.2,LOTP,1369267200
1584,1533,1600,5/23/2013,2013,-76.9698,43.6355,GLWQA,CSMI,715,24984,20,7.4927,10,9634,10,14.9854,209,93,6,80,149.854,4.276,LOEM,1369267200
1585,1536,1603,5/23/2013,2013,-77.4407,43.5984,GLWQA,CSMI,716,21116,20,7.64385,10,8679,10,15.2877,179,89,6,80,152.877,5.327,LOEM,1369267200
1587,440,459,5/23/2013,2013,-77.4381,43.4431,LOLA2013,NA,NA,19272,20,9.765,10,6229,10,19.53,180,78,6,100,195.3,6.862,LOTP,1369267200
1684,1001,1038,5/23/2013,2013,-77.0158,43.7311,LOLA2013,NA,NA,25427,20,4.4784,13,11134,10,8.9568,207,100,7,60,89.568,3.775,LOTP,1369267200
1836,226,238,5/23/2013,2013,-77.44,43.33,LOLA2013,NA,NA,16658,20,4.4829,17,2819,10,8.9658,181,59,9,80,89.658,5.874,LOTP,1369267200
1879,1539,1606,5/23/2013,2013,-77.4393,43.2999,GLWQA,CSMI,717,14886,20,1.769,18,594,10,3.538,181,38,10,32,35.38,5.383,LOEM,1369267200
1905,1527,1593,5/23/2013,2013,-77.4353,43.3668,GLWQA,CSMI,58,17592,20,4.2439,18,2650,10,8.4878,181,58,5,80,84.878,5.874,LOEM,1369267200
1996,999,1036,5/23/2013,2013,-77.0158,43.7311,LOLA2013,NA,NA,25427,20,4.4784,19,11134,10,8.9568,207,100,10,86,89.568,4.065,LOTP,1369267200
2057,807,837,5/23/2013,2013,-77.44,43.5972,LOLA2013,NA,NA,21116,20,7.64385,19,8679,10,15.2877,179,89,10,147,152.877,5.359,LOTP,1369267200
2120,110,116,5/23/2013,2013,-77.44,43.2817,LOLA2013,NA,NA,14100,20,0.65735,20,269,10,1.3147,181,25,10,15,13.147,4.476,LOTP,1369267200
2139,108,114,5/23/2013,2013,-77.44,43.2817,LOLA2013,NA,NA,14100,20,0.65735,20,269,10,1.3147,181,25,10,32,13.147,5.383,LOTP,1369267200
2173,224,236,5/23/2013,2013,-77.44,43.33,LOLA2013,NA,NA,16658,20,4.4829,20,2819,10,8.9658,181,59,10,97,89.658,4.907,LOTP,1369267200
2174,1525,1591,5/23/2013,2013,-77.4353,43.3668,GLWQA,CSMI,58,17592,20,4.2439,20,2650,10,8.4878,181,58,6,97,84.878,4.907,LOEM,1369267200
2195,880,916,5/23/2013,2013,-76.9694,43.6356,LOLA2013,NA,NA,24984,20,7.4927,20,9634,10,14.9854,209,93,10,152,149.854,4.333,LOTP,1369267200
2201,438,457,5/23/2013,2013,-77.4381,43.4431,LOLA2013,NA,NA,19272,20,9.765,20,6229,10,19.53,180,78,10,198,195.3,6.489,LOTP,1369267200
46,1545,1612,5/30/2013,2013,-78.12,43.58,NYSDEC,BMP,OOO,13174,20,9.4225,0,7480,10,18.845,140,84,1,0,188.45,8.1,LOEM,1369872000
117,1546,1613,5/30/2013,2013,-77.31,43.47,NYSDEC,BMP,SPO,21150,20,10.094,0,6647,10,20.188,188,80,1,0,201.88,7.75,LOEM,1369872000
133,1544,1611,5/30/2013,2013,-77.1,43.62,NYSDEC,BMP,MidLake,23905,20,7.1985,0,9403,10,14.397,201,92,1,0,143.97,8,LOEM,1369872000
163,1547,1614,5/30/2013,2013,-76.53,43.95,NYSDEC,BMP,MainDuck,25113,20,1.8085,0,12946,10,3.617,234,111,1,0,36.17,7.4,LOEM,1369872000
174,1548,1615,6/1/2013,2013,-76.374,43.925,NYSDEC,BMP,GIL,15913,20,0.437,0,12675,9,0.971111111,242,108,1,0,8.74,6.3,LOEM,1370044800
199,1549,1616,6/1/2013,2013,-76.289,43.95,NYSDEC,BMP,CBL,11457,20,0.316,0,12786,6,1.053333333,247,109,1,0,6.32,9.4,LOEM,1370044800
47,1550,1617,6/3/2013,2013,-78.12,43.41,NYSDEC,BMP,OON,10683,20,3.1165,0,4679,10,6.233,140,70,1,0,62.33,9.6,LOEM,1370217600
3,1552,1619,6/4/2013,2013,-79.139,43.297,NYSDEC,BMP,NWL,5376,20,0.7785,0,5143,10,1.557,64,73,1,0,15.57,19.2,LOEM,1370304000
25,1553,1620,6/4/2013,2013,-78.192,43.382,NYSDEC,BMP,OOL,9626,20,0.5185,0,2103,10,1.037,136,55,1,0,10.37,49.8,LOEM,1370304000
377,1551,1618,6/4/2013,2013,-79.0052,43.2972,USEPA,GLNPO,ON22N,5389,20,0.5435,1,3565,10,1.087,73,64,1,0,10.87,22.5,LOEM,1370304000
118,1556,1623,6/5/2013,2013,-77.31,43.3,NYSDEC,BMP,SPN,16678,20,1.646,0,937,10,3.292,188,47,1,0,32.92,6.9,LOEM,1370390400
141,1554,1621,6/5/2013,2013,-76.961,43.289,NYSDEC,BMP,SOL,17203,20,0.462,0,1525,9,1.026666667,208,51,1,0,9.24,5.6,LOEM,1370390400
200,1555,1622,6/5/2013,2013,-76.221,43.657,NYSDEC,BMP,SPL,17296,20,0.7645,0,8985,10,1.529,247,90,1,0,15.29,7.9,LOEM,1370390400
90,1557,1624,6/12/2013,2013,-77.5713,43.25774,SUNY,LTCZSS,buoy23,11331,20,0.601,0,33,10,1.202,174,9,1,0,12.02,9,LOEM,1370995200
378,1558,1625,6/12/2013,2013,-77.56964,43.2666,SUNY,LTCZSS,buoy24,12310,20,0.832,1,61,10,1.664,174,12,1,0,16.64,12.8,LOEM,1370995200
430,42,46,6/12/2013,2013,-77.5715,43.2576,,NA,NA,11331,20,0.51885,1,26,10,1.0377,174,8,1,0.5,10.377,9,LOTP,1370995200
434,58,62,6/12/2013,2013,-77.57052,43.26714,LONNS_Makarewicz,NA,NA,12975,20,0.832,1,61,10,1.664,174,12,1,0.5,16.64,12.8,LOTP,1370995200
26,1561,1628,6/17/2013,2013,-78.192,43.382,NYSDEC,BMP,OOL,9626,20,0.5185,0,2103,10,1.037,136,55,1,0,10.37,10.7,LOEM,1371427200
276,1562,1629,6/17/2013,2013,-79.1794,43.2828,ECCC,GLNI,PSN 1488,4951,20,1.151,0,5140,10,2.302,61,73,1,0.5,23.02,5.8,LOEM,1371427200
300,1564,1631,6/17/2013,2013,-79.1636,43.2583,ECCC,GLNI,PSN 1489,4410,20,0.5265,1,3209,10,1.053,60,62,1,0.5,10.53,8.6,LOEM,1371427200
379,1559,1626,6/17/2013,2013,-77.89707,43.42514,SUNY,LTCZSS,LO 100m,14030,20,5.8336,1,5419,10,11.6672,153,74,1,0,116.672,8.9,LOEM,1371427200
380,1560,1627,6/17/2013,2013,-77.89393,43.37652,SUNY,LTCZSS,LO 30m,13164,20,1.99395,1,3474,10,3.9879,154,63,1,0,39.879,16.8,LOEM,1371427200
438,1566,1633,6/17/2013,2013,-79.25233,43.27372,ECCC,GLNI,PSN 1490,4672,20,3.046,1,5321,10,6.092,56,74,1,0.5,60.92,9.5,LOEM,1371427200
967,1567,1634,6/17/2013,2013,-79.25233,43.27372,ECCC,GLNI,PSN 1490,4672,20,3.046,1,5321,10,6.092,56,74,1,5.7,60.92,8.8,LOEM,1371427200
1321,1568,1635,6/17/2013,2013,-79.1556,43.2508,ECCC,GLNI,PSN 1491,3951,20,0.112,4,1702,2,1.12,61,53,1,0.5,2.24,9.7,LOEM,1371427200
1757,311,326,6/17/2013,2013,-77.89393,43.37652,LONNS_Makarewicz,NA,NA,13164,20,1.99395,15,3474,10,3.9879,154,63,8,30,39.879,16.8,LOTP,1371427200
1765,1570,1637,6/17/2013,2013,-79.1525,43.2478,ECCC,GLNI,PSN 1492,3943,20,0.0595,15,1225,1,1.19,61,50,1,0.9,1.19,11.7,LOEM,1371427200
1792,1563,1630,6/17/2013,2013,-79.1794,43.2828,ECCC,GLNI,PSN 1488,4951,20,1.151,17,5140,10,2.302,61,73,9,19,23.02,6.3,LOEM,1371427200
1847,417,436,6/17/2013,2013,-77.89707,43.42514,,NA,NA,14030,20,5.8336,17,5419,10,11.6672,153,74,9,100,116.672,8.9,LOTP,1371427200
1969,1565,1632,6/17/2013,2013,-79.1636,43.2583,ECCC,GLNI,PSN 1489,4410,20,0.5265,19,3209,10,1.053,60,62,10,10,10.53,10,LOEM,1371427200
2210,1569,1636,6/17/2013,2013,-79.1556,43.2508,ECCC,GLNI,PSN 1491,3951,20,0.112,26,1702,2,1.12,61,53,2,2.9,2.24,12,LOEM,1371427200
4,1572,1640,6/18/2013,2013,-79.139,43.297,NYSDEC,BMP,NWL,5376,20,0.7785,0,5143,10,1.557,64,73,1,0,15.57,22.5,LOEM,1371513600
381,1571,1639,6/18/2013,2013,-79.0052,43.2972,USEPA,GLNPO,ON22N,5389,20,0.5435,1,3565,10,1.087,73,64,1,0,10.87,70,LOEM,1371513600
57,1573,1641,6/19/2013,2013,-77.70513,43.30712,SUNY,LTCZSS,Braddock Bay,10763,20,0.072,0,316,1,1.44,166,28,1,0,1.44,66.4,LOEM,1371600000
62,1578,1647,6/19/2013,2013,-77.687,43.2916,SUNY,LTCZSS,Long Pond North,11060,20,0.065,0,166,1,1.3,167,20,1,0,1.3,23.7,LOEM,1371600000
128,1579,1648,6/19/2013,2013,-77.181,43.283,SUNY,LTCZSS,Pultneyville,16702,20,0.247,0,820,5,0.988,195,44,1,0,4.94,157.2,LOEM,1371600000
175,1580,1650,6/19/2013,2013,-76.374,43.925,NYSDEC,BMP,GIL,15913,20,0.437,0,12675,9,0.971111111,242,108,1,0,8.74,5.6,LOEM,1371600000
201,1581,1651,6/19/2013,2013,-76.289,43.95,NYSDEC,BMP,CBL,11457,20,0.316,0,12786,6,1.053333333,247,109,1,0,6.32,12.4,LOEM,1371600000
277,1587,1657,6/19/2013,2013,-79.2267,43.2592,ECCC,GLNI,PSN 1493,4398,20,1.094,0,4951,10,2.188,56,72,1,0.5,21.88,11.8,LOEM,1371600000
301,1589,1659,6/19/2013,2013,-79.2317,43.2411,ECCC,GLNI,PSN 1494,4086,20,0.521,1,4242,10,1.042,55,68,1,0.5,10.42,5.2,LOEM,1371600000
382,1574,1642,6/19/2013,2013,-77.6838,43.29832,SUNY,LTCZSS,BraddockL,11068,20,0.1018,1,219,2,1.018,167,23,1,0,2.036,37.3,LOEM,1371600000
383,1575,1643,6/19/2013,2013,-77.60572,43.25695,SUNY,LTCZSS,Genesee River,10517,20,0.1907,1,31,4,0.9535,172,7,1,0,3.814,76.8,LOEM,1371600000
384,1576,1644,6/19/2013,2013,-77.60572,43.25695,SUNY,LTCZSS,GeneseeL,10517,20,0.1907,1,18,4,0.9535,172,7,1,0,3.814,55.4,LOEM,1371600000
385,1577,1645,6/19/2013,2013,-77.53476,43.23477,SUNY,LTCZSS,IrondBayL,10042,20,0.17105,1,2,3,1.140333333,176,2,1,0,3.421,46.4,LOEM,1371600000
1067,21,23,6/19/2013,2013,-77.53476,43.23477,,NA,NA,10042,20,0.17105,2,2,3,1.140333333,176,2,1,0.5,3.421,140.2,LOTP,1371600000
1072,38,42,6/19/2013,2013,-77.60572,43.25695,,NA,NA,10517,20,0.1907,2,31,4,0.9535,172,7,1,0.5,3.814,55.4,LOTP,1371600000
1177,1582,1652,6/19/2013,2013,-79.2311,43.2328,ECCC,GLNI,PSN 1495,3596,20,0.2335,2,3204,5,0.934,55,62,1,0.5,4.67,6.3,LOEM,1371600000
1267,125,132,6/19/2013,2013,-77.6838,43.29832,,NA,NA,11068,20,0.1018,4,219,2,1.018,167,23,1,0.5,2.036,37.3,LOTP,1371600000
1318,1584,1654,6/19/2013,2013,-79.2269,43.2236,ECCC,GLNI,PSN 1496,3208,20,0.1225,4,2189,2,1.225,55,56,1,0.5,2.45,6.3,LOEM,1371600000
1465,1586,1656,6/19/2013,2013,-79.2269,43.2236,ECCC,GLNI,PSN 1496,3208,20,0.1225,7,2189,2,1.225,55,56,1,0.9,2.45,8,LOEM,1371600000
