,X.1,X,date_time,Year,Longitude,Latitude,Agency,Program,station_id,node_fvcom,nLayers_fvcom,sigthick_fvcom,sigma,node_EFDC,nLayers_efdc,sigthick_efdc,I_Index,J_Index,K_Index,sample_depth,water_depth,TP_ugL.1,Model_source,JulianDate
1099,355,372,7/29/2018,2018,-78.11128609,43.38823828,,NA,NA,10429,20,0.9596,2,2442,10,1.9192,141,57,2,2,19.192,6.08,LOTP,1532822400
1480,202,212,7/29/2018,2018,-77.5786209,43.32525635,,NA,NA,14901,20,2.14545,8,1038,10,4.2909,173,48,5,18,42.909,8.47,LOTP,1532822400
1487,268,281,7/29/2018,2018,-77.57305201,43.34064906,,NA,NA,15490,20,2.7146,8,2811,10,5.4292,173,59,5,24,54.292,7.54,LOTP,1532822400
1561,203,213,7/29/2018,2018,-77.5786209,43.32525635,,NA,NA,14901,20,2.14545,10,1038,10,4.2909,173,48,6,22.6,42.909,5.33,LOTP,1532822400
1708,105,109,7/29/2018,2018,-77.59303948,43.27878308,,NA,NA,12674,20,0.9197,14,111,10,1.8394,173,16,8,13,18.394,105,LOTP,1532822400
1709,167,175,7/29/2018,2018,-77.63850403,43.30934524,,NA,NA,13588,20,0.91565,14,445,10,1.8313,170,33,8,13.6,18.313,5.38,LOTP,1532822400
1710,354,371,7/29/2018,2018,-78.35220652,43.38716753,,NA,NA,8879,20,0.98375,14,2426,10,1.9675,125,57,8,14.5,19.675,9.6,LOTP,1532822400
1743,356,373,7/29/2018,2018,-78.11128609,43.38823828,,NA,NA,10429,20,0.9596,15,2442,10,1.9192,141,57,8,14.9,19.192,7.68,LOTP,1532822400
1800,31,33,7/29/2018,2018,-77.53790759,43.25144864,,NA,NA,11035,20,0.6936,17,28,10,1.3872,176,8,9,12,13.872,5.91,LOTP,1532822400
1891,269,282,7/29/2018,2018,-77.57305201,43.34064906,,NA,NA,15490,20,2.7146,18,2811,10,5.4292,173,59,10,51.2,54.292,3.68,LOTP,1532822400
223,2087,2200,7/30/2018,2018,-76.221,43.657,NYSDEC,BMP,SPL,17296,20,0.7645,0,8985,10,1.529,247,90,1,0,15.29,3,LOEM,1532908800
747,199,209,7/30/2018,2018,-79.10261844,43.32516817,,NA,NA,5643,20,1.6804,1,5334,10,3.3608,68,74,1,2,33.608,7.28,LOTP,1532908800
750,209,219,7/30/2018,2018,-78.90486563,43.32649213,ECCC,NA,NA,5975,20,1.0705,1,4094,10,2.141,82,67,1,2,21.41,9.33,LOTP,1532908800
1095,189,199,7/30/2018,2018,-78.97606763,43.31628741,,NA,NA,5808,20,0.80145,2,4615,10,1.6029,76,70,2,2,16.029,12.7,LOTP,1532908800
1185,162,170,7/30/2018,2018,-79.09493317,43.30740666,,NA,NA,5508,20,0.6492,3,5147,10,1.2984,68,73,2,2,12.984,7.95,LOTP,1532908800
1632,163,171,7/30/2018,2018,-79.09493317,43.30740666,,NA,NA,5508,20,0.6492,12,5147,10,1.2984,68,73,7,8.3,12.984,6.78,LOTP,1532908800
1637,200,210,7/30/2018,2018,-79.10261844,43.32516817,,NA,NA,5643,20,1.6804,12,5334,10,3.3608,68,74,7,21.1,33.608,6.69,LOTP,1532908800
1774,190,200,7/30/2018,2018,-78.97606763,43.31628741,,NA,NA,5808,20,0.80145,16,4615,10,1.6029,76,70,9,12.9,16.029,8.49,LOTP,1532908800
1806,210,220,7/30/2018,2018,-78.90486563,43.32649213,ECCC,NA,NA,5975,20,1.0705,17,4094,10,2.141,82,67,9,19,21.41,6.88,LOTP,1532908800
18,2089,2202,8/1/2018,2018,-79.139,43.297,NYSDEC,BMP,NWL,5376,20,0.7785,0,5143,10,1.557,64,73,1,0,15.57,4.2,LOEM,1533081600
40,2090,2203,8/1/2018,2018,-78.192,43.382,NYSDEC,BMP,OOL,9626,20,0.5185,0,2103,10,1.037,136,55,1,0,10.37,2.7,LOEM,1533081600
425,2088,2201,8/1/2018,2018,-79.0052,43.2972,USEPA,GLNPO,ON22N,5389,20,0.5435,1,3565,10,1.087,73,64,1,0,10.87,3.1,LOEM,1533081600
251,2095,2208,8/7/2018,2018,-78.12708,43.85405,ECCC,GLNI,PSN 3540,12282,20,3.205,0,11681,10,6.41,140,103,1,1,64.1,4.2,LOEM,1533600000
257,2091,2204,8/7/2018,2018,-78.12995,43.8742,ECCC,GLNI,PSN 3537,11949,20,3.1425,0,11874,10,6.285,140,104,1,1,62.85,4.8,LOEM,1533600000
290,2093,2206,8/7/2018,2018,-78.13655,43.91454,ECCC,GLNI,PSN 3539,10997,20,1.824,1,12231,10,3.648,139,106,1,1,36.48,5.1,LOEM,1533600000
1039,2096,2210,8/7/2018,2018,-78.12708,43.85405,ECCC,GLNI,PSN 3540,12282,20,3.205,1,11681,10,6.41,140,103,1,3.3,64.1,4.2,LOEM,1533600000
1260,2094,2207,8/7/2018,2018,-78.13655,43.91454,ECCC,GLNI,PSN 3539,10997,20,1.824,4,12231,10,3.648,139,106,2,6.5,36.48,6.1,LOEM,1533600000
1424,2092,2205,8/7/2018,2018,-78.12995,43.8742,ECCC,GLNI,PSN 3537,11949,20,3.1425,6,11874,10,6.285,140,104,4,20.2,62.85,6.1,LOEM,1533600000
263,2102,2218,8/8/2018,2018,-78.0431,43.86699,ECCC,GLNI,PSN 3555,12942,20,2.8825,0,11685,10,5.765,144,103,1,1,57.65,3.4,LOEM,1533686400
268,2099,2214,8/8/2018,2018,-78.04017,43.8963,ECCC,GLNI,PSN 3553,12274,20,2.7445,0,12057,10,5.489,144,105,1,1,54.89,3.8,LOEM,1533686400
275,2097,2212,8/8/2018,2018,-78.13055,43.88787,ECCC,GLNI,PSN 3538,11307,20,2.4205,0,12053,10,4.841,140,105,1,1,48.41,4.2,LOEM,1533686400
298,2103,2219,8/8/2018,2018,-78.0431,43.86699,ECCC,GLNI,PSN 3555,12942,20,2.8825,1,11685,10,5.765,144,103,1,2.6,57.65,4.3,LOEM,1533686400
1265,2098,2213,8/8/2018,2018,-78.13055,43.88787,ECCC,GLNI,PSN 3538,11307,20,2.4205,4,12053,10,4.841,140,105,2,9.6,48.41,5.5,LOEM,1533686400
1319,2101,2217,8/8/2018,2018,-78.04017,43.8963,ECCC,GLNI,PSN 3553,12274,20,2.7445,4,12057,10,5.489,144,105,3,11.7,54.89,3.3,LOEM,1533686400
1464,2100,2215,8/8/2018,2018,-78.04017,43.8963,ECCC,GLNI,PSN 3553,12274,20,2.7445,7,12057,10,5.489,144,105,4,20,54.89,4,LOEM,1533686400
260,2104,2220,8/9/2018,2018,-78.03175,43.8726,ECCC,GLNI,PSN 3552,12941,20,2.9035,0,11878,10,5.807,144,104,1,1,58.07,6.2,LOEM,1533772800
1064,2105,2222,8/9/2018,2018,-78.03175,43.8726,ECCC,GLNI,PSN 3552,12941,20,2.9035,2,11878,10,5.807,144,104,1,5.7,58.07,7.5,LOEM,1533772800
224,2106,2224,8/13/2018,2018,-76.221,43.657,NYSDEC,BMP,SPL,17296,20,0.7645,0,8985,10,1.529,247,90,1,0,15.29,3.9,LOEM,1534118400
254,2110,2229,8/13/2018,2018,-79.10343,43.72402,ECCC,GLNI,PSN 3800,6777,20,3.153,0,11815,10,6.306,81,104,1,1,63.06,5.9,LOEM,1534118400
271,2107,2225,8/13/2018,2018,-79.10027,43.7295,ECCC,GLNI,PSN 3796,6611,20,2.461,0,11995,10,4.922,82,105,1,1,49.22,6.9,LOEM,1534118400
284,2114,2235,8/13/2018,2018,-79.48869,43.54664,ECCC,GLSP,PSN 7,4350,20,2.016,0,11185,10,4.032,51,101,1,1,40.32,5.9,LOEM,1534118400
293,2112,2233,8/13/2018,2018,-79.1057,43.75179,ECCC,GLNI,PSN 3801,6420,20,1.719,1,12174,10,3.438,82,106,1,1,34.38,7.8,LOEM,1534118400
470,169,177,8/13/2018,2018,-79.75194,43.31306,ECCC,NA,NA,514,20,1.27455,1,8758,10,2.5491,20,90,1,1,25.491,5.8,LOTP,1534118400
493,265,278,8/13/2018,2018,-79.66583,43.33944,ECCC,NA,NA,2685,20,2.82795,1,8766,10,5.6559,28,90,1,1,56.559,17.1,LOTP,1534118400
521,360,377,8/13/2018,2018,-79.48639,43.39361,,NA,NA,4520,20,5.05185,1,8545,10,10.1037,45,89,1,1,101.037,5.2,LOTP,1534118400
529,389,408,8/13/2018,2018,-79.4,43.41667,ECCC,NA,NA,5075,20,5.5552,1,8552,10,11.1104,52,89,1,1,111.104,5.8,LOTP,1534118400
533,415,434,8/13/2018,2018,-79.65778,43.42472,ECCC,NA,NA,2420,20,0.9112,1,10115,10,1.8224,33,96,1,1,18.224,5.1,LOTP,1534118400
544,514,535,8/13/2018,2018,-79.52972,43.46694,ECCC,NA,NA,4215,20,3.16375,1,10127,10,6.3275,45,96,1,1,63.275,18.4,LOTP,1534118400
556,562,585,8/13/2018,2018,-79.35333,43.50306,ECCC,NA,NA,5488,20,5.3432,1,9704,10,10.6864,58,94,1,1,106.864,5.9,LOTP,1534118400
565,635,662,8/13/2018,2018,-79.48806,43.54694,ECCC,NA,NA,4350,20,2.0162,1,11185,10,4.0324,51,101,1,1,40.324,5.9,LOTP,1534118400
889,390,409,8/13/2018,2018,-79.4,43.41667,ECCC,NA,NA,5075,20,5.5552,1,8552,10,11.1104,52,89,1,4.5,111.104,9.5,LOTP,1534118400
1053,2113,2234,8/13/2018,2018,-79.1057,43.75179,ECCC,GLNI,PSN 3801,6420,20,1.719,2,12174,10,3.438,82,106,1,2.6,34.38,36.2,LOEM,1534118400
1061,2111,2231,8/13/2018,2018,-79.10343,43.72402,ECCC,GLNI,PSN 3800,6777,20,3.153,2,11815,10,6.306,81,104,1,5.6,63.06,8.4,LOEM,1534118400
1119,391,410,8/13/2018,2018,-79.4,43.41667,ECCC,NA,NA,5075,20,5.5552,2,8552,10,11.1104,52,89,2,12,111.104,9,LOTP,1534118400
1317,2109,2228,8/13/2018,2018,-79.10027,43.7295,ECCC,GLNI,PSN 3796,6611,20,2.461,4,11995,10,4.922,82,105,3,10,49.22,8.7,LOEM,1534118400
1431,2108,2226,8/13/2018,2018,-79.10027,43.7295,ECCC,GLNI,PSN 3796,6611,20,2.461,7,11995,10,4.922,82,105,4,16.9,49.22,6.3,LOEM,1534118400
1453,392,411,8/13/2018,2018,-79.4,43.41667,ECCC,NA,NA,5075,20,5.5552,7,8552,10,11.1104,52,89,4,43,111.104,4.7,LOTP,1534118400
1843,393,412,8/13/2018,2018,-79.4,43.41667,ECCC,NA,NA,5075,20,5.5552,17,8552,10,11.1104,52,89,9,95,111.104,3.7,LOTP,1534118400
1923,394,413,8/13/2018,2018,-79.4,43.41667,ECCC,NA,NA,5075,20,5.5552,18,8552,10,11.1104,52,89,10,103,111.104,4.8,LOTP,1534118400
234,2127,2249,8/14/2018,2018,-79.02134,43.68519,ECCC,GLNI,PSN 3788,7393,20,4.931,0,11220,10,9.862,86,101,1,1,98.62,5.9,LOEM,1534204800
244,2117,2239,8/14/2018,2018,-79.15113,43.67697,ECCC,GLNI,PSN 3784,6439,20,3.654,0,11416,10,7.308,77,102,1,1,73.08,7.4,LOEM,1534204800
287,2129,2252,8/14/2018,2018,-79.14293,43.70423,ECCC,GLNI,PSN 3787,6271,20,1.9995,1,11812,10,3.999,78,104,1,1,39.99,7,LOEM,1534204800
297,2125,2247,8/14/2018,2018,-79.17468,43.69665,ECCC,GLNI,PSN 3783,6099,20,1.5385,1,11810,10,3.077,76,104,1,1,30.77,6.2,LOEM,1534204800
303,12,14,8/14/2018,2018,-79.272617,43.224933,,NA,NA,3921,20,0.58565,1,4064,10,1.1713,52,67,1,0,11.713,6.61,LOTP,1534204800
307,193,203,8/14/2018,2018,-79.000352,43.318333,,NA,NA,5806,20,0.83375,1,4791,10,1.6675,75,71,1,0,16.675,5.742,LOTP,1534204800
309,308,323,8/14/2018,2018,-78.730122,43.375052,,NA,NA,7121,20,3.01675,1,4813,10,6.0335,97,71,1,0,60.335,4.096,LOTP,1534204800
319,555,578,8/14/2018,2018,-79.353,43.503,,NA,NA,5488,20,5.3432,1,9704,10,10.6864,58,94,1,0,106.864,5.3,LOTP,1534204800
326,602,626,8/14/2018,2018,-79.080518,43.517253,,NA,NA,7099,20,6.9259,1,8577,10,13.8518,77,89,1,0,138.518,4.402,LOTP,1534204800
333,676,703,8/14/2018,2018,-79.416283,43.583468,,NA,NA,4507,20,2.3826,1,11396,10,4.7652,57,102,1,0,47.652,3.311,LOTP,1534204800
335,749,779,8/14/2018,2018,-78.8145,43.59595,,NA,NA,8345,20,6.93645,1,8834,10,13.8729,96,90,1,0,138.729,4.89,LOTP,1534204800
340,963,1000,8/14/2018,2018,-78.027165,43.716503,unknown,NA,NA,14358,20,6.55965,1,9791,10,13.1193,145,94,1,0,131.193,4.128,LOTP,1534204800
354,1164,1204,8/14/2018,2018,-78.870483,43.817917,,NA,NA,6992,20,1.5099,1,12190,10,3.0198,98,106,1,0,30.198,3.145,LOTP,1534204800
360,1295,1341,8/14/2018,2018,-78.050533,43.949467,ECCC,NA,NA,10984,20,0.4132,1,12577,8,1.033,143,108,1,0,8.264,4.622,LOTP,1534204800
560,609,633,8/14/2018,2018,-79.07972,43.5175,ECCC,NA,NA,7099,20,6.9259,1,8577,10,13.8518,77,89,1,1,138.518,5.6,LOTP,1534204800
572,678,705,8/14/2018,2018,-79.31222,43.58444,ECCC,NA,NA,5483,20,4.8063,1,10783,10,9.6126,64,99,1,1,96.126,8.7,LOTP,1534204800
575,681,708,8/14/2018,2018,-79.39306,43.58639,ECCC,NA,NA,4917,20,3.16435,1,11193,10,6.3287,59,101,1,1,63.287,6,LOTP,1534204800
581,759,789,8/14/2018,2018,-78.80139,43.59639,ECCC,NA,NA,8348,20,6.93235,1,8835,10,13.8647,97,90,1,1,138.647,6.9,LOTP,1534204800
585,854,885,8/14/2018,2018,-79.01611,43.60806,ECCC,NA,NA,7397,20,6.01595,1,9949,10,12.0319,84,95,1,1,120.319,5.2,LOTP,1534204800
588,857,890,8/14/2018,2018,-79.45333,43.62306,ECCC,NA,NA,3312,20,0.7571,1,11982,10,1.5142,56,105,1,1,15.142,8.1,LOTP,1534204800
593,909,945,8/14/2018,2018,-79.26667,43.66806,ECCC,NA,NA,5181,20,0.5346,1,11803,10,1.0692,69,104,1,1,10.692,6.5,LOTP,1534204800
595,931,967,8/14/2018,2018,-78.95722,43.70278,ECCC,NA,NA,7534,20,4.77,1,11224,10,9.54,90,101,1,1,95.4,6.3,LOTP,1534204800
604,1045,1082,8/14/2018,2018,-79.08306,43.74889,ECCC,NA,NA,6767,20,1.9348,1,12175,10,3.8696,83,106,1,1,38.696,5.8,LOTP,1534204800
613,1120,1158,8/14/2018,2018,-78.85472,43.77417,ECCC,NA,NA,7604,20,3.14965,1,11639,10,6.2993,98,103,1,1,62.993,5.3,LOTP,1534204800
616,1143,1182,8/14/2018,2018,-78.43861,43.78222,ECCC,NA,NA,10028,20,3.711,1,11257,10,7.422,123,101,1,1,74.22,5.2,LOTP,1534204800
625,1189,1230,8/14/2018,2018,-78.87056,43.82944,ECCC,NA,NA,6991,20,0.95455,1,12366,10,1.9091,98,107,1,1,19.091,8.4,LOTP,1534204800
627,1191,1232,8/14/2018,2018,-78.66222,43.83,ECCC,NA,NA,8527,20,1.98775,1,12023,10,3.9755,110,105,1,1,39.755,5.6,LOTP,1534204800
642,1249,1293,8/14/2018,2018,-78.46,43.88694,ECCC,NA,NA,9228,20,1.07105,1,12390,10,2.1421,123,107,1,1,21.421,4.4,LOTP,1534204800
659,1283,1327,8/14/2018,2018,-78.30639,43.91972,ECCC,NA,NA,9685,20,1.1749,1,12399,10,2.3498,131,107,1,1,23.498,4.5,LOTP,1534204800
718,2115,2236,8/14/2018,2018,-79.3946,43.5867,USEPA,GLNPO,ON09N,4917,20,3.0271,1,11192,10,6.0542,58,101,1,1,60.542,6,LOEM,1534204800
719,2119,2241,8/14/2018,2018,-78.802,43.6,USEPA,GLNPO,ON33M,8348,20,6.81205,1,8835,10,13.6241,97,91,1,1,136.241,6.9,LOEM,1534204800
720,2132,2255,8/14/2018,2018,-78.8531,43.7751,GLWQA,CSMI,28,7604,20,3.14965,1,11639,10,6.2993,98,103,1,1,62.993,5.3,LOEM,1534204800
721,2141,2266,8/14/2018,2018,-78.871,43.819,USEPA,GLNPO,ON29N,6992,20,1.5099,1,12366,10,3.0198,98,106,1,1,30.198,8.4,LOEM,1534204800
760,556,579,8/14/2018,2018,-79.353,43.503,,NA,NA,5488,20,5.3432,1,9704,10,10.6864,58,94,1,2,106.864,5.238,LOTP,1534204800
764,603,627,8/14/2018,2018,-79.080518,43.517253,,NA,NA,7099,20,6.9259,1,8577,10,13.8518,77,89,1,2,138.518,5.92,LOTP,1534204800
768,750,780,8/14/2018,2018,-78.8145,43.59595,,NA,NA,8345,20,6.93645,1,8834,10,13.8729,96,90,1,2,138.729,5.889,LOTP,1534204800
774,964,1001,8/14/2018,2018,-78.027165,43.716503,unknown,NA,NA,14358,20,6.55965,1,9791,10,13.1193,145,94,1,2,131.193,5.128,LOTP,1534204800
861,2133,2257,8/14/2018,2018,-78.802,43.6,USEPA,GLNPO,ON33M,8348,20,6.81205,1,8835,10,13.6241,97,91,1,2,136.241,5.889,LOEM,1534204800
911,557,580,8/14/2018,2018,-79.353,43.503,,NA,NA,5488,20,5.3432,1,9704,10,10.6864,58,94,1,5,106.864,5.701,LOTP,1534204800
913,604,628,8/14/2018,2018,-79.080518,43.517253,,NA,NA,7099,20,6.9259,1,8577,10,13.8518,77,89,1,5,138.518,5.519,LOTP,1534204800
925,751,781,8/14/2018,2018,-78.8145,43.59595,,NA,NA,8345,20,6.93645,1,8834,10,13.8729,96,90,1,5,138.729,4.241333333,LOTP,1534204800
926,760,790,8/14/2018,2018,-78.80139,43.59639,ECCC,NA,NA,8348,20,6.93235,1,8835,10,13.8647,97,90,1,5,138.647,5.2,LOTP,1534204800
943,965,1002,8/14/2018,2018,-78.027165,43.716503,unknown,NA,NA,14358,20,6.55965,1,9791,10,13.1193,145,94,1,5,131.193,6.124,LOTP,1534204800
958,2120,2242,8/14/2018,2018,-78.802,43.6,USEPA,GLNPO,ON33M,8348,20,6.81205,1,8835,10,13.6241,97,91,1,5,136.241,5.2,LOEM,1534204800
982,758,788,8/14/2018,2018,-78.8145,43.59595,,NA,NA,8345,20,6.93645,1,8834,10,13.8729,96,90,1,8.4,138.729,3.861575,LOTP,1534204800
984,2134,2259,8/14/2018,2018,-78.802,43.6,USEPA,GLNPO,ON33M,8348,20,6.81205,1,8835,10,13.6241,97,91,1,8.4,136.241,5.333,LOEM,1534204800
1045,2128,2251,8/14/2018,2018,-79.02134,43.68519,ECCC,GLNI,PSN 3788,7393,20,4.931,1,11220,10,9.862,86,101,1,6.1,98.62,20.5,LOEM,1534204800
1051,2130,2253,8/14/2018,2018,-79.14293,43.70423,ECCC,GLNI,PSN 3787,6271,20,1.9995,1,11812,10,3.999,78,104,1,2.9,39.99,8.3,LOEM,1534204800
1077,875,910,8/14/2018,2018,-79.37917,43.63194,ECCC,NA,NA,4338,20,0.40155,2,11799,8,1.003875,61,104,1,1,8.031,16.3,LOTP,1534204800
1081,907,943,8/14/2018,2018,-79.36,43.63806,ECCC,NA,NA,4171,20,0.3949,2,11800,8,0.98725,62,104,2,1,7.898,26.1,LOTP,1534204800
1084,1301,1347,8/14/2018,2018,-78.04944,43.95028,ECCC,NA,NA,10984,20,0.4132,2,12577,8,1.033,143,108,1,1,8.264,5.2,LOTP,1534204800
1087,2116,2238,8/14/2018,2018,-79.37843,43.63201,ECCC,GLSP,PSN 726,4338,20,0.40155,2,11799,8,1.003875,61,104,2,1,8.031,16.3,LOEM,1534204800
1120,761,791,8/14/2018,2018,-78.80139,43.59639,ECCC,NA,NA,8348,20,6.93235,2,8835,10,13.8647,97,90,2,14,138.647,6,LOTP,1534204800
1122,2121,2243,8/14/2018,2018,-78.802,43.6,USEPA,GLNPO,ON33M,8348,20,6.81205,2,8835,10,13.6241,97,91,2,14,136.241,6,LOEM,1534204800
1153,608,632,8/14/2018,2018,-79.080518,43.517253,,NA,NA,7099,20,6.9259,2,8577,10,13.8518,77,89,2,20,138.518,5.614,LOTP,1534204800
1219,561,584,8/14/2018,2018,-79.353,43.503,,NA,NA,5488,20,5.3432,3,9704,10,10.6864,58,94,2,17,106.864,5.46,LOTP,1534204800
1234,969,1006,8/14/2018,2018,-78.027165,43.716503,unknown,NA,NA,14358,20,6.55965,3,9791,10,13.1193,145,94,2,24,131.193,4.486,LOTP,1534204800
1282,1046,1083,8/14/2018,2018,-79.08306,43.74889,ECCC,NA,NA,6767,20,1.9348,4,12175,10,3.8696,83,106,3,8.5,38.696,6,LOTP,1534204800
1304,762,792,8/14/2018,2018,-78.80139,43.59639,ECCC,NA,NA,8348,20,6.93235,4,8835,10,13.8647,97,90,3,33,138.647,6.2,LOTP,1534204800
1305,2122,2244,8/14/2018,2018,-78.802,43.6,USEPA,GLNPO,ON33M,8348,20,6.81205,4,8835,10,13.6241,97,91,3,33,136.241,6.2,LOEM,1534204800
1359,752,782,8/14/2018,2018,-78.8145,43.59595,,NA,NA,8345,20,6.93645,5,8834,10,13.8729,96,90,3,37,138.729,5.106,LOTP,1534204800
1360,2135,2260,8/14/2018,2018,-78.802,43.6,USEPA,GLNPO,ON33M,8348,20,6.81205,5,8835,10,13.6241,97,91,3,37,136.241,5.106,LOEM,1534204800
1363,753,783,8/14/2018,2018,-78.8145,43.59595,,NA,NA,8345,20,6.93645,5,8834,10,13.8729,96,90,3,40,138.729,5.976,LOTP,1534204800
1367,2136,2261,8/14/2018,2018,-78.802,43.6,USEPA,GLNPO,ON33M,8348,20,6.81205,5,8835,10,13.6241,97,91,3,40,136.241,5.976,LOEM,1534204800
1373,2118,2240,8/14/2018,2018,-79.15113,43.67697,ECCC,GLNI,PSN 3784,6439,20,3.654,5,11416,10,7.308,77,102,3,18.3,73.08,6,LOEM,1534204800
1425,2126,2248,8/14/2018,2018,-79.17468,43.69665,ECCC,GLNI,PSN 3783,6099,20,1.5385,6,11810,10,3.077,76,104,4,9.9,30.77,21.1,LOEM,1534204800
1455,754,784,8/14/2018,2018,-78.8145,43.59595,,NA,NA,8345,20,6.93645,7,8834,10,13.8729,96,90,4,50,138.729,6.154,LOTP,1534204800
1459,2137,2262,8/14/2018,2018,-78.802,43.6,USEPA,GLNPO,ON33M,8348,20,6.81205,7,8835,10,13.6241,97,91,4,50,136.241,6.154,LOEM,1534204800
1479,1047,1084,8/14/2018,2018,-79.08306,43.74889,ECCC,NA,NA,6767,20,1.9348,8,12175,10,3.8696,83,106,5,17,38.696,6.8,LOTP,1534204800
1493,1250,1294,8/14/2018,2018,-78.46,43.88694,ECCC,NA,NA,9228,20,1.07105,9,12390,10,2.1421,123,107,5,10,21.421,6.1,LOTP,1534204800
1499,2142,2267,8/14/2018,2018,-78.45999,43.88659,ECCC,GLSP,PSN 31,9228,20,1.07105,9,12390,10,2.1421,123,107,6,10,21.421,6.1,LOEM,1534204800
1615,966,1003,8/14/2018,2018,-78.027165,43.716503,unknown,NA,NA,14358,20,6.55965,11,9791,10,13.1193,145,94,6,75,131.193,4.824,LOTP,1534204800
1618,605,629,8/14/2018,2018,-79.080518,43.517253,,NA,NA,7099,20,6.9259,11,8577,10,13.8518,77,89,6,82,138.518,5.513,LOTP,1534204800
1648,558,581,8/14/2018,2018,-79.353,43.503,,NA,NA,5488,20,5.3432,12,9704,10,10.6864,58,94,7,67,106.864,5.92,LOTP,1534204800
1666,858,891,8/14/2018,2018,-79.45333,43.62306,ECCC,NA,NA,3312,20,0.7571,13,11982,10,1.5142,56,105,7,10,15.142,10.6,LOTP,1534204800
1707,194,204,8/14/2018,2018,-79.000352,43.318333,,NA,NA,5806,20,0.83375,14,4791,10,1.6675,75,71,8,11.8,16.675,3.699,LOTP,1534204800
1712,1251,1295,8/14/2018,2018,-78.46,43.88694,ECCC,NA,NA,9228,20,1.07105,14,12390,10,2.1421,123,107,8,16,21.421,6.2,LOTP,1534204800
1714,2143,2268,8/14/2018,2018,-78.45999,43.88659,ECCC,GLSP,PSN 31,9228,20,1.07105,14,12390,10,2.1421,123,107,9,16,21.421,6.2,LOEM,1534204800
1732,755,785,8/14/2018,2018,-78.8145,43.59595,,NA,NA,8345,20,6.93645,14,8834,10,13.8729,96,90,8,100,138.729,5.95,LOTP,1534204800
1736,2138,2263,8/14/2018,2018,-78.802,43.6,USEPA,GLNPO,ON33M,8348,20,6.81205,14,8835,10,13.6241,97,91,8,100,136.241,5.95,LOEM,1534204800
1772,859,892,8/14/2018,2018,-79.45333,43.62306,ECCC,NA,NA,3312,20,0.7571,16,11982,10,1.5142,56,105,9,12.5,15.142,10.3,LOTP,1534204800
1789,309,324,8/14/2018,2018,-78.730122,43.375052,,NA,NA,7121,20,3.01675,16,4813,10,6.0335,97,71,9,49.8,60.335,2.551,LOTP,1534204800
1794,908,944,8/14/2018,2018,-79.36,43.63806,ECCC,NA,NA,4171,20,0.3949,17,11800,8,0.98725,62,104,8,7,7.898,21.7,LOTP,1534204800
1817,1048,1085,8/14/2018,2018,-79.08306,43.74889,ECCC,NA,NA,6767,20,1.9348,17,12175,10,3.8696,83,106,9,33,38.696,3.2,LOTP,1534204800
1838,559,582,8/14/2018,2018,-79.353,43.503,,NA,NA,5488,20,5.3432,17,9704,10,10.6864,58,94,9,93.6,106.864,5.522,LOTP,1534204800
1851,967,1004,8/14/2018,2018,-78.027165,43.716503,unknown,NA,NA,14358,20,6.55965,17,9791,10,13.1193,145,94,9,117,131.193,4.128,LOTP,1534204800
1888,1049,1086,8/14/2018,2018,-79.08306,43.74889,ECCC,NA,NA,6767,20,1.9348,18,12175,10,3.8696,83,106,10,36,38.696,3.3,LOTP,1534204800
1920,560,583,8/14/2018,2018,-79.353,43.503,,NA,NA,5488,20,5.3432,18,9704,10,10.6864,58,94,10,101.3,106.864,5.112,LOTP,1534204800
1929,606,630,8/14/2018,2018,-79.080518,43.517253,,NA,NA,7099,20,6.9259,18,8577,10,13.8518,77,89,10,124.7,138.518,5.835,LOTP,1534204800
1930,756,786,8/14/2018,2018,-78.8145,43.59595,,NA,NA,8345,20,6.93645,18,8834,10,13.8729,96,90,10,125.4,138.729,4.219,LOTP,1534204800
1931,2139,2264,8/14/2018,2018,-78.802,43.6,USEPA,GLNPO,ON33M,8348,20,6.81205,18,8835,10,13.6241,97,91,10,125.4,136.241,4.219,LOEM,1534204800
1938,763,793,8/14/2018,2018,-78.80139,43.59639,ECCC,NA,NA,8348,20,6.93235,18,8835,10,13.8647,97,90,10,127,138.647,2.9,LOTP,1534204800
1939,2123,2245,8/14/2018,2018,-78.802,43.6,USEPA,GLNPO,ON33M,8348,20,6.81205,18,8835,10,13.6241,97,91,10,127,136.241,2.9,LOEM,1534204800
2006,968,1005,8/14/2018,2018,-78.027165,43.716503,unknown,NA,NA,14358,20,6.55965,19,9791,10,13.1193,145,94,10,124.7,131.193,3.152,LOTP,1534204800
2020,607,631,8/14/2018,2018,-79.080518,43.517253,,NA,NA,7099,20,6.9259,19,8577,10,13.8518,77,89,10,132.3,138.518,4.803,LOTP,1534204800
2023,757,787,8/14/2018,2018,-78.8145,43.59595,,NA,NA,8345,20,6.93645,19,8834,10,13.8729,96,90,10,133.1,138.729,6.151,LOTP,1534204800
2024,2140,2265,8/14/2018,2018,-78.802,43.6,USEPA,GLNPO,ON33M,8348,20,6.81205,19,8835,10,13.6241,97,91,10,133.1,136.241,6.151,LOEM,1534204800
2035,764,794,8/14/2018,2018,-78.80139,43.59639,ECCC,NA,NA,8348,20,6.93235,19,8835,10,13.8647,97,90,10,135,138.647,3.4,LOTP,1534204800
