FID_fvcomGrid_XYTableToPoint,lat,lng,node,TP_2018ltJuly1
4419,43.26369476,-79.11154175,4419,9.998273849
4420,43.264534,-79.10742188,4420,9.998273849
4421,43.26535416,-79.10327148,4421,9.998273849
4422,43.26211166,-79.07611084,4422,9.107786179
4423,43.26256561,-79.07382202,4423,9.107786179
4424,43.2628212,-79.07138062,4424,
4425,43.26285553,-79.06890869,4425,
4426,43.26274109,-79.06643677,4426,
4427,43.26311111,-79.06420898,4427,
4428,43.2637825,-79.06192017,4428,
4429,43.2638855,-79.07867432,4429,9.436008453
4430,43.26419067,-79.097229,4430,9.915453911
4431,43.2643013,-79.09436035,4431,9.915453911
4432,43.26508713,-79.0916748,4432,9.915453911
4433,43.26558304,-79.08828735,4433,9.915453911
4434,43.26568985,-79.08465576,4434,9.915453911
4435,43.26586151,-79.0809021,4435,9.436008453
4436,43.2662468,-79.09899902,4436,9.998273849
4437,43.26448822,-79.05950928,4437,
4438,43.26519394,-79.0569458,4438,
4439,43.26593399,-79.05422974,4439,
4440,43.26667023,-79.05136108,4440,
4441,43.95545959,-76.10900879,4441,5.851084232
4442,43.95381546,-76.11114502,4442,5.851084232
4443,43.95783615,-76.11004639,4443,5.851084232
4444,43.96037674,-76.1105957,4444,5.851084232
4445,43.96224594,-76.11227417,4445,5.851084232
4446,43.96578598,-76.11322021,4446,5.851084232
4447,43.96380234,-76.1137085,4447,5.851084232
4448,43.96667862,-76.11621094,4448,
4449,43.96763229,-76.11914063,4449,
4450,43.96868896,-76.12188721,4450,
4451,43.96980667,-76.12435913,4451,
4452,44.01249313,-76.17324829,4452,5.953612804
4453,44.01978683,-76.18048096,4453,5.923784256
4454,44.01802444,-76.17797852,4454,5.953612804
4455,44.01964188,-76.18341064,4455,5.993129253
4456,44.02124405,-76.18579102,4456,5.993129253
4457,44.01411057,-76.17578125,4457,5.953612804
4458,44.01567078,-76.17825317,4458,5.953612804
4459,44.02072525,-76.18884277,4459,5.993129253
4460,44.02238846,-76.19116211,4460,5.993129253
4461,44.02360153,-76.19342041,4461,5.993129253
4462,44.02352905,-76.19638062,4462,5.993129253
4463,44.02461243,-76.19897461,4463,5.993129253
4464,44.02341843,-76.20150757,4464,5.993129253
4465,44.00401688,-76.1729126,4465,5.953612804
4466,44.00593567,-76.17330933,4466,5.953612804
4467,44.00811386,-76.17352295,4467,5.953612804
4468,44.01029587,-76.17330933,4468,5.953612804
4469,43.64900589,-79.32034302,4469,
4470,43.65118408,-79.31958008,4470,
4471,43.65336227,-79.31884766,4471,
4472,43.65533829,-79.31738281,4472,
4473,43.65731049,-79.31591797,4473,
4474,43.65708542,-79.3135376,4474,
4475,43.65322495,-79.31588745,4475,
4476,43.66214752,-79.3052063,4476,
4477,43.66391754,-79.30361938,4477,
4478,43.66524506,-79.30160522,4478,
4479,43.62210083,-79.34667969,4479,11.25966072
4480,43.62057495,-79.34365845,4480,10.89005756
4481,43.61891937,-79.3581543,4481,11.34009743
4482,43.62038422,-79.35458374,4482,11.34009743
4483,43.62118149,-79.35046387,4483,11.34009743
4484,43.60403442,-79.40957642,4484,11.64471912
4485,43.60489655,-79.40414429,4485,11.62628365
4486,43.60603714,-79.39929199,4486,11.62628365
4487,43.60719299,-79.39477539,4487,11.62628365
4488,43.60566711,-79.38998413,4488,10.59271336
4489,43.60788345,-79.38647461,4489,11.62628365
4490,43.61110687,-79.37887573,4490,11.62628365
4491,43.60830688,-79.38156128,4491,10.83692455
4492,43.61228943,-79.37533569,4492,11.63589382
4493,43.61408615,-79.37173462,4493,11.63589382
4494,43.61562347,-79.36807251,4494,11.63589382
4495,43.61734772,-79.36471558,4495,11.63589382
4496,43.61661148,-79.36065674,4496,11.34009743
4497,43.55535126,-79.47943115,4497,11.30790234
4498,43.56062698,-79.47396851,4498,11.09084988
4499,43.56459427,-79.46533203,4499,11.79695511
4500,43.56900787,-79.45550537,4500,12.02557659
4501,43.54811859,-79.47479248,4501,11.30790234
4502,43.58517838,-79.43981934,4502,11.30203724
4503,43.5736351,-79.44680786,4503,11.98842049
4504,43.57811737,-79.43887329,4504,11.98842049
4505,43.58879471,-79.43185425,4505,11.30203724
4506,43.59210968,-79.42425537,4506,10.78435326
4507,43.59543228,-79.41751099,4507,10.78435326
4508,43.59934235,-79.4125061,4508,11.64471912
4509,43.53898621,-79.47164917,4509,10.8692894
4510,43.52129364,-79.48022461,4510,10.11432362
4511,43.52866364,-79.46884155,4511,10.28417969
4512,43.49988174,-79.4921875,4512,9.28424263
4513,43.50862503,-79.47738647,4513,9.522628784
4514,43.4740715,-79.50128174,4514,9.008554459
4515,43.48529053,-79.48620605,4515,8.935149193
4516,43.44436264,-79.51626587,4516,8.573379517
4517,43.4571991,-79.49783325,4517,8.60518837
4518,43.42756271,-79.50714111,4518,8.201787949
4519,43.41220856,-79.49649048,4519,8.037592888
4520,43.39671707,-79.48519897,4520,7.822284222
4521,43.37958527,-79.47531128,4521,7.68229723
4522,43.36368561,-79.46179199,4522,7.498441219
4523,43.34738159,-79.44674683,4523,7.269467354
4524,43.33545303,-79.42388916,4524,7.013198376
4525,43.32220078,-79.4045105,4525,6.96816206
4526,43.30956268,-79.3843689,4526,6.777152061
4527,43.27267838,-79.33807373,4527,6.067620754
4528,43.274086,-79.32104492,4528,6.536239147
4529,43.29756165,-79.36404419,4529,6.691559315
4530,43.28552628,-79.34793091,4530,6.481712341
4531,43.27882385,-79.30715942,4531,6.591524124
4532,43.27104568,-79.2925415,4532,6.614958763
4533,43.26399612,-79.27954102,4533,5.318788528
4534,43.25743484,-79.26950073,4534,4.840007782
4535,43.25626755,-79.24383545,4535,4.903320789
4536,43.2598877,-79.25878906,4536,4.840007782
4537,43.260746,-79.24963379,4537,4.903320789
4538,43.25822449,-79.20346069,4538,7.23541832
4539,43.25852966,-79.21490479,4539,5.721623421
4540,43.2603035,-79.20925903,4540,7.23541832
4541,43.25878906,-79.23574829,4541,5.233193874
4542,43.25772858,-79.22885132,4542,5.233193874
4543,43.25900269,-79.2227478,4543,5.721623421
4544,43.26340103,-79.22045898,4544,6.619238377
4545,43.25785828,-79.19311523,4545,7.152808189
4546,43.25840378,-79.18649292,4546,7.953299522
4547,43.26091003,-79.19851685,4547,7.23541832
4548,43.26089859,-79.17974854,4548,7.953299522
4549,43.26130676,-79.15240479,4549,9.590175629
4550,43.26358414,-79.14755249,4550,10.39783001
4551,43.26146698,-79.1685791,4551,9.222899437
4552,43.26301193,-79.17340088,4552,8.65348053
4553,43.26286316,-79.15795898,4553,9.222899437
4554,43.26397324,-79.16348267,4554,10.05737782
4555,43.26344299,-79.13809204,4555,10.46352386
4556,43.26442719,-79.13327026,4556,10.46352386
4557,43.26473618,-79.12838745,4557,10.46352386
4558,43.26436615,-79.12365723,4558,10.30735683
4559,43.2634964,-79.1192627,4559,10.30735683
4560,43.26558304,-79.14230347,4560,10.39783001
4561,43.2653923,-79.11560059,4561,10.30735683
4562,43.26673889,-79.11120605,4562,10.41265774
4563,43.26769638,-79.10653687,4563,10.41265774
4564,43.26856232,-79.10162354,4564,10.41265774
4565,43.26413345,-79.07559204,4565,9.436008453
4566,43.26428604,-79.07272339,4566,9.436008453
4567,43.26446152,-79.06985474,4567,9.107786179
4568,43.26437378,-79.06741333,4568,9.107786179
4569,43.26507187,-79.06472778,4569,9.107786179
4570,43.26615143,-79.06164551,4570,9.107786179
4571,43.26600266,-79.07733154,4571,9.436008453
4572,43.266819,-79.09463501,4572,9.915453911
4573,43.26711655,-79.09085083,4573,9.915453911
4574,43.26784515,-79.0874939,4574,9.915453911
4575,43.26786804,-79.08355713,4575,9.436008453
4576,43.26802444,-79.07940674,4576,9.436008453
4577,43.26936722,-79.09649658,4577,9.915453911
4578,43.26742935,-79.04830933,4578,8.899909973
4579,43.26717377,-79.0585022,4579,8.899909973
4580,43.26797485,-79.05529785,4580,8.899909973
4581,43.26826859,-79.05187988,4581,8.899909973
4582,43.26817322,-79.04507446,4582,8.765949249
4583,43.95613098,-76.11203003,4583,5.851084232
4584,43.95218658,-76.11331177,4584,5.851084232
4585,43.954422,-76.11404419,4585,5.851084232
4586,43.95843506,-76.11309814,4586,5.851084232
4587,43.960392,-76.11444092,4587,5.851084232
4588,43.96226883,-76.11584473,4588,5.851084232
4589,43.96444702,-76.11633301,4589,5.851084232
4590,43.96530533,-76.11914063,4590,5.851084232
4591,43.96636581,-76.12197876,4591,
4592,43.96757126,-76.12478638,4592,
4593,43.96897888,-76.12756348,4593,
4594,44.01158524,-76.1763916,4594,5.953612804
4595,44.01723862,-76.1812439,4595,6.025664806
4596,44.01776505,-76.18395996,4596,5.993129253
4597,44.01852036,-76.18655396,4597,5.993129253
4598,44.01305771,-76.17895508,4598,5.953612804
4599,44.01462173,-76.181427,4599,6.025664806
4600,44.01828766,-76.18972778,4600,5.993129253
4601,44.02006912,-76.19204712,4601,5.993129253
4602,44.02150345,-76.19439697,4602,5.993129253
4603,44.02092361,-76.1973877,4603,5.993129253
4604,44.0222435,-76.19952393,4604,5.993129253
4605,44.02141571,-76.20278931,4605,5.993129253
4606,44.00269318,-76.17504883,4606,
4607,44.00470734,-76.17623901,4607,5.953612804
4608,44.00695038,-76.17645264,4608,5.953612804
4609,44.00924683,-76.17654419,4609,5.953612804
4610,43.64684296,-79.31997681,4610,
4611,43.64866257,-79.31744385,4611,
4612,43.65089417,-79.3163147,4612,
4613,43.65464401,-79.31369019,4613,
4614,43.65568542,-79.31088257,4614,
4615,43.65174866,-79.31326294,4615,
4616,43.65546417,-79.30740356,4616,
4617,43.65748215,-79.30557251,4617,
4618,43.65968323,-79.30526733,4618,10.19979668
4619,43.66545486,-79.29879761,4619,
4620,43.66141891,-79.30224609,4620,10.19979668
4621,43.66321182,-79.30010986,4621,10.19979668
4622,43.61919785,-79.34759521,4622,10.89005756
4623,43.61763,-79.34484863,4623,10.89005756
4624,43.61637115,-79.35571289,4624,10.88668919
4625,43.61794281,-79.35147095,4625,10.88668919
4626,43.59958267,-79.40536499,4626,10.99708366
4627,43.60092545,-79.39923096,4627,10.59271336
4628,43.60315704,-79.39431763,4628,10.59271336
4629,43.60202408,-79.38839722,4629,10.59271336
4630,43.60507202,-79.38442993,4630,10.83692455
4631,43.60907745,-79.3765564,4631,10.83692455
4632,43.60573196,-79.37893677,4632,10.83692455
4633,43.6105423,-79.37210083,4633,11.04084682
4634,43.61230087,-79.36813354,4634,11.04084682
4635,43.61437607,-79.36425781,4635,11.04084682
4636,43.61348343,-79.35977173,4636,10.88668919
4637,43.55480576,-79.4654541,4637,11.09084988
4638,43.56030273,-79.45526123,4638,11.21157169
4639,43.56547928,-79.44549561,4639,11.5791235
4640,43.54541779,-79.46090698,4640,10.67388058
4641,43.58222961,-79.43035889,4641,11.30203724
4642,43.57006454,-79.43618774,4642,11.5791235
4643,43.57525635,-79.42962646,4643,11.13071728
4644,43.58565903,-79.42181396,4644,10.78435326
4645,43.58947372,-79.41375732,4645,10.78435326
4646,43.59404373,-79.40811157,4646,10.99708366
4647,43.53557587,-79.45675659,4647,10.05179691
4648,43.51700592,-79.46401978,4648,9.701313972
4649,43.52486801,-79.45431519,4649,9.701313972
4650,43.49555588,-79.47097778,4650,9.12750721
4651,43.50564957,-79.45956421,4651,9.146730423
4652,43.4697113,-79.4805603,4652,8.769585609
4653,43.48194504,-79.46398926,4653,8.620006561
4654,43.44093323,-79.49041748,4654,8.381542206
4655,43.45400238,-79.47396851,4655,8.490973473
4656,43.4259491,-79.47940063,4656,8.004172325
4657,43.41085434,-79.46841431,4657,7.82432127
4658,43.39437103,-79.45855713,4658,7.646911144
4659,43.3788147,-79.45178223,4659,7.44688797
4660,43.36679077,-79.43588257,4660,7.299342155
4661,43.35309982,-79.41882324,4661,7.050718307
4662,43.33971405,-79.3991394,4662,6.947687626
4663,43.32645798,-79.37985229,4663,6.853431225
4664,43.31368256,-79.35977173,4664,6.839256287
4665,43.28803253,-79.32568359,4665,6.832544804
4666,43.30133057,-79.34002686,4666,7.056510925
4667,43.29089737,-79.30599976,4667,7.536546707
4668,43.2831955,-79.29040527,4668,7.353310585
4669,43.27490234,-79.27740479,4669,7.400416374
4670,43.26713562,-79.26657104,4670,6.351511955
4671,43.26446152,-79.24151611,4671,6.077919006
4672,43.26908493,-79.25305176,4672,6.144021988
4673,43.26427078,-79.20541382,4673,7.23541832
4674,43.26491928,-79.21322632,4674,7.23541832
4675,43.26609421,-79.23025513,4675,6.077919006
4676,43.26983261,-79.22015381,4676,7.009738922
4677,43.26307297,-79.19186401,4677,7.953299522
4678,43.26472092,-79.18450928,4678,7.953299522
4679,43.26753998,-79.19906616,4679,8.708971977
4680,43.26686859,-79.17648315,4680,9.460849762
4681,43.26585388,-79.15304565,4681,10.39783001
4682,43.26817322,-79.14730835,4682,10.39783001
4683,43.26796722,-79.16772461,4683,10.05737782
4684,43.26818466,-79.159729,4684,10.05737782
4685,43.26702499,-79.13668823,4685,10.46352386
4686,43.26773834,-79.13101196,4686,10.46352386
4687,43.2676239,-79.12545776,4687,10.87190151
4688,43.26675034,-79.12026978,4688,10.30735683
4689,43.26998901,-79.14080811,4689,11.17835808
4690,43.26887894,-79.11587524,4690,10.30735683
4691,43.27047348,-79.11083984,4691,10.41265774
4692,43.27135849,-79.10534668,4692,10.41265774
4693,43.27205276,-79.09927368,4693,9.915453911
4694,43.26626587,-79.07388306,4694,9.436008453
4695,43.26607132,-79.0710144,4695,9.107786179
4696,43.26655197,-79.06784058,4696,9.107786179
4697,43.26756668,-79.06427002,4697,9.107786179
4698,43.26888275,-79.06079102,4698,9.107786179
4699,43.26846695,-79.07537842,4699,9.436008453
4700,43.26990128,-79.09118652,4700,9.915453911
4701,43.27040482,-79.08612061,4701,9.436008453
4702,43.26997375,-79.08200073,4702,9.436008453
4703,43.27077484,-79.07815552,4703,9.436008453
4704,43.27289581,-79.09332275,4704,9.915453911
4705,43.26976776,-79.04879761,4705,8.899909973
4706,43.27014923,-79.0569458,4706,8.872600555
4707,43.27056885,-79.052948,4707,8.872600555
4708,43.26892853,-79.04162598,4708,8.765949249
4709,43.26960754,-79.03796387,4709,8.765949249
4710,43.27096176,-79.04516602,4710,8.765949249
4711,43.27049637,-79.03417969,4711,8.765949249
4712,43.95056915,-76.11547852,4712,5.851084232
4713,43.94971466,-76.11810303,4713,5.954437733
4714,43.95663834,-76.1151123,4714,5.851084232
4715,43.95288086,-76.11636353,4715,5.851084232
4716,43.95492172,-76.11679077,4716,5.851084232
4717,43.95860291,-76.11679077,4717,5.851084232
4718,43.96063232,-76.11825562,4718,5.851084232
4719,43.96292877,-76.11898804,4719,5.851084232
4720,43.96396255,-76.12194824,4720,5.954437733
4721,43.96520615,-76.12484741,4721,5.954437733
4722,43.96652985,-76.12762451,4722,
4723,43.96796417,-76.13012695,4723,
4724,44.01049423,-76.17950439,4724,6.025664806
4725,44.0157814,-76.18463135,4725,6.025664806
4726,44.01603317,-76.1880188,4726,6.025664806
4727,44.01190186,-76.18206787,4727,6.025664806
4728,44.01334763,-76.18411255,4728,6.025664806
4729,44.01795578,-76.19262695,4729,5.993129253
4730,44.01603699,-76.19122314,4730,6.025664806
4731,44.0189209,-76.19525146,4731,5.993129253
4732,44.01877594,-76.19815063,4732,5.993129253
4733,44.01976776,-76.20077515,4733,5.993129253
4734,44.01947403,-76.2043457,4734,
4735,44.00140762,-76.1776123,4735,
4736,44.00314713,-76.17922974,4736,6.025664806
4737,44.00570679,-76.17938232,4737,6.025664806
4738,44.0080986,-76.17956543,4738,6.025664806
4739,43.69111633,-79.2598877,4739,
4740,43.68913651,-79.26174927,4740,
4741,43.64493942,-79.32080078,4741,
4742,43.64221573,-79.32110596,4742,10.76465988
4743,43.64598465,-79.3168335,4743,
4744,43.64820099,-79.31332397,4744,
4745,43.65323257,-79.30975342,4745,
4746,43.65050125,-79.31045532,4746,
4747,43.65380478,-79.3052063,4747,
4748,43.65633392,-79.30316162,4748,10.19979668
4749,43.65898132,-79.30203247,4749,10.19979668
4750,43.6656723,-79.29586792,4750,
4751,43.66751862,-79.29342651,4751,
4752,43.66848755,-79.29074097,4752,
4753,43.66903305,-79.28753662,4753,
4754,43.6701889,-79.28469849,4754,
4755,43.66338348,-79.29660034,4755,10.19979668
4756,43.66068268,-79.29815674,4756,10.19979668
4757,43.67061996,-79.28152466,4757,
4758,43.67189407,-79.27893066,4758,
4759,43.63941193,-79.32162476,4759,10.76465988
4760,43.63638306,-79.32247925,4760,10.76465988
4761,43.61600494,-79.34796143,4761,10.88668919
4762,43.61545181,-79.34436035,4762,10.89005756
4763,43.61249542,-79.35516357,4763,10.88668919
4764,43.61436081,-79.35134888,4764,10.88668919
4765,43.61247253,-79.34332275,4765,10.89005756
4766,43.61445618,-79.34152222,4766,10.89005756
4767,43.61611557,-79.3399353,4767,10.89005756
4768,43.61761093,-79.3380127,4768,10.89005756
4769,43.59474564,-79.39987183,4769,10.99708366
4770,43.59747314,-79.39257813,4770,10.59271336
4771,43.59847641,-79.38528442,4771,10.59271336
4772,43.6015625,-79.38095093,4772,10.83692455
4773,43.6065712,-79.3729248,4773,11.04084682
4774,43.60337067,-79.37512207,4774,10.83692455
4775,43.60791016,-79.36804199,4775,11.04084682
4776,43.61059189,-79.36386108,4776,11.04084682
4777,43.60935211,-79.35906982,4777,11.04084682
4778,43.55139542,-79.45065308,4778,10.83046627
4779,43.55752945,-79.44351196,4779,10.83046627
4780,43.56145477,-79.43356323,4780,10.88769627
4781,43.54191208,-79.44430542,4781,10.16484833
4782,43.57773972,-79.42062378,4782,10.81035423
4783,43.56787109,-79.42294312,4783,11.13071728
4784,43.58205032,-79.41140747,4784,10.81035423
4785,43.58716965,-79.40234375,4785,10.99708366
4786,43.52943802,-79.44082642,4786,9.422409058
4787,43.51335526,-79.4432373,4787,9.130694389
4788,43.49501419,-79.44573975,4788,8.899982452
4789,43.46659851,-79.456604,4789,8.343901634
4790,43.47863007,-79.44287109,4790,8.57500267
4791,43.43937302,-79.4621582,4791,8.14632988
4792,43.45281982,-79.44927979,4792,8.102581978
4793,43.42500305,-79.45025635,4793,7.932337761
4794,43.40747833,-79.44125366,4794,7.649420261
4795,43.38789749,-79.43048096,4795,7.268084526
4796,43.37179565,-79.41140747,4796,7.204987526
4797,43.35755539,-79.39300537,4797,6.829154015
4798,43.34402466,-79.37408447,4798,6.718923092
4799,43.33080292,-79.3550415,4799,6.829796791
4800,43.31787872,-79.33514404,4800,6.977134705
4801,43.30504608,-79.31463623,4801,7.394803524
4802,43.29728317,-79.29043579,4802,7.771782875
4803,43.28777313,-79.27368164,4803,7.742508888
4804,43.2782135,-79.26278687,4804,7.263424397
4805,43.27290726,-79.24005127,4805,6.077919006
4806,43.2789917,-79.24993896,4806,6.902669907
4807,43.27163315,-79.20874023,4807,7.333799362
4808,43.27613068,-79.2288208,4808,7.009738922
4809,43.27703857,-79.21777344,4809,7.333799362
4810,43.26976395,-79.19058228,4810,8.708971977
4811,43.27135086,-79.18173218,4811,9.460849762
4812,43.27521515,-79.19869995,4812,8.528621674
4813,43.2732811,-79.17214966,4813,10.20717812
4814,43.27150726,-79.15371704,4814,11.19423676
4815,43.27336121,-79.14630127,4815,11.19423676
4816,43.27510071,-79.16235352,4816,10.05737782
4817,43.27127457,-79.13412476,4817,11.17835808
4818,43.27157211,-79.12762451,4818,10.87190151
4819,43.27064896,-79.12145996,4819,10.87190151
4820,43.27509308,-79.13858032,4820,11.17835808
4821,43.27492523,-79.10293579,4821,10.05868626
4822,43.27325821,-79.11651611,4822,10.41265774
4823,43.27521133,-79.1105957,4823,10.41265774
4824,43.27592468,-79.09609985,4824,10.05868626
4825,43.26872253,-79.07098389,4825,9.107786179
4826,43.26904297,-79.06716919,4826,9.107786179
4827,43.27043533,-79.06393433,4827,9.107786179
4828,43.27195358,-79.0597229,4828,8.872600555
4829,43.27143478,-79.07342529,4829,9.100826263
4830,43.27345657,-79.08746338,4830,9.497301102
4831,43.272892,-79.08233643,4831,9.497301102
4832,43.27404022,-79.07736206,4832,9.497301102
4833,43.2768364,-79.08920288,4833,9.497301102
4834,43.2725296,-79.04953003,4834,8.872600555
4835,43.27355576,-79.05474854,4835,8.872600555
4836,43.27205276,-79.04107666,4836,8.765949249
4837,43.27317047,-79.03674316,4837,8.765949249
4838,43.27407837,-79.04510498,4838,8.765949249
4839,43.27184296,-79.03039551,4839,8.720189095
4840,43.27242279,-79.02603149,4840,8.720189095
4841,43.27451706,-79.03204346,4841,8.709485054
4842,43.27325058,-79.02145386,4842,8.720189095
4843,43.27411652,-79.0166626,4843,8.69635582
4844,43.27492905,-79.01153564,4844,8.69635582
4845,43.27614594,-79.00628662,4845,8.666911125
4846,43.27659607,-79.00048828,4846,8.666911125
4847,43.27737045,-78.9944458,4847,8.617114067
4848,43.95165634,-76.11868286,4848,5.954437733
4849,43.95005798,-76.12088013,4849,5.954437733
4850,43.95662689,-76.11853027,4850,5.851084232
4851,43.9540329,-76.11953735,4851,5.954437733
4852,43.95881653,-76.12075806,4852,5.954437733
4853,43.96141434,-76.1217041,4853,5.954437733
4854,43.96271515,-76.12478638,4854,5.954437733
4855,43.96409225,-76.12768555,4855,5.954437733
4856,43.96538925,-76.13031006,4856,
4857,43.96659088,-76.13259888,4857,
4858,44.00943375,-76.18264771,4858,6.025664806
4859,44.01352692,-76.18692017,4859,6.025664806
4860,44.01387024,-76.18991089,4860,6.025664806
4861,44.01099014,-76.18557739,4861,6.025664806
4862,44.01624298,-76.19439697,4862,5.993129253
4863,44.01401901,-76.1930542,4863,6.025664806
4864,44.01660538,-76.19720459,4864,5.993129253
4865,44.01715851,-76.20010376,4865,5.993129253
4866,44.01763916,-76.20294189,4866,
4867,44.01771164,-76.20626831,4867,
4868,44.00031662,-76.18096924,4868,
4869,44.00234604,-76.18276978,4869,
4870,44.00468445,-76.18237305,4870,6.025664806
4871,44.00702667,-76.18258667,4871,6.025664806
4872,43.69345474,-79.25799561,4872,
4873,43.69522476,-79.25537109,4873,
4874,43.69681549,-79.2520752,4874,
4875,43.69835663,-79.24926758,4875,
4876,43.69969177,-79.2460022,4876,
4877,43.68701935,-79.26351929,4877,
4878,43.68532562,-79.26568604,4878,
4879,43.6834259,-79.26803589,4879,
4880,43.68136597,-79.26950073,4880,
4881,43.67953873,-79.27175903,4881,
4882,43.67760849,-79.27374268,4882,
4883,43.67552948,-79.27520752,4883,
4884,43.67359924,-79.27676392,4884,
4885,43.689991,-79.25631714,4885,9.127177238
4886,43.6875267,-79.25927734,4886,
4887,43.64295959,-79.31723022,4887,10.76465988
4888,43.63977814,-79.31771851,4888,10.76465988
4889,43.64437485,-79.31347656,4889,10.36458302
4890,43.64574814,-79.30999756,4890,10.36458302
4891,43.64826965,-79.30789185,4891,
4892,43.65110397,-79.30657959,4892,
4893,43.65207672,-79.30258179,4893,
4894,43.65462875,-79.30041504,4894,10.19979668
4895,43.65756226,-79.29882813,4895,10.19979668
4896,43.66455841,-79.29290771,4896,10.19979668
4897,43.66617203,-79.28952026,4897,9.925631523
4898,43.66720963,-79.28561401,4898,9.925631523
4899,43.66838074,-79.28274536,4899,9.925631523
4900,43.66165161,-79.29345703,4900,10.19979668
4901,43.65864944,-79.29425049,4901,10.19979668
4902,43.66888046,-79.27963257,4902,9.925631523
4903,43.67052841,-79.27636719,4903,9.575358391
4904,43.6336441,-79.32189941,4904,10.76465988
4905,43.63108444,-79.32229614,4905,10.76465988
4906,43.62804031,-79.32214355,4906,11.03403473
4907,43.6190834,-79.33465576,4907,10.89005756
4908,43.61966705,-79.33078003,4908,10.71430302
4909,43.63611603,-79.31838989,4909,10.76465988
4910,43.6087265,-79.35427856,4910,10.88668919
4911,43.61248398,-79.34701538,4911,10.88668919
4912,43.61045456,-79.35040283,4912,10.88668919
4913,43.61056519,-79.34335327,4913,10.89005756
4914,43.61184311,-79.33984375,4914,10.89005756
4915,43.61426163,-79.33779907,4915,10.89005756
4916,43.61517334,-79.3343811,4916,10.89005756
4917,43.5904541,-79.39239502,4917,10.5318222
4918,43.59357071,-79.38473511,4918,10.59271336
4919,43.59659195,-79.37786865,4919,10.83692455
4920,43.59963608,-79.37374878,4920,10.83692455
4921,43.60197067,-79.36779785,4921,11.04084682
4922,43.60532379,-79.3626709,4922,11.04084682
4923,43.60447693,-79.35626221,4923,11.04084682
4924,43.54993057,-79.43270874,4924,10.88769627
4925,43.55735397,-79.42254639,4925,10.60944843
4926,43.53767395,-79.42684937,4926,10.27480602
4927,43.5723877,-79.41113281,4927,10.81035423
4928,43.5611496,-79.41101074,4928,10.5897665
4929,43.57787323,-79.40084839,4929,10.51831245
4930,43.58276367,-79.39089966,4930,10.5318222
4931,43.52216339,-79.42492676,4931,9.087628365
4932,43.50481033,-79.42468262,4932,8.443939209
4933,43.48606491,-79.42416382,4933,8.200202942
4934,43.46437073,-79.42904663,4934,8.026935577
4935,43.44165802,-79.43115234,4935,7.746875763
4936,43.42248154,-79.42370605,4936,7.58983326
4937,43.4046402,-79.41604614,4937,7.305176735
4938,43.38872528,-79.40289307,4938,6.986907959
4939,43.37536621,-79.38519287,4939,6.773019791
4940,43.36201477,-79.36734009,4940,6.650516987
4941,43.3486824,-79.34896851,4941,6.690302849
4942,43.33556366,-79.3303833,4942,6.71849823
4943,43.32286072,-79.31106567,4943,7.619364738
4944,43.31204224,-79.29049683,4944,7.841173172
4945,43.30189133,-79.27032471,4945,7.849992752
4946,43.29123688,-79.25485229,4946,7.519312859
4947,43.28413773,-79.2388916,4947,7.009738922
4948,43.28107071,-79.2086792,4948,8.528621674
4949,43.28635788,-79.22351074,4949,7.506195545
4950,43.27762985,-79.1882019,4950,9.367420197
4951,43.27804184,-79.17886353,4951,9.367420197
4952,43.28432083,-79.19638062,4952,9.367420197
4953,43.28139114,-79.17050171,4953,10.20717812
4954,43.27815628,-79.15286255,4954,10.86098003
4955,43.27883148,-79.14459229,4955,11.19423676
4956,43.28383255,-79.15985107,4956,11.5042944
4957,43.27650833,-79.13104248,4957,11.76582432
4958,43.27573395,-79.12359619,4958,10.87190151
4959,43.28150558,-79.13735962,4959,11.19423676
4960,43.27831268,-79.10614014,4960,10.73832607
4961,43.27904129,-79.09988403,4961,10.73832607
4962,43.27891541,-79.1182251,4962,11.34850502
4963,43.28127289,-79.11166382,4963,11.34850502
4964,43.28019714,-79.09262085,4964,10.05868626
4965,43.27223587,-79.06826782,4965,9.100826263
4966,43.27333069,-79.0637207,4966,9.100826263
4967,43.27526474,-79.05978394,4967,8.872600555
4968,43.27508926,-79.07162476,4968,9.100826263
4969,43.27715302,-79.08209229,4969,9.497301102
4970,43.27757645,-79.0758667,4970,9.497301102
4971,43.28134537,-79.08517456,4971,10.05868626
4972,43.27585602,-79.04977417,4972,8.765949249
4973,43.2774086,-79.05484009,4973,8.872600555
4974,43.2755661,-79.04037476,4974,8.765949249
4975,43.27686691,-79.03543091,4975,8.709485054
4976,43.27789307,-79.04464722,4976,8.731801033
4977,43.27562332,-79.02636719,4977,8.709485054
4978,43.27837753,-79.02996826,4978,8.709485054
4979,43.27710724,-79.02075195,4979,8.69635582
4980,43.27744293,-79.01574707,4980,8.69635582
4981,43.27909088,-79.01123047,4981,8.69635582
4982,43.27781677,-78.9883728,4982,
4983,43.28020477,-79.00531006,4983,8.666911125
4984,43.28081131,-78.99908447,4984,8.666911125
4985,43.28166962,-78.99261475,4985,8.672860146
4986,43.27916336,-78.98254395,4986,
4987,43.95214081,-76.12173462,4987,5.954437733
4988,43.95062637,-76.12362671,4988,5.954437733
4989,43.95613098,-76.121521,4989,5.954437733
4990,43.95399857,-76.12286377,4990,5.954437733
4991,43.95777512,-76.12362671,4991,5.954437733
4992,43.96002197,-76.12478638,4992,5.954437733
4993,43.96165085,-76.1277771,4993,5.954437733
