FID_fvcomGrid_XYTableToPoint,lat,lng,node,TP_2018ltJuly1
22038,44.09285355,-76.43258667,22038,4.885690689
22039,44.09674835,-76.44006348,22039,
22040,44.09895706,-76.44006348,22040,
22041,44.10151291,-76.4367981,22041,
22042,44.10507965,-76.43682861,22042,
22043,43.85117722,-77.1628418,22043,3.373439074
22044,43.84827805,-77.16717529,22044,3.373439074
22045,43.79378128,-77.40286255,22045,2.957928658
22046,43.81945801,-77.35110474,22046,2.95802474
22047,43.81721115,-77.33676147,22047,2.990017891
22048,43.80199432,-77.38165283,22048,2.931918859
22049,43.81074524,-77.36474609,22049,2.929236889
22050,43.77810287,-77.4057312,22050,3.001364946
22051,43.76157761,-77.40795898,22051,3.024046183
22052,43.68419647,-77.42831421,22052,3.837285757
22053,43.64770889,-77.41998291,22053,4.233861446
22054,43.66685104,-77.42324829,22054,4.023516178
22055,43.62376404,-77.37734985,22055,4.511406422
22056,43.64307022,-77.3888855,22056,4.211466312
22057,43.74395752,-77.40789795,22057,2.977787733
22058,43.726017,-77.40805054,22058,3.184486866
22059,43.70947647,-77.41036987,22059,3.402125597
22060,43.69431305,-77.40969849,22060,3.540701389
22061,43.82424545,-77.29730225,22061,3.074430466
22062,43.81784058,-77.30999756,22062,3.033205032
22063,43.81137466,-77.32559204,22063,3.02517581
22064,43.84487915,-77.23406982,22064,3.186154604
22065,43.8440094,-77.22616577,22065,3.224891424
22066,43.82030106,-77.2845459,22066,3.11554718
22067,43.82684708,-77.27520752,22067,3.10336709
22068,43.8334465,-77.26757813,22068,3.143701315
22069,43.83839798,-77.26135254,22069,3.100962162
22070,43.83956146,-77.25360107,22070,3.144644976
22071,43.8432045,-77.24691772,22071,3.144644976
22072,43.84062195,-77.23916626,22072,3.186154604
22073,43.84386444,-77.21817017,22073,3.296804905
22074,43.84453964,-77.2102356,22074,3.296804905
22075,43.84610748,-77.2026062,22075,3.331809759
22076,43.85076523,-77.18807983,22076,3.337739468
22077,43.84828949,-77.19537354,22077,3.320626497
22078,43.84592438,-77.18307495,22078,3.337739468
22079,43.84673691,-77.17721558,22079,3.358742237
22080,43.84485626,-77.17184448,22080,3.3850739
22081,43.4801712,-77.23358154,22081,5.619017124
22082,43.49449158,-77.24743652,22082,5.646727562
22083,43.51003265,-77.25808716,22083,5.575628281
22084,43.52651215,-77.2678833,22084,5.50840044
22085,43.5435524,-77.27703857,22085,5.158623695
22086,43.56092072,-77.28729248,22086,4.850488186
22087,43.58057404,-77.32733154,22087,4.882374287
22088,43.57876587,-77.29977417,22088,4.748703003
22089,43.59991074,-77.33929443,22089,4.620501518
22090,43.61971664,-77.35003662,22090,4.469630241
22091,43.4813652,-77.20715332,22091,5.668802261
22092,43.48223877,-77.18136597,22092,5.583787918
22093,43.38778305,-77.01437378,22093,5.313285351
22094,43.38862991,-76.99578857,22094,5.093430519
22095,43.39896774,-77.04705811,22095,5.537583351
22096,43.40075302,-77.02380371,22096,5.198779583
22097,43.4135704,-77.05737305,22097,5.53104496
22098,43.42868042,-77.06674194,22098,5.524109364
22099,43.4439621,-77.07815552,22099,5.361534119
22100,43.45913696,-77.09301758,22100,5.144287109
22101,43.47381592,-77.1111145,22101,5.236397266
22102,43.39202118,-76.93774414,22102,4.982336998
22103,43.38672638,-76.95556641,22103,5.007722855
22104,43.39429474,-76.97665405,22104,5.081443787
22105,43.39683533,-76.91879272,22105,4.568492889
22106,43.40078354,-76.89840698,22106,4.436765671
22107,43.39765167,-76.86355591,22107,4.322223663
22108,43.40618896,-76.87930298,22108,4.436765671
22109,43.39845276,-76.81970215,22109,4.065733433
22110,43.40026474,-76.80661011,22110,3.901684523
22111,43.40213013,-76.84732056,22111,4.121152878
22112,43.40637207,-76.83102417,22112,4.065733433
22113,43.48446655,-77.15539551,22113,5.504660606
22114,43.48779678,-77.13052368,22114,5.260857582
22115,43.90771484,-76.43011475,22115,
22116,43.91033554,-76.4307251,22116,6.637634754
22117,43.91330719,-76.43026733,22117,6.637634754
22118,43.91814804,-76.42843628,22118,6.637634754
22119,43.91602325,-76.43069458,22119,6.637634754
22120,43.92089081,-76.4296875,22120,6.637634754
22121,43.92416,-76.43035889,22121,6.637634754
22122,43.92760086,-76.43099976,22122,6.668878555
22123,43.93107605,-76.43173218,22123,6.668878555
22124,43.93450165,-76.43267822,22124,6.668878555
22125,43.9377861,-76.43399048,22125,6.668878555
22126,43.94099808,-76.43560791,22126,6.577100277
22127,43.94433212,-76.43704224,22127,6.577100277
22128,43.94793701,-76.43792725,22128,6.577100277
22129,43.88230515,-76.38500977,22129,6.693400383
22130,43.88468552,-76.3878479,22130,6.693400383
22131,43.88634491,-76.39163208,22131,6.693400383
22132,43.8878746,-76.39556885,22132,6.693400383
22133,43.88936996,-76.3994751,22133,6.677726269
22134,43.89087296,-76.40310669,22134,6.677726269
22135,43.89243698,-76.40640259,22135,6.677726269
22136,43.89409637,-76.40936279,22136,6.677726269
22137,43.89493179,-76.41287231,22137,6.677726269
22138,43.89365005,-76.41571045,22138,6.677726269
22139,43.89489746,-76.41818237,22139,
22140,43.89351654,-76.42062378,22140,6.483463764
22141,43.83851242,-76.34161377,22141,6.118010044
22142,43.84421539,-76.34518433,22142,6.118010044
22143,43.84580994,-76.34869385,22143,6.118010044
22144,43.84880829,-76.34960938,22144,6.227897644
22145,43.85199356,-76.35067749,22145,6.269954681
22146,43.84025574,-76.34628296,22146,6.118010044
22147,43.8523407,-76.35601807,22147,6.269954681
22148,43.85569763,-76.35708618,22148,6.269954681
22149,43.85896301,-76.35806274,22149,6.269954681
22150,43.87849426,-76.38568115,22150,6.445886612
22151,43.87546158,-76.38314819,22151,6.445886612
22152,43.87230682,-76.38095093,22152,6.445886612
22153,43.86891556,-76.37872314,22153,6.445886612
22154,43.86583328,-76.37579346,22154,6.445886612
22155,43.86323929,-76.37207031,22155,6.32620573
22156,43.86124802,-76.3677063,22156,6.269954681
22157,43.8598671,-76.36297607,22157,6.269954681
22158,43.90596771,-76.43313599,22158,
22159,43.9032402,-76.43283081,22159,
22160,43.62826538,-76.33297729,22160,4.321770668
22161,43.63556671,-76.33102417,22161,4.321770668
22162,43.64289093,-76.32940674,22162,4.333697796
22163,43.65018082,-76.32800293,22163,4.333697796
22164,43.6660881,-76.31671143,22164,4.452561855
22165,43.67311478,-76.31604004,22165,4.528698444
22166,43.6791153,-76.31445313,22166,4.528698444
22167,43.68522263,-76.31604004,22167,4.553848267
22168,43.69207764,-76.31628418,22168,4.553848267
22169,43.69906998,-76.31600952,22169,4.602465153
22170,43.65750122,-76.32681274,22170,4.414590836
22171,43.66464233,-76.32553101,22171,4.414590836
22172,43.70681381,-76.31558228,22172,4.602465153
22173,43.75926208,-76.30728149,22173,5.171738625
22174,43.75019073,-76.30175781,22174,4.947638512
22175,43.75415039,-76.30599976,22175,4.947638512
22176,43.7645874,-76.30947876,22176,5.171738625
22177,43.76976013,-76.31173706,22177,5.171738625
22178,43.77524567,-76.31375122,22178,5.278220177
22179,43.78064728,-76.31741333,22179,5.278220177
22180,43.78518677,-76.32058716,22180,5.312698364
22181,43.7195282,-76.31036377,22181,4.727216721
22182,43.72585297,-76.31207275,22182,4.727216721
22183,43.73219681,-76.31311035,22183,4.801915646
22184,43.71377182,-76.31768799,22184,4.727216721
22185,43.7434082,-76.30737305,22185,4.947638512
22186,43.73860931,-76.31430054,22186,4.801915646
22187,43.81924057,-76.33276367,22187,5.848768234
22188,43.83447266,-76.34124756,22188,6.118010044
22189,43.83044052,-76.34011841,22189,5.848768234
22190,43.82651901,-76.33837891,22190,5.848768234
22191,43.82277679,-76.33609009,22191,5.848768234
22192,43.78958511,-76.32394409,22192,5.460078716
22193,43.79423141,-76.32678223,22193,5.460078716
22194,43.80215454,-76.32736206,22194,5.693519115
22195,43.806427,-76.32754517,22195,5.693519115
22196,43.80994034,-76.32653809,22196,5.693519115
22197,43.81271362,-76.33145142,22197,5.693519115
22198,43.81604767,-76.33572388,22198,5.693519115
22199,43.79824448,-76.32965088,22199,5.460078716
22200,43.40591812,-76.79626465,22200,3.901684523
22201,43.48365784,-76.54226685,22201,3.995585918
22202,43.4875679,-76.53662109,22202,2.445578098
22203,43.49305344,-76.52346802,22203,1.439485431
22204,43.49118042,-76.53036499,22204,2.445578098
22205,43.49757385,-76.51861572,22205,1.439485431
22206,43.50146866,-76.51248169,22206,1.439485431
22207,43.46963501,-76.58453369,22207,2.874010324
22208,43.47279739,-76.57699585,22208,2.961526632
22209,43.47594452,-76.56860352,22209,2.961526632
22210,43.48021698,-76.56170654,22210,3.012752056
22211,43.48223877,-76.55471802,22211,3.012752056
22212,43.4862709,-76.55010986,22212,2.821804285
22213,43.50876999,-76.48410034,22213,2.534087896
22214,43.51150131,-76.47854614,22214,2.534087896
22215,43.51423264,-76.47219849,22215,2.534087896
22216,43.51716232,-76.4666748,22216,2.614462376
22217,43.52179718,-76.46640015,22217,2.614462376
22218,43.52530289,-76.45187378,22218,2.828083038
22219,43.52488708,-76.45962524,22219,2.769555092
22220,43.5291481,-76.44754028,22220,2.828083038
22221,43.5329628,-76.44262695,22221,2.828083038
22222,43.53669357,-76.43685913,22222,2.828083038
22223,43.5655632,-76.39620972,22223,3.36695838
22224,43.55957413,-76.40197754,22224,3.306738377
22225,43.54546356,-76.41604614,22225,3.209245682
22226,43.54346466,-76.4236145,22226,3.02852869
22227,43.54032135,-76.43051147,22227,3.02852869
22228,43.55127716,-76.41369629,22228,3.209245682
22229,43.55590439,-76.41183472,22229,3.209245682
22230,43.57401276,-76.38485718,22230,3.36695838
22231,43.57123566,-76.39178467,22231,3.36695838
22232,43.5801239,-76.37930298,22232,3.598318577
22233,43.58734894,-76.37405396,22233,3.598318577
22234,43.59435654,-76.36843872,22234,3.77196312
22235,43.50544357,-76.50650024,22235,2.332617521
22236,43.50841522,-76.49963379,22236,2.332617521
22237,43.51065826,-76.49179077,22237,2.332617521
22238,43.60163879,-76.36373901,22238,3.834347963
22239,43.61132431,-76.34899902,22239,4.065083504
22240,43.61862564,-76.34573364,22240,4.065083504
22241,43.62609863,-76.34295654,22241,4.269163609
22242,43.60925293,-76.35995483,22242,4.002607822
22243,43.45954514,-76.6171875,22243,2.944289684
22244,43.46481323,-76.60910034,22244,2.944289684
22245,43.46905518,-76.60043335,22245,2.874010324
22246,43.47326279,-76.59194946,22246,2.874010324
22247,43.44639969,-76.67010498,22247,3.116139174
22248,43.45116806,-76.65917969,22248,3.031103373
22249,43.45531464,-76.64749146,22249,3.031103373
22250,43.46060562,-76.63668823,22250,2.936807394
22251,43.46300125,-76.62686157,22251,2.936807394
22252,43.41067886,-76.78308105,22252,3.800070763
22253,43.41474915,-76.76950073,22253,3.701714277
22254,43.4196434,-76.75588989,22254,3.584843397
22255,43.45137787,-76.68255615,22255,3.232221127
22256,43.44609451,-76.69445801,22256,3.232221127
22257,43.44029999,-76.70315552,22257,3.384947062
22258,43.43731308,-76.71533203,22258,3.384947062
22259,43.43086243,-76.72851563,22259,3.444660902
22260,43.42547607,-76.74316406,22260,3.584843397
22261,43.92685699,-77.04501343,22261,
22262,43.92295456,-77.04260254,22262,
22263,43.9253273,-77.0425415,22263,
22264,43.92216873,-77.03909302,22264,3.415759563
22265,43.91902161,-77.03433228,22265,3.415759563
22266,43.92107773,-77.03607178,22266,3.415759563
22267,43.91961288,-77.0302124,22267,3.415759563
22268,43.92034531,-77.02584839,22268,
22269,43.92860794,-77.04333496,22269,
22270,44.21388626,-76.45855713,22270,5.375749111
22271,44.21765518,-76.4619751,22271,5.375749111
22272,44.20986938,-76.46133423,22272,5.375749111
22273,44.20597458,-76.45809937,22273,5.375749111
22274,44.20161057,-76.4616394,22274,5.320008755
22275,44.19684219,-76.46337891,22275,5.320008755
22276,44.19243622,-76.46438599,22276,5.320008755
22277,44.18825531,-76.46466064,22277,
22278,43.94988632,-76.4430542,22278,6.577100277
22279,43.95423508,-76.44241333,22279,6.544287205
22280,43.9985733,-76.42538452,22280,6.134026527
22281,43.99376678,-76.42337036,22281,6.256011486
22282,43.98925018,-76.42276001,22282,6.256011486
22283,43.98468018,-76.42269897,22283,6.256011486
22284,43.98058319,-76.42501831,22284,6.430988789
22285,43.99523163,-76.42739868,22285,6.256011486
22286,43.96032333,-76.4359436,22286,6.544287205
22287,43.9586525,-76.4413147,22287,6.544287205
22288,43.96443939,-76.43469238,22288,6.544287205
22289,43.9683876,-76.43374634,22289,6.544287205
22290,43.97212219,-76.4335022,22290,6.411548615
22291,43.9760437,-76.43261719,22291,6.430988789
22292,43.97977829,-76.43060303,22292,6.430988789
22293,44.04674911,-76.42526245,22293,5.274211884
22294,44.05038452,-76.42428589,22294,5.274211884
22295,44.05326843,-76.42663574,22295,5.274211884
22296,44.05659485,-76.42749023,22296,5.05502367
22297,44.06033325,-76.42605591,22297,5.05502367
22298,44.06319809,-76.42953491,22298,5.05502367
22299,44.06612015,-76.43283081,22299,5.05502367
22300,44.03014755,-76.42477417,22300,5.665015221
22301,44.03300858,-76.42645264,22301,5.665015221
22302,44.0361557,-76.42626953,22302,5.665015221
22303,44.03968811,-76.42636108,22303,5.665015221
22304,44.04323578,-76.42605591,22304,5.274211884
22305,44.02731705,-76.42788696,22305,5.71228075
22306,44.02399445,-76.42596436,22306,6.002027035
22307,44.02083206,-76.42355347,22307,5.84855175
22308,44.01506042,-76.42306519,22308,5.84855175
22309,44.01806641,-76.42608643,22309,6.002027035
22310,44.01192093,-76.42523193,22310,6.134026527
22311,44.0080719,-76.42669678,22311,6.134026527
22312,44.00154114,-76.42980957,22312,6.134026527
22313,44.00524521,-76.42953491,22313,6.134026527
22314,44.06907654,-76.43621826,22314,4.925906658
22315,44.07207489,-76.43466187,22315,4.925906658
22316,44.07559204,-76.43518066,22316,4.925906658
22317,44.08249664,-76.43499756,22317,4.885690689
22318,44.08559799,-76.43283081,22318,4.885690689
22319,44.08897781,-76.43362427,22319,4.885690689
22320,44.07909012,-76.43777466,22320,4.925906658
22321,44.09501266,-76.43731689,22321,4.885690689
22322,44.09159088,-76.43713379,22322,4.885690689
22323,44.094944,-76.44204712,22323,4.885690689
22324,44.09753799,-76.44384766,22324,
22325,44.10084152,-76.44250488,22325,
22326,44.10445404,-76.44152832,22326,
22327,44.10881042,-76.44033813,22327,
22328,44.11177063,-76.44491577,22328,
22329,44.11418915,-76.45019531,22329,
22330,43.84698868,-77.16088867,22330,3.373439074
22331,43.84383392,-77.16564941,22331,3.402308702
22332,43.78610611,-77.38116455,22332,2.973890781
22333,43.80561447,-77.34521484,22333,2.990017891
22334,43.79541397,-77.36172485,22334,2.977727175
22335,43.7701683,-77.38278198,22335,2.999750376
22336,43.75359344,-77.3843689,22336,3.029233932
22337,43.67781448,-77.40045166,22337,3.730750084
22338,43.66147232,-77.3949585,22338,4.063267708
22339,43.63951111,-77.35980225,22339,4.285304546
22340,43.65596008,-77.36968994,22340,3.943614483
22341,43.73590469,-77.38406372,22341,3.160629749
22342,43.71827698,-77.38330078,22342,3.235273361
22343,43.70221329,-77.38363647,22343,3.33057785
22344,43.68778992,-77.38363647,22344,3.622936249
22345,43.81349564,-77.29626465,22345,3.074430466
22346,43.80653,-77.31063843,22346,3.063007832
22347,43.79946136,-77.32723999,22347,3.041054249
22348,43.83926392,-77.23065186,22348,3.224891424
22349,43.83889008,-77.22189331,22349,3.224891424
22350,43.80941772,-77.28234863,22350,3.143393278
22351,43.81654358,-77.27172852,22351,3.15585351
22352,43.82376862,-77.26303101,22352,3.143701315
22353,43.83082199,-77.25512695,22353,3.203665495
22354,43.83577347,-77.24594116,22354,3.203665495
22355,43.833992,-77.23669434,22355,3.24371171
22356,43.83930206,-77.21325684,22356,3.296804905
22357,43.8405571,-77.20495605,22357,3.331809759
22358,43.84248352,-77.19714355,22358,3.331809759
22359,43.8445282,-77.18988037,22359,3.361424923
22360,43.8397789,-77.18463135,22360,3.361424923
22361,43.84088898,-77.17721558,22361,3.3850739
22362,43.84003067,-77.16967773,22362,3.3850739
22363,43.49557877,-77.22067261,22363,5.658588886
22364,43.51077652,-77.23095703,22364,5.566997051
22365,43.52684402,-77.24075317,22365,5.425627708
22366,43.54351425,-77.24978638,22366,4.953604221
22367,43.5605545,-77.25985718,22367,4.880474091
22368,43.57790756,-77.27224731,22368,4.838561535
22369,43.59727859,-77.3119812,22369,4.593017101
22370,43.59555817,-77.284729,22370,4.642313004
22371,43.61651993,-77.3230896,22371,4.527665138
22372,43.63690186,-77.33288574,22372,4.266148567
22373,43.49695587,-77.19454956,22373,5.456380844
22374,43.49599838,-77.17181396,22374,5.445261955
22375,43.40360641,-76.99832153,22375,5.141293049
22376,43.4158783,-77.03305054,22376,5.155567646
22377,43.41569519,-77.01205444,22377,5.101091385
22378,43.43120193,-77.04083252,22378,5.151082993
22379,43.44633102,-77.05264282,22379,5.102626324
22380,43.46148682,-77.06750488,22380,5.121888161
22381,43.47640991,-77.08557129,22381,5.181414604
22382,43.49085236,-77.10507202,22382,5.247449398
22383,43.40694427,-76.93481445,22383,4.568492889
22384,43.40130234,-76.95587158,22384,4.917507172
22385,43.41123581,-76.97485352,22385,4.890694141
22386,43.4120903,-76.91372681,22386,4.416472435
22387,43.41714096,-76.89352417,22387,4.369471073
22388,43.41110611,-76.8611145,22388,4.171816826
22389,43.41941071,-76.87539673,22389,4.171816826
22390,43.41059875,-76.8132019,22390,3.91463542
22391,43.41618729,-76.84423828,22391,4.121806145
22392,43.41795349,-76.8276062,22392,3.970377207
22393,43.50126648,-77.15011597,22393,5.31688118
22394,43.5048027,-77.12478638,22394,5.297699451
22395,43.9086113,-76.43353271,22395,
22396,43.91157532,-76.43380737,22396,6.637634754
22397,43.91471863,-76.43392944,22397,6.637634754
22398,43.91834259,-76.43322754,22398,6.637634754
22399,43.92185593,-76.43395996,22399,6.637634754
22400,43.92531204,-76.43475342,22400,6.637634754
22401,43.92876434,-76.43569946,22401,6.668878555
22402,43.93218231,-76.43688965,22402,6.668878555
22403,43.93548203,-76.43841553,22403,6.668878555
22404,43.9387207,-76.44021606,22404,6.668878555
22405,43.94209671,-76.44186401,22405,6.577100277
22406,43.94580078,-76.44290161,22406,6.577100277
22407,43.94767761,-76.44812012,22407,6.541339874
22408,43.88098526,-76.38870239,22408,6.693400383
22409,43.88278198,-76.39199829,22409,6.693400383
22410,43.88452911,-76.39562988,22410,6.677726269
22411,43.88618469,-76.39950562,22411,6.677726269
22412,43.88772583,-76.40325928,22412,6.677726269
22413,43.88929367,-76.40673828,22413,6.677726269
22414,43.89086151,-76.40991211,22414,6.677726269
22415,43.89234543,-76.41265869,22415,6.677726269
22416,43.89138794,-76.41574097,22416,6.677726269
22417,43.89216614,-76.41894531,22417,6.483463764
22418,43.89225388,-76.42318726,22418,6.483463764
22419,43.87755966,-76.38922119,22419,6.445886612
22420,43.83617783,-76.34637451,22420,6.118010044
22421,43.84238815,-76.35055542,22421,6.03658247
22422,43.8455162,-76.35354614,22422,6.03658247
22423,43.8489151,-76.35498047,22423,6.269954681
22424,43.83826447,-76.35192871,22424,6.03658247
22425,43.84934998,-76.36047363,22425,6.269954681
22426,43.85295868,-76.36138916,22426,6.269954681
22427,43.85644913,-76.36227417,22427,6.269954681
22428,43.87468719,-76.38735962,22428,6.445886612
22429,43.87138748,-76.38516235,22429,6.445886612
22430,43.86795425,-76.38293457,22430,6.445886612
22431,43.8646698,-76.38009644,22431,6.445886612
22432,43.86177063,-76.37643433,22432,6.32620573
22433,43.8594017,-76.37213135,22433,6.32620573
22434,43.85764313,-76.36734009,22434,6.269954681
22435,43.90666962,-76.43630981,22435,
22436,43.90405273,-76.43554688,22436,
22437,43.90138245,-76.43457031,22437,
22438,43.89952087,-76.43630981,22438,
22439,43.63368988,-76.34078979,22439,4.269163609
22440,43.64128876,-76.33911133,22440,4.285765171
22441,43.64886475,-76.33761597,22441,4.285765171
22442,43.65615845,-76.33602905,22442,4.414590836
22443,43.67212677,-76.32492065,22443,4.462553501
22444,43.67998886,-76.32418823,22444,4.462553501
22445,43.68810654,-76.32510376,22445,4.540903091
22446,43.69552994,-76.32501221,22446,4.540903091
22447,43.70204163,-76.32333374,22447,4.602465153
22448,43.66356277,-76.33483887,22448,4.414590836
22449,43.66980743,-76.33303833,22449,4.462553501
22450,43.70788956,-76.32537842,22450,4.602465153
22451,43.7605629,-76.31481934,22451,5.171738625
22452,43.7550087,-76.31280518,22452,4.947638512
22453,43.74928665,-76.31018066,22453,4.947638512
22454,43.76597977,-76.31719971,22454,5.097717762
22455,43.7712822,-76.31942749,22455,5.312698364
22456,43.77610779,-76.32061768,22456,5.312698364
22457,43.78001785,-76.32446289,22457,5.312698364
22458,43.78479004,-76.32766724,22458,5.312698364
22459,43.72054672,-76.31887817,22459,4.727216721
22460,43.72724533,-76.32003784,22460,4.801915646
22461,43.73379898,-76.32119751,22461,4.801915646
22462,43.71483994,-76.32647705,22462,4.727216721
22463,43.74468994,-76.31604004,22463,4.97355938
22464,43.74017334,-76.32272339,22464,4.97355938
22465,43.81972122,-76.33944702,22465,5.848768234
22466,43.83182144,-76.34564209,22466,5.848768234
22467,43.82764053,-76.34451294,22467,5.848768234
22468,43.82362747,-76.34249878,22468,5.848768234
22469,43.78959274,-76.33084106,22469,5.460078716
22470,43.79423904,-76.33398438,22470,5.460078716
22471,43.80490112,-76.33267212,22471,5.693519115
22472,43.801651,-76.33343506,22472,5.693519115
22473,43.80863571,-76.33468628,22473,5.693519115
22474,43.81245041,-76.33911133,22474,5.693519115
22475,43.81638336,-76.34310913,22475,5.848768234
22476,43.79873276,-76.33734131,22476,5.460078716
22477,43.41755676,-76.7979126,22477,3.800070763
22478,43.49036407,-76.54360962,22478,2.445578098
22479,43.4945755,-76.53656006,22479,2.445578098
22480,43.49842453,-76.52819824,22480,1.439485431
22481,43.5031395,-76.52081299,22481,2.315224409
22482,43.5075798,-76.51376343,22482,2.315224409
22483,43.47727203,-76.58374023,22483,2.961526632
22484,43.47925949,-76.5758667,22484,2.961526632
22485,43.48383713,-76.56976318,22485,2.7593925
22486,43.48756027,-76.56066895,22486,2.821804285
22487,43.49276733,-76.55270386,22487,2.821804285
22488,43.51464462,-76.48574829,22488,2.534087896
22489,43.51655579,-76.47921753,22489,2.534087896
22490,43.52051926,-76.47491455,22490,2.534087896
22491,43.52551651,-76.47210693,22491,2.769555092
22492,43.52668762,-76.46655273,22492,2.769555092
22493,43.53014374,-76.45602417,22493,2.769555092
22494,43.53020477,-76.46337891,22494,2.769555092
22495,43.53469086,-76.45184326,22495,2.828083038
22496,43.53887177,-76.44552612,22496,2.828083038
22497,43.54273987,-76.43865967,22497,2.975981236
22498,43.57227707,-76.40087891,22498,3.36695838
22499,43.56620407,-76.40704346,22499,3.306738377
22500,43.56116486,-76.41238403,22500,3.306738377
22501,43.55016708,-76.42349243,22501,3.02852869
22502,43.54680634,-76.43145752,22502,3.02852869
22503,43.55743408,-76.42236328,22503,3.103530645
22504,43.57872772,-76.39245605,22504,3.537369251
22505,43.58596039,-76.38623047,22505,3.537369251
22506,43.59318161,-76.38052368,22506,3.77196312
22507,43.60017776,-76.37509155,22507,3.77196312
22508,43.51179504,-76.50701904,22508,2.332617521
22509,43.51379395,-76.49957275,22509,2.332617521
22510,43.51782227,-76.49423218,22510,2.332617521
22511,43.6076889,-76.37081909,22511,3.799242258
22512,43.61677551,-76.35656738,22512,4.002607822
22513,43.62409973,-76.3531189,22513,4.022848129
22514,43.63184357,-76.35061646,22514,4.269163609
22515,43.61540604,-76.3677063,22515,4.002607822
22516,43.46818542,-76.61984253,22516,2.768955231
22517,43.47247314,-76.61050415,22517,2.768955231
22518,43.47702408,-76.60089111,22518,2.874010324
22519,43.48200226,-76.59176636,22519,2.713719845
22520,43.45669556,-76.67034912,22520,3.116139174
22521,43.46172333,-76.65823364,22521,2.910220623
22522,43.46609116,-76.64611816,22522,2.910220623
22523,43.47101212,-76.63299561,22523,2.855127335
22524,43.46234894,-76.68344116,22524,3.123537779
22525,43.4227829,-76.78253174,22525,3.800070763
22526,43.42529297,-76.76849365,22526,3.701714277
22527,43.43178177,-76.75769043,22527,3.568812847
22528,43.45631027,-76.69747925,22528,3.232221127
22529,43.44981003,-76.71203613,22529,3.29694438
22530,43.44384003,-76.72805786,22530,3.435782909
22531,43.43759155,-76.74298096,22531,3.568812847
22532,43.92741013,-77.04098511,22532,
22533,43.92488861,-77.03909302,22533,3.415759563
22534,43.92345428,-77.03594971,22534,3.415759563
22535,43.92176437,-77.0324707,22535,3.415759563
22536,43.92198944,-77.02841187,22536,3.415759563
22537,43.92238235,-77.02456665,22537,
22538,43.93014908,-77.04107666,22538,
22539,44.21360779,-76.46472168,22539,5.375749111
22540,44.22142029,-76.46539307,22540,5.3860116
22541,44.21738434,-76.46789551,22541,5.375749111
22542,44.22518921,-76.46881104,22542,5.3860116
22543,44.22895432,-76.47225952,22543,5.3860116
22544,44.20966339,-76.46762085,22544,5.375749111
22545,44.2060051,-76.46420288,22545,5.375749111
22546,44.20290375,-76.46737671,22546,5.320008755
22547,44.19922256,-76.46807861,22547,5.320008755
22548,44.19496155,-76.46936035,22548,5.320008755
22549,44.1906395,-76.47015381,22549,5.320008755
22550,44.18651962,-76.47042847,22550,5.340205669
22551,43.9521637,-76.44763184,22551,6.541339874
22552,43.9499321,-76.45285034,22552,6.541339874
22553,43.95675659,-76.44665527,22553,6.544287205
22554,43.99789047,-76.43069458,22554,6.134026527
22555,43.99139404,-76.42712402,22555,6.256011486
22556,43.98740768,-76.42736816,22556,6.256011486
22557,43.98360825,-76.42858887,22557,6.430988789
22558,43.99390793,-76.43127441,22558,6.256011486
22559,43.96294403,-76.44021606,22559,6.544287205
22560,43.96123505,-76.44567871,22560,6.544287205
22561,43.96701813,-76.43945313,22561,6.544287205
22562,43.97092819,-76.43893433,22562,6.411548615
22563,43.97488022,-76.43798828,22563,6.411548615
22564,43.97885895,-76.43624878,22564,6.411548615
22565,43.98264694,-76.43414307,22565,6.430988789
22566,44.04499054,-76.4302063,22566,5.274211884
22567,44.0482254,-76.42947388,22567,5.274211884
22568,44.05098343,-76.4289856,22568,5.274211884
22569,44.05345917,-76.43115234,22569,5.274211884
22570,44.05630493,-76.43334961,22570,5.05502367
22571,44.05964279,-76.43121338,22571,5.05502367
22572,44.06266403,-76.43475342,22572,5.05502367
22573,44.06569672,-76.4380188,22573,5.391129971
22574,44.03068924,-76.42950439,22574,5.71228075
22575,44.03426361,-76.43041992,22575,5.71228075
22576,44.03783035,-76.43060303,22576,5.71228075
22577,44.04146957,-76.43060303,22577,5.526769161
22578,44.02830887,-76.43286133,22578,5.71228075
22579,44.02469635,-76.43118286,22579,6.002027035
22580,44.0212822,-76.42895508,22580,6.002027035
22581,44.01501465,-76.4284668,22581,6.002027035
22582,44.01830292,-76.43145752,22582,6.002027035
22583,44.01159286,-76.43054199,22583,6.134026527
22584,44.00828171,-76.43240356,22584,6.134026527
22585,44.00054932,-76.4347229,22585,6.134026527
22586,44.00439835,-76.43380737,22586,6.134026527
22587,44.00734711,-76.43731689,22587,6.134026527
22588,44.14272308,-76.45413208,22588,
22589,44.13857269,-76.45205688,22589,
22590,44.14524841,-76.45895386,22590,
22591,44.06862259,-76.4407959,22591,5.028584957
22592,44.07225037,-76.44015503,22592,5.028584957
22593,44.07590485,-76.44140625,22593,5.028584957
22594,44.08259583,-76.44030762,22594,4.885690689
22595,44.08579636,-76.43777466,22595,4.885690689
22596,44.08885956,-76.4397583,22596,4.885690689
22597,44.07942963,-76.4432373,22597,5.028584957
22598,44.09224701,-76.44210815,22598,4.885690689
22599,44.09506989,-76.44604492,22599,4.922084808
22600,44.09883499,-76.44711304,22600,4.922084808
22601,44.10285568,-76.44650269,22601,4.922084808
22602,44.10717773,-76.44570923,22602,
