"","I","J","XCent","YCent","lat","lon","node","depth","maxSigma"
"1",175,2,779851.6,4792993.9,43.23781492,-77.55339785,1,3.773,4
"2",176,2,781284.5,4792807.5,43.23560679,-77.53587709,2,3.421,3
"3",174,3,778435.2,4793478,43.24269022,-77.57056693,3,3.4,3
"4",175,3,779870.5,4793297,43.24053229,-77.55301174,4,5.226,5
"5",176,3,781305.8,4793116.1,43.23837261,-77.53545791,5,4.199,4
"6",174,4,778451.6,4793775.7,43.24536005,-77.57021499,6,4.652,5
"7",175,4,779889.3,4793600.2,43.2432506,-77.55262676,7,7.09,7
"8",176,4,781327.1,4793424.6,43.24113754,-77.53503873,8,6.237,6
"9",173,5,777027.8,4794243.6,43.25009003,-77.58748679,9,2.347,2
"10",174,5,778468,4794073.5,43.24803079,-77.56986297,10,6.163,6
"11",175,5,779908.2,4793903.3,43.24596796,-77.55224056,11,8.249,8
"12",176,5,781348.4,4793733.2,43.24390336,-77.53461946,12,7.595,8
"13",172,6,775607.6,4794670.8,43.25445032,-77.60473748,13,3.311,3
"14",173,6,777041.8,4794536,43.25271319,-77.58716771,14,3.636,4
"15",174,6,778484.4,4794371.2,43.25070062,-77.56951096,15,7.438,7
"16",175,6,779927,4794206.5,43.24868626,-77.5518555,16,9.709,10
"17",176,6,781369.7,4794041.7,43.24666828,-77.53420019,17,9.08,9
"18",172,7,775620.4,4794960.5,43.25704972,-77.60443521,18,3.814,4
"19",173,7,777055.7,4794828.3,43.25533547,-77.58684987,19,5.11,5
"20",174,7,778500.8,4794669,43.25337135,-77.56915886,20,8.785,9
"21",175,7,779945.9,4794509.7,43.25140452,-77.55146916,21,11.946,10
"22",176,7,781390.9,4794350.3,43.24943413,-77.53378206,22,11.546,10
"23",177,7,782850.4,4794232.3,43.2478277,-77.51589675,23,6.171,6
"24",172,8,775633.3,4795250.3,43.25964997,-77.60413163,24,4.426,4
"25",173,8,777069.7,4795120.7,43.25795862,-77.58653072,25,6.905,7
"26",174,8,778517.2,4794966.8,43.25604207,-77.56880672,26,10.377,10
"27",175,8,779964.7,4794812.8,43.25412191,-77.55108407,27,14.192,10
"28",176,8,781412.2,4794658.9,43.25219994,-77.53336264,28,13.872,10
"29",177,8,782871.7,4794542.4,43.2506069,-77.51547578,29,7.169,7
"30",171,9,774221.2,4795645.2,43.26371458,-77.62130278,30,2.63,3
"31",172,9,775646.2,4795540,43.26224932,-77.60382807,31,5.555,6
"32",173,9,777083.7,4795413.1,43.26058176,-77.58621153,32,8.268,8
"33",174,9,778533.6,4795264.5,43.25871189,-77.5684546,33,12.024,10
"34",175,9,779983.6,4795116,43.25684016,-77.55069765,34,16.277,10
"35",176,9,781433.5,4794967.4,43.25496484,-77.53294324,35,16.053,10
"36",177,9,782893,4794852.5,43.25338609,-77.51505476,36,9.756,10
"37",178,9,784362,4794771.1,43.25210209,-77.49703329,37,3.125,3
"38",171,10,774234.3,4795935,43.26631482,-77.6209974,38,3.614,4
"39",172,10,775659.1,4795829.7,43.26484866,-77.60352447,39,6.767,7
"40",173,10,777097.6,4795705.4,43.26320404,-77.58589359,40,9.441,9
"41",174,10,778550,4795562.3,43.26138261,-77.56810239,41,13.841,10
"42",175,10,780002.4,4795419.1,43.25955755,-77.55031247,42,17.802,10
"43",176,10,781454.8,4795276,43.25773064,-77.53252374,43,18.226,10
"44",177,10,782914.3,4795162.5,43.25616439,-77.51463375,44,12.551,10
"45",178,10,784380.9,4795078.8,43.25486052,-77.49664217,45,5.459,5
"46",170,11,772823,4796330.3,43.2703803,-77.63816164,46,1.602,2
"47",171,11,774247.5,4796224.8,43.26891503,-77.62069076,47,4.97,5
"48",172,11,775672,4796119.4,43.26744801,-77.60322084,48,8.168,8
"49",173,11,777111.6,4795997.8,43.26582718,-77.58557434,49,10.621,10
"50",174,11,778566.4,4795860,43.26405243,-77.56775019,50,15.336,10
"51",175,11,780021.3,4795722.3,43.26227579,-77.54992597,51,18.956,10
"52",176,11,781476.1,4795584.5,43.26049554,-77.53210424,52,20.068,10
"53",177,11,782935.6,4795472.6,43.25894357,-77.51421263,53,15.533,10
"54",178,11,784399.9,4795386.5,43.25761891,-77.49624978,54,8.549,9
"55",179,11,785864.1,4795300.4,43.25629148,-77.47828912,55,3.409,3
"56",169,12,771412.2,4796725.7,43.27444398,-77.65532211,56,1.64,2
"57",170,12,772836.4,4796620.2,43.2729814,-77.63785319,57,3.41,3
"58",171,12,774260.6,4796514.7,43.27151616,-77.62038527,58,6.729,7
"59",172,12,775684.8,4796409.1,43.27004739,-77.6029184,59,9.582,10
"60",173,12,777125.6,4796290.2,43.26845032,-77.58525505,60,12.061,10
"61",174,12,778582.8,4796157.8,43.26672314,-77.5673979,61,16.64,10
"62",175,12,780040.1,4796025.4,43.26499317,-77.5495407,62,19.942,10
"63",176,12,781497.4,4795893.1,43.26326133,-77.53168465,63,21.369,10
"64",177,12,782956.9,4795782.7,43.26172275,-77.51379148,64,19.031,10
"65",178,12,784418.8,4795694.2,43.26037733,-77.49585858,65,11.37,10
"66",179,12,785880.6,4795605.7,43.25902915,-77.47792788,66,5.501,6
"67",180,12,787342.5,4795517.2,43.25767815,-77.45999692,67,2.214,2
"68",169,13,771425.9,4797015.8,43.27704684,-77.65501056,68,1.999,2
"69",170,13,772849.8,4796910.1,43.27558249,-77.6375447,69,5.33,5
"70",171,13,774273.8,4796804.5,43.27411636,-77.62007856,70,8.732,9
"71",172,13,775697.7,4796698.8,43.27264673,-77.60261471,71,11.216,10
"72",173,13,777139.6,4796582.5,43.27107255,-77.58493577,72,13.952,10
"73",174,13,778599.3,4796455.6,43.26939381,-77.56704434,73,17.695,10
"74",175,13,780059,4796328.6,43.2677114,-77.54915412,74,20.652,10
"75",176,13,781518.7,4796201.6,43.26602622,-77.53126506,75,22.305,10
"76",177,13,782978.2,4796092.7,43.26450103,-77.51337033,76,21.366,10
"77",178,13,784437.7,4796001.8,43.26313485,-77.49546738,77,14.252,10
"78",179,13,785897.2,4795911,43.26176678,-77.47756537,78,7.416,7
"79",180,13,787356.6,4795820.1,43.26039508,-77.45966562,79,2.834,3
"80",169,14,771439.6,4797305.8,43.2796488,-77.65469904,80,3.376,3
"81",170,14,772863.3,4797200,43.27818355,-77.63723495,81,7.067,7
"82",171,14,774286.9,4797094.3,43.2767166,-77.61977305,82,10.315,10
"83",172,14,775710.6,4796988.5,43.27524606,-77.60231098,83,13.198,10
"84",173,14,777153.5,4796874.9,43.27369572,-77.58461765,84,15.578,10
"85",174,14,778615.7,4796753.3,43.27206362,-77.56669202,85,18.614,10
"86",175,14,780077.8,4796631.8,43.27042967,-77.54876872,86,21.414,10
"87",176,14,781539.9,4796510.2,43.26879205,-77.5308466,87,23.176,10
"88",177,14,782999.5,4796402.8,43.26728021,-77.51294908,88,22.773,10
"89",178,14,784456.6,4796309.5,43.26589327,-77.49507609,89,17.328,10
"90",179,14,785913.7,4796216.3,43.26450445,-77.47720404,90,9.54,10
"91",180,14,787370.7,4796123,43.26311201,-77.45933427,91,4.707,5
"92",181,14,788833.5,4796033.4,43.26174782,-77.44139224,92,1.925,2
"93",169,15,771453.3,4797595.8,43.28225075,-77.65438748,93,4.71,5
"94",170,15,772876.7,4797489.9,43.28078464,-77.6369264,94,8.645,9
"95",171,15,774300.1,4797384.1,43.27931679,-77.61946628,95,11.77,10
"96",172,15,775723.5,4797278.2,43.2778454,-77.60200722,96,15.072,10
"97",173,15,777167.5,4797167.2,43.27631795,-77.5842983,97,17.092,10
"98",174,15,778632.1,4797051.1,43.27473432,-77.56633962,98,19.66,10
"99",175,15,780096.6,4796934.9,43.27314704,-77.54838333,99,22.463,10
"100",176,15,781561.2,4796818.8,43.27155783,-77.53042687,100,24.031,10
"101",177,15,783020.8,4796712.9,43.27005938,-77.51252778,101,23.861,10
"102",178,15,784475.5,4796617.2,43.26865168,-77.49468475,102,19.962,10
"103",179,15,785930.2,4796521.6,43.26724211,-77.47684268,103,12.586,10
"104",180,15,787384.9,4796425.9,43.26582889,-77.45900166,104,6.124,6
"105",181,15,788846.3,4796333,43.26443551,-77.44107779,105,2.222,2
"106",168,16,770064.2,4797997.1,43.2863574,-77.67128255,106,2.075,2
"107",169,16,771466.9,4797885.8,43.28485274,-77.65407711,107,6.031,6
"108",170,16,772890.1,4797779.8,43.28338573,-77.63661782,108,10.057,10
"109",171,16,774313.2,4797673.9,43.28191702,-77.6191607,109,13.312,10
"110",172,16,775736.4,4797568,43.28044563,-77.60170337,110,16.15,10
"111",173,16,777181.5,4797459.6,43.27894107,-77.58397888,111,18.394,10
"112",174,16,778648.5,4797348.8,43.27740412,-77.56598723,112,20.73,10
"113",175,16,780115.5,4797238.1,43.27586527,-77.54799661,113,23.274,10
"114",176,16,781582.5,4797127.3,43.27432271,-77.53000714,114,24.767,10
"115",177,16,783042.2,4797022.9,43.27283761,-77.51210526,115,24.736,10
"116",178,16,784494.4,4796924.9,43.27141009,-77.49429338,116,22.147,10
"117",179,16,785946.7,4796826.9,43.26997977,-77.47648127,117,15.72,10
"118",180,16,787399,4796728.9,43.26854671,-77.45867019,118,7.612,8
"119",181,16,788859,4796632.6,43.26712323,-77.44076453,119,2.505,3
"120",168,17,770078.6,4798287.4,43.28896186,-77.67096288,120,2.678,3
"121",169,17,771480.6,4798175.8,43.28745469,-77.65376548,121,7.365,7
"122",170,17,772903.5,4798069.8,43.28598772,-77.63630915,122,11.378,10
"123",171,17,774326.4,4797963.7,43.28451721,-77.61885387,123,14.451,10
"124",172,17,775749.3,4797857.7,43.28304496,-77.60139954,124,17.006,10
"125",173,17,777195.4,4797752,43.28156423,-77.58366064,125,19.553,10
"126",174,17,778664.9,4797646.6,43.28007482,-77.56563475,126,21.698,10
"127",175,17,780134.3,4797541.2,43.27858263,-77.54761114,127,24.148,10
"128",176,17,781603.8,4797435.9,43.27708848,-77.52958731,128,25.752,10
"129",177,17,783063.5,4797333,43.27561677,-77.51168387,129,25.715,10
"130",178,17,784513.4,4797232.6,43.27416845,-77.49390072,130,23.546,10
"131",179,17,785963.3,4797132.2,43.27271739,-77.4761186,131,17.243,10
"132",180,17,787413.1,4797031.8,43.27126363,-77.45833873,132,9.479,9
"133",181,17,788871.7,4796932.2,43.26981095,-77.44045124,133,3.505,4
"134",168,18,770086.9,4798508.8,43.29094914,-77.67075207,134,3.033,3
"135",169,18,771488.3,4798397.5,43.28944483,-77.65356136,135,8.404,8
"136",170,18,772910.8,4798291.5,43.28797795,-77.63610938,136,12.383,10
"137",171,18,774333.4,4798185.5,43.2865084,-77.61865718,137,15.224,10
"138",172,18,775756,4798079.5,43.28503622,-77.60120599,138,17.724,10
"139",173,18,777203.3,4797975.2,43.28356758,-77.58345105,139,20.192,10
"140",174,18,778675.5,4797872.5,43.28210139,-77.56538999,140,22.435,10
"141",175,18,780147.6,4797769.9,43.2806333,-77.54733115,141,24.868,10
"142",176,18,781619.7,4797667.2,43.27916149,-77.52927342,142,26.342,10
"143",177,18,783079.7,4797565,43.27769589,-77.51136533,143,26.535,10
"144",178,18,784527.5,4797463.3,43.27623661,-77.49360809,144,24.506,10
"145",179,18,785975.3,4797361.6,43.2747746,-77.47585188,145,18.013,10
"146",180,18,787423.1,4797260,43.27331075,-77.45809665,146,10.93,10
"147",181,18,788880.4,4797158.5,43.27184143,-77.44022556,147,4.302,4
"148",182,18,790347.3,4797057.3,43.27036834,-77.42223728,148,3.076,3
"149",183,18,791814.2,4796956.2,43.26889335,-77.40425001,149,1.567,2
"150",168,19,770089.1,4798661.2,43.29231834,-77.67065018,150,3.863,4
"151",169,19,771489.9,4798550.8,43.2908223,-77.65346603,151,8.906,9
"152",170,19,772912.1,4798445,43.28935731,-77.63601726,152,12.627,10
"153",171,19,774334.4,4798339.3,43.28789054,-77.61856821,153,15.472,10
"154",172,19,775756.6,4798233.5,43.28642027,-77.60112145,154,18.239,10
"155",173,19,777205.2,4798129.3,43.28495203,-77.58335006,155,21.073,10
"156",174,19,778680.3,4798026.6,43.28348473,-77.56525292,156,22.947,10
"157",175,19,780155.3,4797923.9,43.28201463,-77.54715805,157,25.382,10
"158",176,19,781630.3,4797821.2,43.28054169,-77.52906424,158,26.917,10
"159",177,19,783090.8,4797719,43.27907586,-77.5111496,159,27.208,10
"160",178,19,784536.9,4797617.1,43.27761538,-77.49341299,160,25.517,10
"161",179,19,785982.9,4797515.3,43.27615311,-77.47567858,161,19.817,10
"162",180,19,787428.9,4797413.4,43.27468721,-77.45794525,162,12.143,10
"163",181,19,788885.2,4797311.6,43.27321554,-77.44008622,163,5.145,5
"164",182,19,790351.6,4797209.8,43.27173722,-77.42210401,164,3.748,4
"165",183,19,791818.1,4797107.9,43.27025515,-77.40412168,165,2.022,2
"166",167,20,768712.6,4798927,43.29520012,-77.68746037,166,1.298,1
"167",168,20,770091.2,4798813.6,43.29368757,-77.67054952,167,4.799,5
"168",169,20,771491.5,4798704.2,43.29220068,-77.65337064,168,9.545,10
"169",170,20,772913.4,4798598.6,43.29073756,-77.63592508,169,12.995,10
"170",171,20,774335.3,4798493,43.28927181,-77.61848051,170,16.117,10
"171",172,20,775757.2,4798387.5,43.28780432,-77.6010369,171,18.749,10
"172",173,20,777207.1,4798283.4,43.28633647,-77.58324907,172,21.366,10
"173",174,20,778685,4798180.7,43.28486811,-77.56511707,173,23.305,10
"174",175,20,780163,4798078,43.28339686,-77.54698489,174,25.987,10
"175",176,20,781640.9,4797975.3,43.2819228,-77.528855,175,27.541,10
"176",177,20,783102,4797872.9,43.28045489,-77.51093268,176,28.162,10
"177",178,20,784546.2,4797770.9,43.27899418,-77.4932191,177,26.606,10
"178",179,20,785990.5,4797668.9,43.27753071,-77.47550532,178,20.521,10
"179",180,20,787434.7,4797566.8,43.27606367,-77.45779384,179,13.307,10
"180",181,20,788889.9,4797464.6,43.27458879,-77.43994816,180,6.819,7
"181",182,20,790356,4797362.2,43.27310515,-77.42196955,181,5.093,5
"182",183,20,791822.1,4797259.7,43.27161781,-77.40399207,182,2.621,3
"183",167,21,768715.5,4799077.8,43.2965547,-77.68735101,183,1.341,1
"184",168,21,770093.4,4798966,43.29505676,-77.67044762,184,5.66,6
"185",169,21,771493.1,4798857.5,43.29357815,-77.6532753,185,9.908,10
"186",170,21,772914.6,4798752.2,43.29211785,-77.63583412,186,12.959,10
"187",171,21,774336.2,4798646.8,43.29065398,-77.61839276,187,16.007,10
"188",172,21,775757.8,4798541.5,43.28918837,-77.60095234,188,18.828,10
"189",173,21,777209,4798437.4,43.28772002,-77.58314812,189,22.025,10
"190",174,21,778689.8,4798334.8,43.28625145,-77.56497998,190,23.854,10
"191",175,21,780170.6,4798232.1,43.28477912,-77.54681295,191,26.208,10
"192",176,21,781651.5,4798129.4,43.2833039,-77.52864574,192,27.918,10
"193",177,21,783113.1,4798026.9,43.28183486,-77.51071694,193,28.627,10
"194",178,21,784555.6,4797924.7,43.28037295,-77.49302398,194,27.404,10
"195",179,21,785998,4797822.5,43.27890836,-77.47533328,195,22.094,10
"196",180,21,787440.5,4797720.2,43.27744013,-77.45764243,196,14.902,10
"197",181,21,788894.6,4797617.6,43.27596203,-77.43981008,197,7.378,7
"198",182,21,790360.3,4797514.6,43.27447312,-77.42183632,198,5.671,6
"199",183,21,791826,4797411.5,43.27298052,-77.40386367,199,2.769,3
"200",184,21,793291.8,4797308.5,43.27148597,-77.38589081,200,1.192,1
"201",167,22,768718.5,4799228.6,43.29790926,-77.68724042,201,1.661,2
"202",168,22,770095.5,4799118.5,43.29642689,-77.6703469,202,6.166,6
"203",169,22,771494.7,4799010.8,43.29495562,-77.65317996,203,10.347,10
"204",170,22,772915.9,4798905.7,43.2934972,-77.63574198,204,12.945,10
"205",171,22,774337.2,4798800.6,43.29203611,-77.61830376,205,16.538,10
"206",172,22,775758.4,4798695.4,43.29057152,-77.60086784,206,19.358,10
"207",173,22,777210.9,4798591.5,43.28910446,-77.58304712,207,22.519,10
"208",174,22,778694.6,4798488.8,43.28763389,-77.56484294,208,23.966,10
"209",175,22,780178.3,4798386.1,43.28616045,-77.54663982,209,26.733,10
"210",176,22,781662.1,4798283.4,43.2846841,-77.52843653,210,28.726,10
"211",177,22,783124.3,4798180.9,43.28321479,-77.51049994,211,29.807,10
"212",178,22,784564.9,4798078.5,43.28175175,-77.49283007,212,29.867,10
"213",179,22,786005.6,4797976.1,43.28028597,-77.47516,213,24.073,10
"214",180,22,787446.3,4797873.7,43.27881748,-77.45749095,214,15.862,10
"215",181,22,788899.3,4797770.6,43.27733528,-77.439672,215,8.911,9
"216",182,22,790364.6,4797667,43.2758411,-77.42170308,216,6.962,7
"217",183,22,791830,4797563.3,43.27434318,-77.40373404,217,3.748,4
"218",184,22,793295.3,4797459.7,43.2728434,-77.38576726,218,1.235,1
"219",167,23,768721.4,4799379.4,43.29926385,-77.68713105,219,2.036,2
"220",168,23,770097.7,4799270.9,43.29779609,-77.67024498,220,7.081,7
"221",169,23,771496.3,4799164.2,43.296334,-77.65308455,221,10.56,10
"222",170,23,772917.2,4799059.3,43.29487745,-77.63564978,222,13.192,10
"223",171,23,774338.1,4798954.3,43.29341738,-77.61821605,223,16.792,10
"224",172,23,775759,4798849.4,43.29195557,-77.60078327,224,19.56,10
"225",173,23,777212.8,4798745.6,43.2904889,-77.58294611,225,23.15,10
"226",174,23,778699.4,4798642.9,43.28901723,-77.56470583,226,24.558,10
"227",175,23,780186,4798540.2,43.28754268,-77.54646663,227,27.257,10
"228",176,23,781672.6,4798437.5,43.28606524,-77.52822849,228,29.361,10
"229",177,23,783135.4,4798334.9,43.28459476,-77.51028417,229,31.021,10
"230",178,23,784574.3,4798232.3,43.28313052,-77.49263493,230,32.163,10
"231",179,23,786013.2,4798129.7,43.28166358,-77.47498671,231,26.126,10
"232",180,23,787452.1,4798027.1,43.28019394,-77.45733952,232,18.177,10
"233",181,23,788904,4797923.7,43.27870942,-77.43953386,233,10.438,10
"234",182,23,790369,4797819.4,43.27720903,-77.4215686,234,7.755,8
"235",183,23,791833.9,4797715.1,43.27570588,-77.40360563,235,5.442,5
"236",184,23,793298.9,4797610.8,43.27419989,-77.38564251,236,2.242,2
"237",167,24,768724.4,4799530.2,43.3006184,-77.68702044,237,2.289,2
"238",168,24,770099.9,4799423.3,43.29916528,-77.67014307,238,7.24,7
"239",169,24,771497.9,4799317.5,43.29771147,-77.6529892,239,10.509,10
"240",170,24,772918.5,4799212.8,43.29625681,-77.63555762,240,12.431,10
"241",171,24,774339,4799108.1,43.29479955,-77.61812828,241,16.965,10
"242",172,24,775759.6,4799003.4,43.29333962,-77.6006987,242,20.119,10
"243",173,24,777214.6,4798899.7,43.29187338,-77.58284632,243,23.775,10
"244",174,24,778704.2,4798797,43.29040057,-77.56456872,244,24.938,10
"245",175,24,780193.7,4798694.3,43.2889249,-77.54629343,245,27.48,10
"246",176,24,781683.2,4798591.6,43.28744634,-77.5280192,246,29.74,10
"247",177,24,783146.5,4798488.8,43.28597383,-77.51006844,247,31.714,10
"248",178,24,784583.6,4798386.1,43.28450932,-77.492441,248,33.623,10
"249",179,24,786020.8,4798283.3,43.28304118,-77.47481341,249,28.148,10
"250",180,24,787457.9,4798180.5,43.28157039,-77.45718807,250,19.047,10
"251",181,24,788908.7,4798076.7,43.28008267,-77.43939576,251,11.119,10
"252",182,24,790373.3,4797971.8,43.278577,-77.42143534,252,8.33,8
"253",183,24,791837.9,4797866.9,43.27706854,-77.40347599,253,6.732,7
"254",184,24,793302.5,4797762,43.27555728,-77.38551771,254,3.257,3
"255",167,25,768727.3,4799681,43.30197298,-77.68691105,255,2.747,3
"256",168,25,770102,4799575.7,43.30053451,-77.67004237,256,7.507,8
"257",169,25,771499.5,4799470.9,43.29908984,-77.65289378,257,10.874,10
"258",170,25,772919.7,4799366.4,43.29763709,-77.63546664,258,13.023,10
"259",171,25,774340,4799261.9,43.29618168,-77.61803927,259,17.432,10
"260",172,25,775760.2,4799157.4,43.29472366,-77.60061412,260,20.711,10
"261",173,25,777216.5,4799053.8,43.29325782,-77.58274529,261,24.177,10
"262",174,25,778709,4798951.1,43.29178391,-77.5644316,262,25.575,10
"263",175,25,780201.4,4798848.4,43.29030713,-77.54612022,263,28.401,10
"264",176,25,781693.8,4798745.6,43.28882654,-77.52780995,264,30.559,10
"265",177,25,783157.7,4798642.8,43.28735376,-77.50985141,265,32.759,10
"266",178,25,784593,4798539.9,43.28588809,-77.49224583,266,34.256,10
"267",179,25,786028.3,4798436.9,43.28441883,-77.47464133,267,29.342,10
"268",180,25,787463.6,4798334,43.28294778,-77.4570378,268,20.843,10
"269",181,25,788913.4,4798229.7,43.28145591,-77.43925766,269,13.147,10
"270",182,25,790377.6,4798124.2,43.27994497,-77.42130207,270,9.564,10
"271",183,25,791841.9,4798018.7,43.2784312,-77.40334633,271,8.361,8
"272",184,25,793306.1,4797913.2,43.27691467,-77.3853929,272,3.858,4
"273",185,25,794783.6,4797811,43.2754198,-77.36727521,273,1.505,2
"274",166,26,767356.3,4799935.4,43.30474804,-77.70366263,274,1.192,1
"275",167,26,768730.2,4799831.8,43.30332757,-77.68680166,275,3.869,4
"276",168,26,770104.2,4799728.2,43.3019046,-77.66994039,276,7.838,8
"277",169,26,771501.1,4799624.2,43.30046731,-77.65279841,277,11.438,10
"278",170,26,772921,4799519.9,43.29901644,-77.63537447,278,13.395,10
"279",171,26,774340.9,4799415.7,43.29756384,-77.61795148,279,17.571,10
"280",172,26,775760.8,4799311.4,43.29610771,-77.60052954,280,21.222,10
"281",173,26,777218.4,4799207.9,43.29464227,-77.58264426,281,25.11,10
"282",174,26,778713.7,4799105.1,43.29316639,-77.56429576,282,26.289,10
"283",175,26,780209.1,4799002.4,43.29168845,-77.54594705,283,28.896,10
"284",176,26,781704.4,4798899.7,43.29020764,-77.52760064,284,31.219,10
"285",177,26,783168.8,4798796.8,43.28873372,-77.5096356,285,33.931,10
"286",178,26,784602.4,4798693.6,43.28726595,-77.49205071,286,35.063,10
"287",179,26,786035.9,4798590.5,43.28579643,-77.47446801,287,31.301,10
"288",180,26,787469.4,4798487.4,43.28432424,-77.45688634,288,23.279,10
"289",181,26,788918.1,4798382.8,43.28283006,-77.43911949,289,15.163,10
"290",182,26,790382,4798276.6,43.2813129,-77.42116757,290,10.931,10
"291",183,26,791845.8,4798170.5,43.2797939,-77.4032179,291,9.382,9
"292",184,26,793309.7,4798064.4,43.27827206,-77.38526808,292,5.333,5
"293",185,26,794787.2,4797961.5,43.27677087,-77.36715037,293,2.413,2
"294",165,27,765986.9,4800186.6,43.30749136,-77.72039774,294,1.192,1
"295",166,27,767360,4800084.6,43.30608799,-77.70354454,295,1.239,1
"296",167,27,768733.2,4799982.6,43.30468212,-77.68669103,296,4.592,5
"297",168,27,770106.3,4799880.6,43.30327383,-77.66983968,297,7.559,8
"298",169,27,771502.7,4799777.6,43.30184568,-77.65270298,298,11.761,10
"299",170,27,772922.3,4799673.5,43.30039669,-77.63528225,299,14.06,10
"300",171,27,774341.8,4799569.4,43.29894511,-77.61786374,300,17.908,10
"301",172,27,775761.4,4799465.4,43.29749176,-77.60044495,301,21.798,10
"302",173,27,777220.3,4799362,43.29602671,-77.58254322,302,25.24,10
"303",174,27,778718.5,4799259.2,43.29454973,-77.56415862,303,26.775,10
"304",175,27,780216.8,4799156.5,43.29307068,-77.54577382,304,29.48,10
"305",176,27,781715,4799053.8,43.29158873,-77.52739132,305,31.898,10
"306",177,27,783180,4798950.7,43.29011275,-77.50941861,306,34.462,10
"307",178,27,784611.7,4798847.4,43.28864475,-77.49185675,307,35.478,10
"308",179,27,786043.5,4798744.1,43.28717404,-77.47429468,308,32.237,10
"309",180,27,787475.2,4798640.8,43.28570069,-77.45673487,309,24.148,10
"310",181,27,788922.8,4798535.8,43.2842033,-77.43898137,310,16.536,10
"311",182,27,790386.3,4798429,43.28268087,-77.42103429,311,12.16,10
"312",183,27,791849.8,4798322.3,43.28115655,-77.40308823,312,10.278,10
"313",184,27,793313.2,4798215.5,43.27962859,-77.38514454,313,6.282,6
"314",185,27,794790.9,4798112,43.27812189,-77.36702429,314,4.102,4
"315",165,28,765991.4,4800334.1,43.30881577,-77.72027097,315,1.192,1
"316",166,28,767363.8,4800233.7,43.307427,-77.70342525,316,1.437,1
"317",167,28,768736.1,4800133.4,43.30603671,-77.68658162,317,4.97,5
"318",168,28,770108.5,4800033,43.30464302,-77.66973774,318,7.662,8
"319",169,28,771504.3,4799930.9,43.30322315,-77.6526076,319,12.593,10
"320",170,28,772923.5,4799827,43.30177608,-77.6351913,320,15.013,10
"321",171,28,774342.8,4799723.2,43.30032724,-77.61777472,321,18.085,10
"322",172,28,775762,4799619.3,43.29887491,-77.60036041,322,22.056,10
"323",173,28,777222.2,4799516,43.29741025,-77.58244223,323,25.873,10
"324",174,28,778723.3,4799413.3,43.29593306,-77.56402148,324,27.827,10
"325",175,28,780224.4,4799310.6,43.29445294,-77.54560181,325,30.161,10
"326",176,28,781725.6,4799207.8,43.29296893,-77.52718204,326,32.488,10
"327",177,28,783191.1,4799104.7,43.29149271,-77.50920277,327,35.279,10
"328",178,28,784621.1,4799001.2,43.29002351,-77.49166155,328,36.092,10
"329",179,28,786051,4798897.7,43.28855168,-77.47412257,329,33.434,10
"330",180,28,787481,4798794.2,43.28707715,-77.45658339,330,26.823,10
"331",181,28,788927.5,4798688.8,43.28557654,-77.43884324,331,19.1,10
"332",182,28,790390.6,4798581.4,43.28404884,-77.420901,332,13.648,10
"333",183,28,791853.7,4798474.1,43.28251925,-77.40295978,333,11.129,10
"334",184,28,793316.8,4798366.7,43.28098597,-77.38501971,334,7.765,8
"335",185,28,794794.5,4798262.4,43.27947206,-77.36689949,335,6.444,6
"336",186,28,796286.8,4798161.2,43.27797741,-77.34859912,336,4.659,5
"337",165,29,765995.9,4800481.7,43.31014108,-77.72014415,337,1.192,1
"338",166,29,767367.5,4800382.9,43.30876695,-77.70330713,338,1.869,2
"339",167,29,768739.1,4800284.2,43.30739126,-77.68647098,339,5.88,6
"340",168,29,770110.7,4800185.4,43.30601221,-77.66963579,340,8.02,8
"341",169,29,771505.9,4800084.2,43.30460062,-77.65251221,341,12.284,10
"342",170,29,772924.8,4799980.6,43.30315633,-77.63509907,342,15.67,10
"343",171,29,774343.7,4799877,43.3017094,-77.61768691,343,18.554,10
"344",172,29,775762.6,4799773.3,43.30025895,-77.60027581,344,22.908,10
"345",173,29,777224.1,4799670.1,43.29879469,-77.58234118,345,26.63,10
"346",174,29,778728.1,4799567.4,43.2973164,-77.56388432,346,28.641,10
"347",175,29,780232.1,4799464.6,43.29583426,-77.54542861,347,30.877,10
"348",176,29,781736.2,4799361.9,43.29435003,-77.5269727,348,33.643,10
"349",177,29,783202.3,4799258.7,43.29287264,-77.5089857,349,36.16,10
"350",178,29,784630.4,4799155,43.29140231,-77.49146757,350,36.957,10
"351",179,29,786058.6,4799051.3,43.28992928,-77.47394922,351,34.864,10
"352",180,29,787486.8,4798947.7,43.2884545,-77.45643185,352,28.641,10
"353",181,29,788932.2,4798841.8,43.28694978,-77.4387051,353,20.471,10
"354",182,29,790395,4798733.8,43.28541677,-77.42076647,354,15.287,10
"355",183,29,791857.7,4798625.9,43.28388191,-77.4028301,355,12.48,10
"356",184,29,793320.4,4798517.9,43.28234336,-77.38489487,356,9.655,10
"357",185,29,794798.2,4798412.9,43.28082308,-77.3667734,357,8.657,9
"358",186,29,796291,4798310.8,43.27932012,-77.34846696,358,4.478,4
"359",187,29,797783.8,4798208.8,43.27781515,-77.33016158,359,3.33,3
"360",188,29,799276.6,4798106.8,43.27630728,-77.31185729,360,1.478,1
"361",189,29,800760.3,4798014.9,43.27489089,-77.29366051,361,1.525,2
"362",190,29,802234.9,4797933.1,43.27356604,-77.27557113,362,1.192,1
