"","I","J","XCent","YCent","lat","lon","node","depth","maxSigma"
"7362",22,84,606077.6,4790211.8,43.25725063,-79.69310942,7362,13.456,10
"7363",23,84,606937.9,4790624.5,43.26084431,-79.68243302,7363,15.501,10
"7364",24,84,607798.2,4791037.2,43.26443698,-79.67175539,7364,18.684,10
"7365",25,84,608657.4,4791448.8,43.26801888,-79.66109029,7365,22.137,10
"7366",26,84,609515.6,4791859.2,43.27158912,-79.65043651,7366,24.992,10
"7367",27,84,610373.7,4792269.6,43.27515835,-79.63978274,7367,27.923,10
"7368",28,84,611231.8,4792679.9,43.27872568,-79.62912777,7368,31.661,10
"7369",29,84,612088.9,4793088.6,43.28227774,-79.61848422,7369,36.982,10
"7370",30,84,612944.8,4793495.5,43.28581276,-79.6078546,7370,44.434,10
"7371",31,84,613800.7,4793902.4,43.28934678,-79.59722378,7371,52.406,10
"7372",32,84,614656.6,4794309.2,43.29287889,-79.58659176,7372,60.116,10
"7373",33,84,615511.7,4794713.8,43.29639031,-79.57596885,7373,66.268,10
"7374",34,84,616365.8,4795115.9,43.29987838,-79.5653576,7374,69.81,10
"7375",35,84,617220,4795518.1,43.30336633,-79.5547439,7375,73.144,10
"7376",36,84,618074.1,4795920.2,43.30685238,-79.54413026,7376,75.36,10
"7377",37,84,618927.8,4796319.3,43.31031049,-79.53352101,7377,77.238,10
"7378",38,84,619781,4796715.3,43.31373977,-79.52291742,7378,78.849,10
"7379",39,84,620634.2,4797111.3,43.31716805,-79.51231266,7379,80.398,10
"7380",40,84,621487.4,4797507.3,43.32059533,-79.50170673,7380,82.542,10
"7381",41,84,622340.8,4797899.5,43.32398736,-79.491098,7381,84.819,10
"7382",42,84,623194.3,4798288,43.32734507,-79.48048772,7382,86.655,10
"7383",43,84,624047.9,4798676.4,43.33070085,-79.46987507,7383,87.958,10
"7384",44,84,624901.5,4799064.8,43.33405564,-79.45926129,7384,89.893,10
"7385",45,84,625759.2,4799472.2,43.33757975,-79.44859144,7385,91.392,10
"7386",46,84,626621.2,4799898.6,43.34127315,-79.43786296,7386,92.59,10
"7387",47,84,627483.2,4800325,43.34496552,-79.4271332,7387,93.495,10
"7388",48,84,628345.1,4800751.4,43.34865687,-79.4164034,7388,94.725,10
"7389",49,84,629298.6,4801217.1,43.35268518,-79.4045332,7389,95.898,10
"7390",50,84,630343.5,4801722.1,43.35705011,-79.39152465,7390,97.453,10
"7391",51,84,631388.5,4802227,43.36141261,-79.37851306,7391,99.07,10
"7392",52,84,632433.4,4802732,43.36577451,-79.36550085,7392,100.447,10
"7393",53,84,633476.2,4803233.4,43.37010287,-79.3525136,7393,101.788,10
"7394",54,84,634516.8,4803731.1,43.37439681,-79.33955259,7394,103.896,10
"7395",55,84,635557.4,4804228.8,43.37868925,-79.32658979,7395,105.87,10
"7396",56,84,636598,4804726.5,43.38298019,-79.31362519,7396,108.096,10
"7397",57,84,637635.8,4805214.9,43.38718643,-79.3006957,7397,110.189,10
"7398",58,84,638671,4805694.2,43.39130975,-79.28779884,7398,111.957,10
"7399",59,84,639706.1,4806173.4,43.39543071,-79.27490154,7399,113.812,10
"7400",60,84,640741.3,4806652.6,43.39955015,-79.26200129,7400,115.714,10
"7401",61,84,641774.4,4807119.6,43.40355871,-79.24912841,7401,117.117,10
"7402",62,84,642805.4,4807574.3,43.40745547,-79.23628301,7402,118.442,10
"7403",63,84,643836.4,4808029,43.41135077,-79.223436,7403,119.571,10
"7404",64,84,644867.4,4808483.7,43.41524459,-79.21058739,7404,120.634,10
"7405",65,84,645897.2,4808925.5,43.41902106,-79.19775542,7405,121.672,10
"7406",66,84,646925.9,4809354.3,43.42267928,-79.18493898,7406,122.245,10
"7407",67,84,647954.6,4809783,43.42633514,-79.17212107,7407,122.963,10
"7408",68,84,648983.2,4810211.8,43.42999045,-79.15930286,7408,123.511,10
"7409",69,84,650010.8,4810628.2,43.43353289,-79.1464989,7409,124.23,10
"7410",70,84,651037.4,4811032.1,43.43696158,-79.1337093,7410,124.891,10
"7411",71,84,652064,4811435.9,43.4403879,-79.12091833,7411,125.892,10
"7412",72,84,653090.5,4811839.8,43.44381369,-79.10812716,7412,126.309,10
"7413",73,84,654115.2,4812231.7,43.4471304,-79.09536021,7413,126.14,10
"7414",74,84,655138.1,4812611.7,43.45033893,-79.08261753,7414,126.819,10
"7415",75,84,656160.9,4812991.6,43.45354513,-79.06987481,7415,127.385,10
"7416",76,84,657183.7,4813371.6,43.45675079,-79.05713076,7416,127.835,10
"7417",77,84,658203.5,4813739.7,43.45984854,-79.04442592,7417,128.97,10
"7418",78,84,659220.2,4814095.9,43.46283842,-79.03176161,7418,130.043,10
"7419",79,84,660236.9,4814452.1,43.46582688,-79.01909609,7419,130.69,10
"7420",80,84,661253.6,4814808.3,43.4688139,-79.00642937,7420,131.682,10
"7421",81,84,662266.5,4815153.1,43.47169774,-78.99381179,7421,132.834,10
"7422",82,84,663275.8,4815486.4,43.47447745,-78.98124099,7422,133.717,10
"7423",83,84,664285,4815819.7,43.47725578,-78.96867032,7423,134.139,10
"7424",84,84,665294.2,4816152.9,43.48003181,-78.95609857,7424,134.686,10
"7425",85,84,666295.5,4816474.7,43.4827056,-78.94362683,7425,135.228,10
"7426",86,84,667288.8,4816784.8,43.48527451,-78.9312565,7426,136.068,10
"7427",87,84,668282.1,4817094.9,43.48784206,-78.91888516,7427,136.218,10
"7428",88,84,669275.4,4817405,43.49040825,-78.90651282,7428,136.736,10
"7429",89,84,670346.8,4817756.1,43.49332421,-78.89316137,7429,138.591,10
"7430",90,84,671496.2,4818148,43.49658782,-78.87883173,7430,139.949,10
"7431",91,84,672645.6,4818539.9,43.4998496,-78.86450061,7431,142.174,10
"7432",92,84,673795.1,4818931.8,43.50310953,-78.85016677,7432,143.405,10
"7433",93,84,674943.3,4819314.1,43.50628155,-78.83585061,7433,144.059,10
"7434",94,84,676090.4,4819686.8,43.50936562,-78.82154973,7434,143.568,10
"7435",95,84,677237.4,4820059.4,43.51244699,-78.80724872,7435,144.507,10
"7436",96,84,678384.5,4820432.1,43.51552741,-78.79294505,7436,147.699,10
"7437",97,84,679531.6,4820789,43.51846385,-78.77864521,7437,149.079,10
"7438",98,84,680678.6,4821130.2,43.52125724,-78.7643505,7438,151.653,10
"7439",99,84,681825.7,4821471.4,43.52404878,-78.75005331,7439,152.914,10
"7440",100,84,682972.8,4821812.6,43.5268385,-78.73575486,7440,153.982,10
"7441",101,84,684121.5,4822134.7,43.52945417,-78.72144186,7441,155.082,10
"7442",102,84,685271.7,4822437.7,43.53189579,-78.70711565,7442,156.127,10
"7443",103,84,686421.9,4822740.8,43.53433649,-78.69278832,7443,156.639,10
"7444",104,84,687572.1,4823043.8,43.53677447,-78.67845994,7444,157.369,10
"7445",105,84,688725.3,4823325.5,43.53901824,-78.66410078,7445,159.392,10
"7446",106,84,689881.4,4823585.7,43.54106601,-78.64971228,7446,161.894,10
"7447",107,84,691037.5,4823845.9,43.54311194,-78.63532288,7447,163.647,10
"7448",108,84,692193.6,4824106.1,43.54515604,-78.62093258,7448,164.443,10
"7449",109,84,693353.8,4824343.5,43.54699212,-78.6064988,7449,165.743,10
"7450",110,84,694518.3,4824558.1,43.54862012,-78.5920192,7450,166.821,10
"7451",111,84,695682.7,4824772.8,43.5502472,-78.5775401,7451,166.639,10
"7452",112,84,696847.1,4824987.4,43.55187152,-78.56306034,7452,166.685,10
"7453",113,84,698017.8,4825179.6,43.5532908,-78.54851013,7453,167.892,10
"7454",114,84,699194.6,4825349.4,43.55450508,-78.53389209,7454,170.14,10
"7455",115,84,700371.5,4825519.2,43.55571745,-78.51927231,7455,172.69,10
"7456",116,84,701548.4,4825689,43.55692793,-78.50465203,7456,174.153,10
"7457",117,84,702733.7,4825838.8,43.55795433,-78.48993481,7457,173.698,10
"7458",118,84,703927.4,4825968.4,43.55879482,-78.47512087,7458,173.285,10
"7459",119,84,705121.1,4826098,43.55963338,-78.46030661,7459,174.407,10
"7460",120,84,706314.8,4826227.6,43.56047,-78.44549203,7460,174.398,10
"7461",121,84,707516.8,4826341.2,43.56115847,-78.43058058,7461,173.097,10
"7462",122,84,708727,4826438.9,43.56169966,-78.41557357,7462,173.585,10
"7463",123,84,709937.2,4826536.6,43.56223887,-78.40056638,7463,174.541,10
"7464",124,84,711147.4,4826634.3,43.5627761,-78.38555902,7464,175.304,10
"7465",125,84,712373,4826783,43.56376571,-78.37034103,7465,176.277,10
"7466",126,84,713614,4826982.6,43.56520668,-78.3549121,7466,178.588,10
"7467",127,84,714855,4827182.2,43.56664555,-78.33948254,7467,180.356,10
"7468",128,84,716096.1,4827381.7,43.56808139,-78.32405115,7468,181.455,10
"7469",129,84,717410,4827537,43.56909636,-78.30773631,7469,181.446,10
"7470",130,84,718796.8,4827648.1,43.56969006,-78.2905371,7470,181.87,10
"7471",131,84,720183.6,4827759.1,43.57028027,-78.27333773,7471,182.525,10
"7472",132,84,721570.5,4827870.1,43.57086784,-78.25613691,7472,183.019,10
"7473",133,84,722964.7,4827975.1,43.57139667,-78.23884805,7473,183.524,10
"7474",134,84,724366.4,4828073.9,43.57186486,-78.22146882,7474,184.322,10
"7475",135,84,725768.1,4828172.8,43.57233129,-78.20408941,7475,184.922,10
"7476",136,84,727169.8,4828271.7,43.57279507,-78.18670987,7476,185.105,10
"7477",137,84,728577.1,4828354.7,43.57311149,-78.16926764,7477,185.674,10
"7478",138,84,729990.1,4828422,43.5732823,-78.15176151,7478,186.126,10
"7479",139,84,731403.1,4828489.2,43.57344951,-78.13425547,7479,186.918,10
"7480",140,84,732816,4828556.4,43.57361408,-78.11675071,7480,188.445,10
"7481",141,84,734232.2,4828602.3,43.57358337,-78.09921439,7481,189.009,10
"7482",142,84,735651.4,4828626.7,43.57335569,-78.08165046,7482,187.88,10
"7483",143,84,737070.7,4828651.2,43.57312617,-78.06408553,7483,184.438,10
"7484",144,84,738490,4828675.6,43.57289306,-78.04652093,7484,184.683,10
"7485",145,84,739909.4,4828676.3,43.57244411,-78.02896586,7485,184.991,10
"7486",146,84,741329,4828653.1,43.57177749,-78.01141936,7486,182.932,10
"7487",147,84,742748.6,4828629.9,43.57110819,-77.99387339,7487,182.01,10
"7488",148,84,744168.2,4828606.8,43.5704371,-77.97632792,7488,179.701,10
"7489",149,84,745585.1,4828560.5,43.56955561,-77.95882688,7489,179.682,10
"7490",150,84,746999.2,4828491,43.56846378,-77.94137169,7490,175.637,10
"7491",151,84,748413.3,4828421.5,43.5673693,-77.92391728,7491,175.286,10
"7492",152,84,749827.4,4828352,43.56627218,-77.90646366,7492,175.732,10
"7493",153,84,751236.9,4828262.8,43.56499683,-77.88907682,7493,174.459,10
"7494",154,84,752641.6,4828154,43.56354426,-77.87175934,7494,171.115,10
"7495",155,84,754046.3,4828045.1,43.56208819,-77.85444289,7495,167.642,10
"7496",156,84,755451.1,4827936.3,43.56063038,-77.83712614,7496,166.994,10
"7497",157,84,756850.6,4827813.4,43.55904503,-77.81988258,7497,169.891,10
"7498",158,84,758244.9,4827676.5,43.55733305,-77.80271101,7498,153.865,10
"7499",159,84,759639.2,4827539.5,43.55561761,-77.78554062,7499,151.126,10
"7500",160,84,761033.5,4827402.6,43.55390051,-77.7683713,7500,158.839,10
"7501",161,84,762423.5,4827258.8,43.55212035,-77.75125959,7501,165.921,10
"7502",162,84,763809.3,4827108.1,43.55027711,-77.73420431,7502,172.542,10
"7503",163,84,765195.1,4826957.5,43.54843225,-77.71715017,7503,174.72,10
"7504",164,84,766581,4826806.9,43.54658484,-77.70009598,7504,176.11,10
"7505",165,84,767972.9,4826683.5,43.54497727,-77.68295543,7505,176.192,10
"7506",166,84,769371.1,4826587.5,43.54361117,-77.66572449,7506,175.774,10
"7507",167,84,770769.2,4826491.5,43.54224254,-77.64849573,7507,174.973,10
"7508",168,84,772167.3,4826395.5,43.54087133,-77.63126791,7508,174.265,10
"7509",169,84,773541.9,4826310.2,43.53960233,-77.61432601,7509,174.295,10
"7510",170,84,774893,4826235.7,43.53843656,-77.59766986,7510,176.247,10
"7511",171,84,776244.1,4826161.2,43.53726839,-77.58101451,7511,176.766,10
"7512",172,84,777595.2,4826086.7,43.5360978,-77.56435995,7512,175.961,10
"7513",173,84,778946,4826018.2,43.53497885,-77.54770682,7513,175.608,10
"7514",174,84,780296.4,4825955.6,43.53391066,-77.53105635,7514,176.214,10
"7515",175,84,781646.9,4825893,43.53284002,-77.51440539,7515,175.957,10
"7516",176,84,782997.4,4825830.3,43.53176608,-77.49775523,7516,173.849,10
"7517",177,84,784344.4,4825771.1,43.53072251,-77.48114722,7517,172.674,10
"7518",178,84,785688,4825715.2,43.52970751,-77.4645802,7518,172.141,10
"7519",179,84,787031.5,4825659.3,43.52869016,-77.44801513,7519,173.261,10
"7520",180,84,788375.1,4825603.5,43.52767128,-77.43144948,7520,175.751,10
"7521",181,84,789713.3,4825551.4,43.52668536,-77.41494927,7521,177.189,10
"7522",182,84,791046,4825503,43.52573246,-77.3985157,7522,178.207,10
"7523",183,84,792378.8,4825454.7,43.52477808,-77.38208151,7523,177.671,10
"7524",184,84,793711.6,4825406.4,43.52382134,-77.365648,7524,177.857,10
"7525",185,84,795038.1,4825364,43.52291777,-77.34928977,7525,181.66,10
"7526",186,84,796358.4,4825327.8,43.52207003,-77.33300536,7526,183.408,10
"7527",187,84,797678.6,4825291.5,43.52121913,-77.31672286,7527,182.83,10
"7528",188,84,798998.8,4825255.2,43.52036592,-77.30044097,7528,182.163,10
"7529",189,84,800312.5,4825228,43.51959478,-77.28423494,7529,179.288,10
"7530",190,84,801619.7,4825209.8,43.51890485,-77.26810473,7530,179.192,10
"7531",191,84,802926.9,4825191.7,43.51821354,-77.251975,7531,183.332,10
"7532",192,84,804234.1,4825173.5,43.51751907,-77.23584585,7532,183.683,10
"7533",193,84,805534.7,4825167.7,43.51693644,-77.21979174,7533,183.708,10
"7534",194,84,806828.7,4825174.3,43.51646568,-77.20381259,7534,188.708,10
"7535",195,84,808122.8,4825180.8,43.51599175,-77.18783267,7535,188.866,10
"7536",196,84,809416.8,4825187.4,43.51551654,-77.17185432,7536,195.232,10
"7537",197,84,810704,4825209.8,43.51518386,-77.15595131,7537,199.322,10
"7538",198,84,811984.4,4825248.2,43.51499556,-77.1401234,7538,207.184,10
"7539",199,84,813264.8,4825286.5,43.51480416,-77.1242958,7539,206.878,10
"7540",200,84,814545.2,4825324.9,43.51461147,-77.10846839,7540,206.444,10
"7541",201,84,815818,4825383.9,43.51460485,-77.0927231,7541,208.78,10
"7542",202,84,817083.1,4825463.4,43.51478348,-77.07706107,7542,211.799,10
"7543",203,84,818348.2,4825543,43.51496086,-77.06139903,7543,214.951,10
"7544",204,84,819613.3,4825622.5,43.51513518,-77.04573712,7544,212.977,10
"7545",205,84,820874.1,4825689.6,43.51519781,-77.03013567,7545,214.229,10
"7546",206,84,822130.5,4825744.1,43.51514702,-77.0145961,7546,212.754,10
"7547",207,84,823387,4825798.7,43.51509497,-76.99905543,7547,210.664,10
"7548",208,84,824643.5,4825853.2,43.51503991,-76.98351499,7548,212.815,10
"7549",209,84,826094,4825954,43.51531399,-76.96555268,7549,218.543,10
"7550",210,84,827738.5,4826101,43.51591517,-76.94516831,7550,220.88,10
"7551",211,84,829383.1,4826248.1,43.51651354,-76.92478252,7551,225.362,10
"7552",212,84,831027.7,4826395.1,43.51710735,-76.90439665,7552,219.565,10
"7553",213,84,832664.6,4826553.9,43.51780691,-76.88409846,7553,218.315,10
"7554",214,84,834293.8,4826724.5,43.51861225,-76.86388786,7554,212.85,10
"7555",215,84,835923,4826895.1,43.51941399,-76.84367698,7555,210.122,10
"7556",216,84,837552.2,4827065.7,43.52021212,-76.82346584,7556,205.626,10
"7557",217,84,839174,4827251,43.52114201,-76.8033366,7557,203.584,10
"7558",218,84,840788.5,4827451.1,43.52220456,-76.78328782,7558,202.817,10
"7559",219,84,842403.1,4827651.2,43.5232635,-76.76323737,7559,198.309,10
"7560",220,84,844017.6,4827851.3,43.52431893,-76.74318773,7560,189.464,10
"7561",221,84,845625.2,4828063.6,43.52548355,-76.72321505,7561,187.221,10
"7562",222,84,847226,4828288.3,43.52675913,-76.70331787,7562,180.677,10
"7563",223,84,848826.7,4828513,43.52803125,-76.68342136,7563,175.824,10
"7564",224,84,850427.5,4828737.7,43.52929982,-76.66352304,7564,171.325,10
"7565",225,84,852021.5,4828972.2,43.53065606,-76.64370173,7565,165.295,10
"7566",226,84,853608.7,4829216.6,43.53210092,-76.62395728,7566,155.975,10
"7567",227,84,855195.9,4829460.9,43.53354143,-76.60421221,7567,145.602,10
"7568",228,84,856783.1,4829705.3,43.53497936,-76.58446641,7568,132.006,10
"7569",229,84,858363.5,4829958,43.53649161,-76.56479839,7569,120.504,10
"7570",230,84,859937.2,4830218.9,43.53807727,-76.54520689,7570,109.783,10
"7571",231,84,861510.9,4830479.9,43.53966041,-76.52561458,7571,98.986,10
"7572",232,84,863084.6,4830740.8,43.54123923,-76.50602157,7572,87.774,10
"7573",233,84,864651.7,4831009.8,43.54289058,-76.48650382,7573,77.794,10
"7574",234,84,866212.3,4831286.8,43.54461352,-76.46706009,7574,66.943,10
"7575",235,84,867772.8,4831563.8,43.54633315,-76.44761675,7575,57.808,10
"7576",236,84,869333.3,4831840.8,43.54804942,-76.42817258,7576,50.86,10
"7577",237,84,870887.9,4832127.1,43.54984871,-76.40879403,7577,44.582,10
"7578",238,84,872436.3,4832422.7,43.55173122,-76.38948473,7578,41.752,10
"7579",239,84,873984.8,4832718.3,43.55361035,-76.37017326,7579,38.993,10
"7580",240,84,875533.3,4833013.9,43.55548616,-76.35086086,7580,36.441,10
"7581",241,84,877077,4833321,43.55746426,-76.33159878,7581,32.069,10
"7582",242,84,878616,4833639.5,43.55954374,-76.31238576,7582,27.937,10
"7583",243,84,880154.9,4833958.1,43.56162086,-76.29317284,7583,22.324,10
"7584",244,84,881693.8,4834276.7,43.56369468,-76.27395888,7584,20.07,10
"7585",245,84,883231.1,4834604.1,43.56584499,-76.25475739,7585,18.254,10
"7586",246,84,884766.7,4834940.3,43.56807184,-76.23556956,7586,13.875,10
"7587",247,84,886302.3,4835276.5,43.57029539,-76.21638058,7587,5.659,6
"7588",17,85,601199.1,4789362.8,43.25027828,-79.75335485,7588,7.357,7
"7589",18,85,602060.5,4789775.3,43.2538757,-79.74266959,7589,9.666,10
"7590",19,85,602921.8,4790187.7,43.25747121,-79.73198433,7590,13.194,10
"7591",20,85,603783.2,4790600.2,43.2610666,-79.72129658,7591,16.048,10
"7592",21,85,604643.9,4791012.2,43.26465656,-79.71061631,7592,18.151,10
"7593",22,85,605503.9,4791423.7,43.26824111,-79.69994353,7593,20.65,10
"7594",23,85,606363.9,4791835.1,43.27182374,-79.68926953,7594,23.182,10
"7595",24,85,607223.9,4792246.6,43.27540626,-79.67859428,7595,25.84,10
"7596",25,85,608082.9,4792657,43.278978,-79.66793033,7596,29.028,10
"7597",26,85,608941,4793066.3,43.28253895,-79.65727646,7597,32.828,10
"7598",27,85,609799,4793475.6,43.28609891,-79.6466226,7598,37.272,10
"7599",28,85,610657.1,4793884.9,43.28965785,-79.63596628,7599,42.251,10
"7600",29,85,611514.2,4794292.5,43.29320061,-79.62532141,7600,48.521,10
"7601",30,85,612370.3,4794698.5,43.29672812,-79.61468798,7601,55.612,10
"7602",31,85,613226.4,4795104.5,43.30025461,-79.60405333,7602,61.774,10
"7603",32,85,614082.5,4795510.5,43.3037801,-79.59341748,7603,65.298,10
"7604",33,85,614937.8,4795914.2,43.30728399,-79.58279076,7604,68.924,10
"7605",34,85,615792.3,4796315.7,43.3107672,-79.57217316,7605,72.116,10
"7606",35,85,616646.8,4796717.2,43.3142494,-79.56155437,7606,74.744,10
"7607",36,85,617501.3,4797118.7,43.3177306,-79.55093439,7607,76.202,10
"7608",37,85,618355.5,4797517.3,43.32118474,-79.54031755,7608,78.061,10
"7609",38,85,619209.2,4797913.1,43.32461274,-79.52970629,7609,80.338,10
"7610",39,85,620062.9,4798308.8,43.32803884,-79.51909388,7610,82.026,10
"7611",40,85,620916.6,4798704.6,43.33146483,-79.50848028,7611,83.89,10
"7612",41,85,621770.6,4799096.8,43.33485737,-79.49786261,7612,85.639,10
"7613",42,85,622624.7,4799485.6,43.33821828,-79.4872433,7613,87.684,10
"7614",43,85,623478.8,4799874.4,43.34157818,-79.47662285,7614,89.572,10
"7615",44,85,624332.9,4800263.1,43.34493618,-79.46600127,7615,91.218,10
"7616",45,85,625191.3,4800672.3,43.34847698,-79.45532082,7616,92.808,10
"7617",46,85,626054,4801101.8,43.35219876,-79.44458144,7617,93.911,10
"7618",47,85,626916.7,4801531.3,43.35591952,-79.43384078,7618,95.323,10
"7619",48,85,627779.4,4801960.8,43.35963924,-79.42309882,7619,96.358,10
"7620",49,85,628733.6,4802426.6,43.36366899,-79.41121822,7620,97.39,10
"7621",50,85,629779.3,4802928.6,43.3680075,-79.3981986,7621,98.718,10
"7622",51,85,630825,4803430.6,43.3723445,-79.38517716,7622,100.335,10
"7623",52,85,631870.7,4803932.6,43.37667998,-79.37215389,7623,101.887,10
"7624",53,85,632914.4,4804431.9,43.38098999,-79.35915415,7624,103.973,10
"7625",54,85,633956.1,4804928.6,43.38527545,-79.34617791,7625,105.645,10
"7626",55,85,634997.8,4805425.3,43.38955941,-79.33319988,7626,107.374,10
"7627",56,85,636039.5,4805922,43.39384185,-79.32022005,7627,109.628,10
"7628",57,85,637079,4806410.4,43.39804849,-79.30726767,7628,112.083,10
"7629",58,85,638116.2,4806890.4,43.40217845,-79.29434405,7629,115.005,10
"7630",59,85,639153.4,4807370.5,43.40630781,-79.28141868,7630,117.694,10
"7631",60,85,640190.7,4807850.5,43.41043476,-79.26849038,7631,119.689,10
"7632",61,85,641226.1,4808319.1,43.41445798,-79.25558677,7632,121.297,10
"7633",62,85,642259.8,4808776.4,43.41837832,-79.24270542,7633,122.44,10
"7634",63,85,643293.4,4809233.6,43.4222963,-79.22982371,7634,123.882,10
"7635",64,85,644327.1,4809690.9,43.42621367,-79.21693911,7635,124.979,10
"7636",65,85,645359.6,4810135.8,43.4300182,-79.20407101,7636,126.072,10
"7637",66,85,646391,4810568.3,43.43370986,-79.19121825,7637,126.975,10
"7638",67,85,647422.4,4811000.7,43.43739914,-79.17836399,7638,127.322,10
"7639",68,85,648453.8,4811433.2,43.44108785,-79.16550819,7639,128.214,10
"7640",69,85,649484.1,4811853.4,43.44466461,-79.15266782,7640,128.812,10
"7641",70,85,650513.4,4812261.2,43.4481285,-79.13984175,7641,129.655,10
"7642",71,85,651542.7,4812669,43.45159092,-79.12701425,7642,130.57,10
"7643",72,85,652571.9,4813076.8,43.4550519,-79.11418658,7643,130.783,10
"7644",73,85,653599.5,4813472.5,43.45840284,-79.10138065,7644,131.116,10
"7645",74,85,654625.4,4813855.9,43.46164197,-79.08859785,7645,132.232,10
"7646",75,85,655651.3,4814239.4,43.46488055,-79.0758137,7646,133.592,10
"7647",76,85,656677.2,4814622.8,43.46811677,-79.06302825,7647,133.587,10
"7648",77,85,657700.4,4814994,43.47124232,-79.05027838,7648,133.538,10
"7649",78,85,658721,4815353,43.47425717,-79.03756292,7649,133.497,10
"7650",79,85,659741.6,4815712,43.47727059,-79.02484624,7650,133.185,10
"7651",80,85,660762.2,4816070.9,43.48028166,-79.01212837,7651,133.626,10
"7652",81,85,661779.6,4816418.2,43.4831876,-78.99945228,7652,134.836,10
"7653",82,85,662793.8,4816753.7,43.48598662,-78.9868181,7653,135.683,10
"7654",83,85,663808,4817089.2,43.48878422,-78.97418279,7654,135.666,10
"7655",84,85,664822.2,4817424.8,43.4915813,-78.96154634,7655,135.724,10
"7656",85,85,665827.8,4817749.8,43.49428348,-78.94901829,7656,136.433,10
"7657",86,85,666824.9,4818064.5,43.49689347,-78.9365974,7657,136.897,10
"7658",87,85,667822,4818379.2,43.49950209,-78.92417548,7658,137.338,10
"7659",88,85,668819.1,4818693.8,43.50210844,-78.91175258,7659,138.129,10
"7660",89,85,669896.3,4819048.8,43.50505873,-78.89832583,7660,139.898,10
"7661",90,85,671053.7,4819444.2,43.5083526,-78.88389364,7661,141.652,10
"7662",91,85,672211.1,4819839.6,43.5116446,-78.86945994,7662,142.711,10
"7663",92,85,673368.5,4820235,43.51493475,-78.85502474,7663,143.235,10
"7664",93,85,674524.4,4820621.5,43.51814331,-78.84060944,7664,142.39,10
"7665",94,85,675678.8,4820999,43.52126939,-78.82621413,7665,142.39,10
"7666",95,85,676833.2,4821376.5,43.52439362,-78.81181739,7666,144.897,10
"7667",96,85,677987.6,4821754,43.52751601,-78.79741924,7667,147.941,10
"7668",97,85,679142.2,4822115.3,43.53049073,-78.78302254,7668,149.13,10
"7669",98,85,680297.1,4822460.3,43.53331689,-78.76862619,7669,151.318,10
"7670",99,85,681452.1,4822805.3,43.53614117,-78.75422733,7670,152.222,10
"7671",100,85,682607,4823150.4,43.53896453,-78.73982839,7671,153.839,10
"7672",101,85,683763.8,4823475.6,43.54160654,-78.72541141,7672,154.773,10
"7673",102,85,684922.3,4823781.2,43.54406993,-78.7109789,7673,155.587,10
"7674",103,85,686080.9,4824086.7,43.54653055,-78.69654408,7674,156.134,10
"7675",104,85,687239.5,4824392.2,43.54898932,-78.68210815,7675,156.262,10
"7676",105,85,688401.3,4824676,43.5512502,-78.66763908,7676,157.489,10
"7677",106,85,689566.3,4824938,43.55331228,-78.65313703,7677,160.305,10
"7678",107,85,690731.3,4825200,43.55537249,-78.63863406,7678,162.728,10
"7679",108,85,691896.3,4825462.1,43.55743174,-78.62413015,7679,162.758,10
"7680",109,85,693065.8,4825701.2,43.55928105,-78.60957785,7680,163.52,10
"7681",110,85,694239.7,4825917.5,43.56092222,-78.59497846,7681,164.395,10
"7682",111,85,695413.7,4826133.8,43.56256147,-78.58037712,7682,164.487,10
"7683",112,85,696587.7,4826350.1,43.56419885,-78.56577508,7683,164.042,10
"7684",113,85,697768.1,4826543.8,43.56562933,-78.55110138,7684,164.162,10
"7685",114,85,698955,4826715,43.56685377,-78.53635491,7685,166.54,10
"7686",115,85,700141.8,4826886.1,43.56807541,-78.52160921,7686,168.809,10
"7687",116,85,701328.6,4827057.2,43.56929514,-78.50686299,7687,170.813,10
"7688",117,85,702523.8,4827207.8,43.57032626,-78.49201999,7688,170.398,10
"7689",118,85,703727.2,4827337.8,43.57116789,-78.47708287,7689,169.732,10
"7690",119,85,704930.7,4827467.9,43.57200843,-78.46214414,7690,170.039,10
"7691",120,85,706134.2,4827597.9,43.57284611,-78.44720513,7691,170.673,10
"7692",121,85,707346,4827711.4,43.5735311,-78.43216942,7692,170.572,10
"7693",122,85,708566.2,4827808.5,43.57406422,-78.41703584,7693,170.749,10
"7694",123,85,709786.4,4827905.5,43.57459444,-78.40190213,7694,170.396,10
"7695",124,85,711006.7,4828002.6,43.57512352,-78.38676698,7695,170.276,10
"7696",125,85,712241.9,4828149.3,43.57609248,-78.37142789,7696,170.567,10
"7697",126,85,713492.1,4828345.7,43.5775021,-78.35588326,7697,174,10
"7698",127,85,714742.3,4828542.1,43.57890959,-78.340338,7698,177.045,10
"7699",128,85,715992.5,4828738.5,43.58031494,-78.32479212,7699,178.811,10
"7700",129,85,717313.1,4828900.4,43.58138734,-78.30838842,7700,178.006,10
"7701",130,85,718703.9,4829027.9,43.58212737,-78.2911296,7701,179.047,10
"7702",131,85,720094.7,4829155.4,43.58286479,-78.27387048,7702,180.273,10
"7703",132,85,721485.6,4829282.8,43.58359866,-78.25660988,7703,181.163,10
"7704",133,85,722884.8,4829402.3,43.58425638,-78.23924955,7704,182.348,10
"7705",134,85,724292.3,4829513.7,43.5848361,-78.22178963,7705,182.096,10
