"","X.2","X.1","X","date_time","Year","Longitude","Latitude","Agency","Program","station_id","node_fvcom","nLayers_fvcom","sigthick_fvcom","sigma","node_EFDC","nLayers_efdc","sigthick_efdc","I_Index","J_Index","K_Index","sample_depth","water_depth","TP_ugL.1","Model_source","JulianDate"
"1",322,579,603,2013-04-04,2013,-79.35405,43.504083,"",NA,NA,5488,20,5.3432,1,9704,10,10.6864,58,94,1,0,106.864,3.693,"LOTP",1365033600
"2",323,584,608,2013-04-04,2013,-79.079033,43.515867,"",NA,NA,7099,20,6.9259,1,8577,10,13.8518,77,89,1,0,138.518,3.369,"LOTP",1365033600
"3",336,789,819,2013-04-04,2013,-78.798233,43.5968,"",NA,NA,8470,20,6.981,1,8836,10,13.962,98,90,1,0,139.62,3.354,"LOTP",1365033600
"4",341,970,1007,2013-04-04,2013,-78.02755,43.7166,"GLNPO",NA,NA,14291,20,6.55965,1,9791,10,13.1193,145,94,1,0,131.193,3.962,"LOTP",1365033600
"5",738,971,1008,2013-04-04,2013,-78.02755,43.7166,"GLNPO",NA,NA,14291,20,6.55965,1,9791,10,13.1193,145,94,1,1.7,131.193,4.053,"LOTP",1365033600
"6",870,790,820,2013-04-04,2013,-78.798233,43.5968,"",NA,NA,8470,20,6.981,1,8836,10,13.962,98,90,1,2.7,139.62,3.717,"LOTP",1365033600
"7",871,1349,1400,2013-04-04,2013,-78.802,43.6,"USEPA","GLNPO","ON33M",8348,20,6.81205,1,8835,10,13.6241,97,91,1,2.7,136.241,3.717,"LOEM",1365033600
"8",878,580,604,2013-04-04,2013,-79.35405,43.504083,"",NA,NA,5488,20,5.3432,1,9704,10,10.6864,58,94,1,3.5,106.864,4.138,"LOTP",1365033600
"9",879,585,609,2013-04-04,2013,-79.079033,43.515867,"",NA,NA,7099,20,6.9259,1,8577,10,13.8518,77,89,1,3.5,138.518,4.112,"LOTP",1365033600
"10",892,791,821,2013-04-04,2013,-78.798233,43.5968,"",NA,NA,8470,20,6.981,1,8836,10,13.962,98,90,1,4.9,139.62,3.673,"LOTP",1365033600
"11",893,1350,1401,2013-04-04,2013,-78.802,43.6,"USEPA","GLNPO","ON33M",8348,20,6.81205,1,8835,10,13.6241,97,91,1,4.9,136.241,3.673,"LOEM",1365033600
"12",989,792,822,2013-04-04,2013,-78.798233,43.5968,"",NA,NA,8470,20,6.981,1,8836,10,13.962,98,90,1,9.9,139.62,3.635,"LOTP",1365033600
"13",990,1351,1402,2013-04-04,2013,-78.802,43.6,"USEPA","GLNPO","ON33M",8348,20,6.81205,1,8835,10,13.6241,97,91,1,9.9,136.241,3.635,"LOEM",1365033600
"14",1157,793,823,2013-04-04,2013,-78.798233,43.5968,"",NA,NA,8470,20,6.981,2,8836,10,13.962,98,90,2,20,139.62,3.834,"LOTP",1365033600
"15",1162,1352,1403,2013-04-04,2013,-78.802,43.6,"USEPA","GLNPO","ON33M",8348,20,6.81205,2,8835,10,13.6241,97,91,2,20,136.241,3.834,"LOEM",1365033600
"16",1297,794,824,2013-04-04,2013,-78.798233,43.5968,"",NA,NA,8470,20,6.981,4,8836,10,13.962,98,90,3,29.9,139.62,3.552,"LOTP",1365033600
"17",1298,1353,1404,2013-04-04,2013,-78.802,43.6,"USEPA","GLNPO","ON33M",8348,20,6.81205,4,8835,10,13.6241,97,91,3,29.9,136.241,3.552,"LOEM",1365033600
"18",1364,795,825,2013-04-04,2013,-78.798233,43.5968,"",NA,NA,8470,20,6.981,5,8836,10,13.962,98,90,3,40,139.62,3.411,"LOTP",1365033600
"19",1365,1354,1405,2013-04-04,2013,-78.802,43.6,"USEPA","GLNPO","ON33M",8348,20,6.81205,5,8835,10,13.6241,97,91,3,40,136.241,3.411,"LOEM",1365033600
"20",1456,796,826,2013-04-04,2013,-78.798233,43.5968,"",NA,NA,8470,20,6.981,7,8836,10,13.962,98,90,4,50,139.62,3.447,"LOTP",1365033600
"21",1457,1355,1406,2013-04-04,2013,-78.802,43.6,"USEPA","GLNPO","ON33M",8348,20,6.81205,7,8835,10,13.6241,97,91,4,50,136.241,3.447,"LOEM",1365033600
"22",1525,581,605,2013-04-04,2013,-79.35405,43.504083,"",NA,NA,5488,20,5.3432,9,9704,10,10.6864,58,94,5,52,106.864,3.922,"LOTP",1365033600
"23",1527,972,1009,2013-04-04,2013,-78.02755,43.7166,"GLNPO",NA,NA,14291,20,6.55965,9,9791,10,13.1193,145,94,5,64,131.193,4.45,"LOTP",1365033600
"24",1534,586,610,2013-04-04,2013,-79.079033,43.515867,"",NA,NA,7099,20,6.9259,9,8577,10,13.8518,77,89,5,68,138.518,3.759,"LOTP",1365033600
"25",1733,797,827,2013-04-04,2013,-78.798233,43.5968,"",NA,NA,8470,20,6.981,14,8836,10,13.962,98,90,8,100,139.62,3.361,"LOTP",1365033600
"26",1734,1356,1407,2013-04-04,2013,-78.802,43.6,"USEPA","GLNPO","ON33M",8348,20,6.81205,14,8835,10,13.6241,97,91,8,100,136.241,3.361,"LOEM",1365033600
"27",1839,582,606,2013-04-04,2013,-79.35405,43.504083,"",NA,NA,5488,20,5.3432,17,9704,10,10.6864,58,94,9,93.6,106.864,3.897,"LOTP",1365033600
"28",1855,973,1010,2013-04-04,2013,-78.02755,43.7166,"GLNPO",NA,NA,14291,20,6.55965,17,9791,10,13.1193,145,94,9,118,131.193,4.025,"LOTP",1365033600
"29",1856,1359,1410,2013-04-04,2013,-78.026833,43.716633,"USEPA","GLNPO","ON41",14358,20,6.55965,17,9791,10,13.1193,145,94,10,118,131.193,4.025,"LOEM",1365033600
"30",1940,587,611,2013-04-04,2013,-79.079033,43.515867,"",NA,NA,7099,20,6.9259,18,8577,10,13.8518,77,89,10,127.2,138.518,4.246,"LOTP",1365033600
"31",1942,798,828,2013-04-04,2013,-78.798233,43.5968,"",NA,NA,8470,20,6.981,18,8836,10,13.962,98,90,10,128.3,139.62,3.03,"LOTP",1365033600
"32",1943,1357,1408,2013-04-04,2013,-78.802,43.6,"USEPA","GLNPO","ON33M",8348,20,6.81205,18,8835,10,13.6241,97,91,10,128.3,136.241,3.03,"LOEM",1365033600
"33",1999,583,607,2013-04-04,2013,-79.35405,43.504083,"",NA,NA,5488,20,5.3432,19,9704,10,10.6864,58,94,10,103,106.864,3.597,"LOTP",1365033600
"34",2014,974,1011,2013-04-04,2013,-78.02755,43.7166,"GLNPO",NA,NA,14291,20,6.55965,19,9791,10,13.1193,145,94,10,126.5,131.193,4.149,"LOTP",1365033600
"35",2034,588,612,2013-04-04,2013,-79.079033,43.515867,"",NA,NA,7099,20,6.9259,19,8577,10,13.8518,77,89,10,134.7,138.518,4.316,"LOTP",1365033600
"36",2046,799,829,2013-04-04,2013,-78.798233,43.5968,"",NA,NA,8470,20,6.981,19,8836,10,13.962,98,90,10,136,139.62,3.34,"LOTP",1365033600
"37",2047,1358,1409,2013-04-04,2013,-78.802,43.6,"USEPA","GLNPO","ON33M",8348,20,6.81205,19,8835,10,13.6241,97,91,10,136,136.241,3.34,"LOEM",1365033600
"38",315,427,446,2013-04-05,2013,-77.4381,43.4431,"LOLA2013",NA,NA,19272,20,9.765,1,6229,10,19.53,180,78,1,0,195.3,4.672,"LOTP",1365120000
"39",329,645,672,2013-04-05,2013,-77.199883,43.5797,"",NA,NA,23161,20,7.16045,1,8694,10,14.3209,194,89,1,0,143.209,5.215,"LOTP",1365120000
"40",347,1039,1076,2013-04-05,2013,-77.018633,43.731867,"",NA,NA,25647,20,4.4784,1,11134,10,8.9568,207,100,1,0,89.568,4.893,"LOTP",1365120000
"41",349,1104,1142,2013-04-05,2013,-77.4384,43.771967,"GLNPO",NA,NA,21746,20,2.67605,1,11516,10,5.3521,177,102,1,0,53.521,4.35,"LOTP",1365120000
"42",868,1105,1143,2013-04-05,2013,-77.4384,43.771967,"GLNPO",NA,NA,21746,20,2.67605,1,11516,10,5.3521,177,102,1,2.4,53.521,3.884,"LOTP",1365120000
"43",869,1040,1077,2013-04-05,2013,-77.018633,43.731867,"",NA,NA,25647,20,4.4784,1,11134,10,8.9568,207,100,1,2.5,89.568,6.721,"LOTP",1365120000
"44",876,646,673,2013-04-05,2013,-77.199883,43.5797,"",NA,NA,23161,20,7.16045,1,8694,10,14.3209,194,89,1,3.3,143.209,5.16,"LOTP",1365120000
"45",877,428,447,2013-04-05,2013,-77.4381,43.4431,"LOLA2013",NA,NA,19272,20,9.765,1,6229,10,19.53,180,78,1,3.4,195.3,4.659,"LOTP",1365120000
"46",901,429,448,2013-04-05,2013,-77.4381,43.4431,"LOLA2013",NA,NA,19272,20,9.765,1,6229,10,19.53,180,78,1,5,195.3,4.013,"LOTP",1365120000
"47",992,430,449,2013-04-05,2013,-77.4381,43.4431,"LOLA2013",NA,NA,19272,20,9.765,1,6229,10,19.53,180,78,1,10,195.3,4.613,"LOTP",1365120000
"48",1144,431,450,2013-04-05,2013,-77.4381,43.4431,"LOLA2013",NA,NA,19272,20,9.765,2,6229,10,19.53,180,78,2,19.9,195.3,5.339,"LOTP",1365120000
"49",1246,432,451,2013-04-05,2013,-77.4381,43.4431,"LOLA2013",NA,NA,19272,20,9.765,3,6229,10,19.53,180,78,2,30,195.3,4.426,"LOTP",1365120000
"50",1309,433,452,2013-04-05,2013,-77.4381,43.4431,"LOLA2013",NA,NA,19272,20,9.765,4,6229,10,19.53,180,78,3,40,195.3,4.742,"LOTP",1365120000
"51",1369,434,453,2013-04-05,2013,-77.4381,43.4431,"LOLA2013",NA,NA,19272,20,9.765,5,6229,10,19.53,180,78,3,50,195.3,4.197,"LOTP",1365120000
"52",1509,1106,1144,2013-04-05,2013,-77.4384,43.771967,"GLNPO",NA,NA,21746,20,2.67605,9,11516,10,5.3521,177,102,5,24.5,53.521,3.971,"LOTP",1365120000
"53",1521,1041,1078,2013-04-05,2013,-77.018633,43.731867,"",NA,NA,25647,20,4.4784,9,11134,10,8.9568,207,100,5,44.1,89.568,4.186,"LOTP",1365120000
"54",1579,647,674,2013-04-05,2013,-77.199883,43.5797,"",NA,NA,23161,20,7.16045,10,8694,10,14.3209,194,89,6,76,143.209,4.765,"LOTP",1365120000
"55",1586,435,454,2013-04-05,2013,-77.4381,43.4431,"LOLA2013",NA,NA,19272,20,9.765,10,6229,10,19.53,180,78,6,100,195.3,4.459,"LOTP",1365120000
"56",1724,1107,1145,2013-04-05,2013,-77.4384,43.771967,"GLNPO",NA,NA,21746,20,2.67605,14,11516,10,5.3521,177,102,8,38.8,53.521,4.2,"LOTP",1365120000
"57",1830,1108,1146,2013-04-05,2013,-77.4384,43.771967,"GLNPO",NA,NA,21746,20,2.67605,17,11516,10,5.3521,177,102,9,46.9,53.521,4.138,"LOTP",1365120000
"58",1834,1042,1079,2013-04-05,2013,-77.018633,43.731867,"",NA,NA,25647,20,4.4784,17,11134,10,8.9568,207,100,9,77.8,89.568,4.309,"LOTP",1365120000
"59",1966,436,455,2013-04-05,2013,-77.4381,43.4431,"LOLA2013",NA,NA,19272,20,9.765,18,6229,10,19.53,180,78,10,183.1,195.3,4.473,"LOTP",1365120000
"60",1995,1043,1080,2013-04-05,2013,-77.018633,43.731867,"",NA,NA,25647,20,4.4784,19,11134,10,8.9568,207,100,10,85.5,89.568,4.841,"LOTP",1365120000
"61",2079,437,456,2013-04-05,2013,-77.4381,43.4431,"LOLA2013",NA,NA,19272,20,9.765,19,6229,10,19.53,180,78,10,191.2,195.3,4.596,"LOTP",1365120000
"62",2182,648,675,2013-04-05,2013,-77.199883,43.5797,"",NA,NA,23161,20,7.16045,20,8694,10,14.3209,194,89,10,143.5,143.209,4.26,"LOTP",1365120000
"63",2194,649,676,2013-04-05,2013,-77.199883,43.5797,"",NA,NA,23161,20,7.16045,20,8694,10,14.3209,194,89,10,151.2,143.209,6.126,"LOTP",1365120000
"64",313,372,391,2013-04-07,2013,-77.917383,43.4164,"",NA,NA,14029,20,4.55045,1,5231,10,9.1009,152,73,1,0,91.009,4.8,"LOTP",1365292800
"65",867,373,392,2013-04-07,2013,-77.917383,43.4164,"",NA,NA,14029,20,4.55045,1,5231,10,9.1009,152,73,1,2.4,91.009,4.845,"LOTP",1365292800
"66",1518,374,393,2013-04-07,2013,-77.917383,43.4164,"",NA,NA,14029,20,4.55045,9,5231,10,9.1009,152,73,5,43.1,91.009,4.673,"LOTP",1365292800
"67",1790,375,394,2013-04-07,2013,-77.917383,43.4164,"",NA,NA,14029,20,4.55045,16,5231,10,9.1009,152,73,9,75.8,91.009,5.783,"LOTP",1365292800
"68",1909,376,395,2013-04-07,2013,-77.917383,43.4164,"",NA,NA,14029,20,4.55045,18,5231,10,9.1009,152,73,10,84,91.009,4.597,"LOTP",1365292800
"69",481,205,215,2013-04-08,2013,-78.86833,43.32639,"ECCC",NA,NA,5823,20,0.88335,1,3063,10,1.7667,85,61,1,1,17.667,17.2,"LOTP",1365379200
"70",508,303,318,2013-04-08,2013,-79.06722,43.36944,"ECCC",NA,NA,6294,20,4.76975,1,5921,10,9.5395,72,77,1,1,95.395,6,"LOTP",1365379200
"71",229,1360,1411,2013-04-09,2013,-78.0007,43.4806,"GLWQA","CSMI","39",13485,20,7.5335,0,5996,10,15.067,147,77,1,1,150.67,6.3,"LOEM",1365465600
"72",502,285,298,2013-04-09,2013,-77.71167,43.34972,"",NA,NA,13871,20,1.04785,1,2634,10,2.0957,165,58,1,1,20.957,11,"LOTP",1365465600
"73",504,287,300,2013-04-09,2013,-78.73028,43.35917,"ECCC",NA,NA,6974,20,1.5162,1,4108,10,3.0324,96,67,1,1,30.324,9.8,"LOTP",1365465600
"74",515,334,350,2013-04-09,2013,-77.98889,43.38333,"ECCC",NA,NA,11566,20,1.0516,1,3126,10,2.1032,148,61,1,1,21.032,9.2,"LOTP",1365465600
"75",519,358,375,2013-04-09,2013,-78.36972,43.39194,"",NA,NA,8885,20,1.3305,1,2932,10,2.661,124,61,1,1,26.61,11,"LOTP",1365465600
"76",525,365,383,2013-04-09,2013,-77.57472,43.41278,"",NA,NA,17598,20,7.8233,1,5630,10,15.6466,173,75,1,1,156.466,5.9,"LOTP",1365465600
"77",535,422,441,2013-04-09,2013,-77.71111,43.43389,"ECCC",NA,NA,16167,20,6.15015,1,5815,10,12.3003,164,76,1,1,123.003,6,"LOTP",1365465600
"78",540,501,520,2013-04-09,2013,-78.75778,43.46056,"ECCC",NA,NA,7704,20,7.0596,1,6349,10,14.1192,97,79,1,1,141.192,7.1,"LOTP",1365465600
"79",549,536,558,2013-04-09,2013,-77.99944,43.48667,"LOLA2013",NA,NA,13485,20,8.0434,1,6196,10,16.0868,147,78,1,1,160.868,6.3,"LOTP",1365465600
"80",551,550,572,2013-04-09,2013,-78.38694,43.49111,"ECCC",NA,NA,9785,20,8.14655,1,6172,10,16.2931,123,78,1,1,162.931,7.8,"LOTP",1365465600
"81",577,691,719,2013-04-09,2013,-78.01222,43.59,"ECCC",NA,NA,14033,20,9.2092,1,7717,10,18.4184,146,85,1,1,184.184,6.6,"LOTP",1365465600
"82",598,946,983,2013-04-09,2013,-78.02639,43.71639,"ECCC",NA,NA,14358,20,6.55965,1,9791,10,13.1193,145,94,1,1,131.193,5.7,"LOTP",1365465600
"83",684,1361,1412,2013-04-09,2013,-77.57481,43.41322,"ECCC","GLSP","PSN 54",17598,20,7.83225,1,5630,10,15.6645,172,75,1,1,156.645,5.9,"LOEM",1365465600
"84",995,692,720,2013-04-09,2013,-78.01222,43.59,"ECCC",NA,NA,14033,20,9.2092,1,7717,10,18.4184,146,85,1,10,184.184,6.8,"LOTP",1365465600
"85",998,947,984,2013-04-09,2013,-78.02639,43.71639,"ECCC",NA,NA,14358,20,6.55965,1,9791,10,13.1193,145,94,1,10,131.193,5.7,"LOTP",1365465600
"86",1171,693,721,2013-04-09,2013,-78.01222,43.59,"ECCC",NA,NA,14033,20,9.2092,2,7717,10,18.4184,146,85,2,25,184.184,6.7,"LOTP",1365465600
"87",1240,948,985,2013-04-09,2013,-78.02639,43.71639,"ECCC",NA,NA,14358,20,6.55965,3,9791,10,13.1193,145,94,2,25,131.193,5.7,"LOTP",1365465600
"88",1492,335,351,2013-04-09,2013,-77.98889,43.38333,"ECCC",NA,NA,11566,20,1.0516,9,3126,10,2.1032,148,61,5,10,21.032,8.8,"LOTP",1365465600
"89",1748,336,352,2013-04-09,2013,-77.98889,43.38333,"ECCC",NA,NA,11566,20,1.0516,15,3126,10,2.1032,148,61,8,16.5,21.032,8.9,"LOTP",1365465600
"90",1852,949,986,2013-04-09,2013,-78.02639,43.71639,"ECCC",NA,NA,14358,20,6.55965,17,9791,10,13.1193,145,94,9,117.5,131.193,8.4,"LOTP",1365465600
"91",1959,694,722,2013-04-09,2013,-78.01222,43.59,"ECCC",NA,NA,14033,20,9.2092,18,7717,10,18.4184,146,85,10,172,184.184,5.7,"LOTP",1365465600
"92",2007,950,987,2013-04-09,2013,-78.02639,43.71639,"ECCC",NA,NA,14358,20,6.55965,19,9791,10,13.1193,145,94,10,125.5,131.193,6.5,"LOTP",1365465600
"93",2066,695,723,2013-04-09,2013,-78.01222,43.59,"ECCC",NA,NA,14033,20,9.2092,19,7717,10,18.4184,146,85,10,180,184.184,6.5,"LOTP",1365465600
"94",281,1363,1415,2013-04-10,2013,-76.9988,43.3138,"GLWQA","CSMI","95",19708,20,2.0285,0,4043,10,4.057,205,66,1,1,40.57,8.8,"LOEM",1365552000
"95",456,97,101,2013-04-10,2013,-77.59111,43.27528,"ECCC",NA,NA,12340,20,0.7789,1,84,10,1.5578,173,14,1,1,15.578,12.6,"LOTP",1365552000
"96",474,181,189,2013-04-10,2013,-77.00028,43.31333,"ECCC",NA,NA,19306,20,1.9206,1,3870,10,3.8412,205,65,1,1,38.412,8.8,"LOTP",1365552000
"97",480,204,214,2013-04-10,2013,-77.21639,43.32528,"ECCC",NA,NA,17677,20,2.8733,1,4205,10,5.7466,193,67,1,1,57.466,5.8,"LOTP",1365552000
"98",487,223,234,2013-04-10,2013,-77.43806,43.32833,"ECCC",NA,NA,16658,20,4.2439,1,2650,10,8.4878,181,58,1,1,84.878,6.7,"LOTP",1365552000
"99",489,257,269,2013-04-10,2013,-76.84,43.33333,"ECCC",NA,NA,19722,20,0.87445,1,4930,10,1.7489,214,71,1,1,17.489,7.4,"LOTP",1365552000
"100",512,317,332,2013-04-10,2013,-77.29806,43.38194,"",NA,NA,20061,20,8.88505,1,5455,10,17.7701,189,74,1,1,177.701,5.9,"LOTP",1365552000
"101",523,362,379,2013-04-10,2013,-76.79472,43.40778,"",NA,NA,22200,20,3.44355,1,5868,10,6.8871,217,76,1,1,68.871,6.1,"LOTP",1365552000
"102",539,426,445,2013-04-10,2013,-77.4375,43.44222,"ECCC",NA,NA,19272,20,9.765,1,6229,10,19.53,180,78,1,1,195.3,6.6,"LOTP",1365552000
"103",546,517,539,2013-04-10,2013,-76.52667,43.47722,"ECCC",NA,NA,21291,20,0.88005,1,6689,10,1.7601,230,80,1,1,17.601,7.7,"LOTP",1365552000
"104",562,623,649,2013-04-10,2013,-76.73167,43.52944,"ECCC",NA,NA,23784,20,9.36105,1,7561,10,18.7221,221,84,1,1,187.221,5.7,"LOTP",1365552000
"105",563,624,650,2013-04-10,2013,-76.61917,43.54139,"ECCC",NA,NA,23778,20,8.98905,1,7797,10,17.9781,226,85,1,1,179.781,5.5,"LOTP",1365552000
"106",567,637,664,2013-04-10,2013,-76.52556,43.55,"ECCC",NA,NA,23520,20,5.76045,1,7802,10,11.5209,231,85,1,1,115.209,5.8,"LOTP",1365552000
"107",569,650,677,2013-04-10,2013,-77.19972,43.57972,"ECCC",NA,NA,23161,20,7.16045,1,8694,10,14.3209,194,89,1,1,143.209,6.3,"LOTP",1365552000
"108",583,852,883,2013-04-10,2013,-76.71306,43.60583,"ECCC",NA,NA,24650,20,9.8034,1,8722,10,19.6068,222,89,1,1,196.068,5.7,"LOTP",1365552000
"109",591,876,911,2013-04-10,2013,-76.28778,43.63222,"ECCC",NA,NA,20553,20,1.7708,1,8744,10,3.5416,244,89,1,1,35.416,8.8,"LOTP",1365552000
"110",609,1072,1109,2013-04-10,2013,-76.51722,43.75,"ECCC",NA,NA,25474,20,3.1952,1,10742,10,6.3904,233,98,1,1,63.904,6.7,"LOTP",1365552000
"111",685,1362,1413,2013-04-10,2013,-77.4353,43.3668,"GLWQA","CSMI","58",17592,20,4.2439,1,2650,10,8.4878,181,58,1,1,84.878,6.7,"LOEM",1365552000
"112",686,1367,1420,2013-04-10,2013,-76.79586,43.40864,"ECCC","GLSP","PSN 67",22200,20,3.44355,1,5868,10,6.8871,217,76,1,1,68.871,6.1,"LOEM",1365552000
"113",687,1368,1421,2013-04-10,2013,-76.52497,43.55003,"ECCC","GLSP","PSN 72",23520,20,5.76045,1,7802,10,11.5209,231,85,1,1,115.209,5.8,"LOEM",1365552000
"114",994,651,678,2013-04-10,2013,-77.19972,43.57972,"ECCC",NA,NA,23161,20,7.16045,1,8694,10,14.3209,194,89,1,10,143.209,6.4,"LOTP",1365552000
"115",1205,1073,1110,2013-04-10,2013,-76.51722,43.75,"ECCC",NA,NA,25474,20,3.1952,3,10742,10,6.3904,233,98,2,10,63.904,6.6,"LOTP",1365552000
"116",1236,652,679,2013-04-10,2013,-77.19972,43.57972,"ECCC",NA,NA,23161,20,7.16045,3,8694,10,14.3209,194,89,2,25,143.209,6.3,"LOTP",1365552000
"117",1324,1364,1417,2013-04-10,2013,-76.9988,43.3138,"GLWQA","CSMI","95",19708,20,2.0285,5,4043,10,4.057,205,66,3,10,40.57,8.7,"LOEM",1365552000
"118",1346,182,191,2013-04-10,2013,-77.00028,43.31333,"ECCC",NA,NA,19306,20,1.9206,5,3870,10,3.8412,205,65,3,10,38.412,8.7,"LOTP",1365552000
"119",1447,1074,1111,2013-04-10,2013,-76.51722,43.75,"ECCC",NA,NA,25474,20,3.1952,7,10742,10,6.3904,233,98,4,25,63.904,7.2,"LOTP",1365552000
"120",1636,518,540,2013-04-10,2013,-76.52667,43.47722,"ECCC",NA,NA,21291,20,0.88005,12,6689,10,1.7601,230,80,7,11,17.601,10.5,"LOTP",1365552000
"121",1663,1365,1418,2013-04-10,2013,-76.9988,43.3138,"GLWQA","CSMI","95",19708,20,2.0285,12,4043,10,4.057,205,66,7,25,40.57,8.4,"LOEM",1365552000
"122",1678,183,192,2013-04-10,2013,-77.00028,43.31333,"ECCC",NA,NA,19306,20,1.9206,13,3870,10,3.8412,205,65,7,25,38.412,8.4,"LOTP",1365552000
"123",1704,98,102,2013-04-10,2013,-77.59111,43.27528,"ECCC",NA,NA,12340,20,0.7789,14,84,10,1.5578,173,14,8,11,15.578,13.4,"LOTP",1365552000
"124",1762,1075,1112,2013-04-10,2013,-76.51722,43.75,"ECCC",NA,NA,25474,20,3.1952,15,10742,10,6.3904,233,98,8,50.4,63.904,6.3,"LOTP",1365552000
"125",1863,1366,1419,2013-04-10,2013,-76.9988,43.3138,"GLWQA","CSMI","95",19708,20,2.0285,18,4043,10,4.057,205,66,9,35.8,40.57,8.2,"LOEM",1365552000
"126",1887,184,193,2013-04-10,2013,-77.00028,43.31333,"ECCC",NA,NA,19306,20,1.9206,18,3870,10,3.8412,205,65,10,35.8,38.412,8.2,"LOTP",1365552000
"127",1896,1076,1113,2013-04-10,2013,-76.51722,43.75,"ECCC",NA,NA,25474,20,3.1952,18,10742,10,6.3904,233,98,10,58.4,63.904,6.7,"LOTP",1365552000
"128",2053,653,680,2013-04-10,2013,-77.19972,43.57972,"ECCC",NA,NA,23161,20,7.16045,19,8694,10,14.3209,194,89,10,142,143.209,6,"LOTP",1365552000
"129",2188,654,681,2013-04-10,2013,-77.19972,43.57972,"ECCC",NA,NA,23161,20,7.16045,20,8694,10,14.3209,194,89,10,150,143.209,6,"LOTP",1365552000
"130",612,1103,1141,2013-04-11,2013,-77.43833,43.77194,"ECCC",NA,NA,21746,20,2.67605,1,11516,10,5.3521,177,102,1,1,53.521,4.6,"LOTP",1365638400
"131",619,1151,1190,2013-04-11,2013,-77.15694,43.78639,"ECCC",NA,NA,24116,20,2.3295,1,11931,10,4.659,197,104,1,1,46.59,4.4,"LOTP",1365638400
"132",621,1181,1221,2013-04-11,2013,-77.78444,43.81972,"ECCC",NA,NA,16194,20,3.6081,1,11495,10,7.2162,156,102,1,1,72.162,4.9,"LOTP",1365638400
"133",632,1217,1259,2013-04-11,2013,-76.35472,43.8425,"",NA,NA,22422,20,1.65475,1,11783,10,3.3095,242,103,1,1,33.095,5.7,"LOTP",1365638400
"134",636,1222,1265,2013-04-11,2013,-76.99972,43.87972,"ECCC",NA,NA,24379,20,0.59365,1,12839,10,1.1873,209,110,1,1,11.873,4.5,"LOTP",1365638400
"135",639,1242,1285,2013-04-11,2013,-76.73278,43.88611,"ECCC",NA,NA,27466,20,1.71845,1,12656,10,3.4369,223,108,1,1,34.369,4.4,"LOTP",1365638400
"136",662,1291,1337,2013-04-11,2013,-76.23278,43.935,"ECCC",NA,NA,8971,20,1.02465,1,12682,10,2.0493,249,108,1,1,20.493,5.8,"LOTP",1365638400
"137",665,1306,1352,2013-04-11,2013,-77.58833,43.95139,"ECCC",NA,NA,15413,20,0.87875,1,12976,10,1.7575,166,112,1,1,17.575,4.7,"LOTP",1365638400
"138",668,1309,1357,2013-04-11,2013,-76.4075,43.95667,"ECCC",NA,NA,20355,20,1.19585,1,12871,10,2.3917,241,110,1,1,23.917,4.3,"LOTP",1365638400
"139",670,1311,1359,2013-04-11,2013,-76.67167,44.01556,"ECCC",NA,NA,28649,20,1.7677,1,13303,10,3.5354,228,117,1,1,35.354,4.2,"LOTP",1365638400
"140",674,1326,1376,2013-04-11,2013,-76.81139,44.06611,"ECCC",NA,NA,29821,20,1.1733,1,13480,10,2.3466,221,122,1,1,23.466,4.3,"LOTP",1365638400
"141",676,1328,1379,2013-04-11,2013,-76.52111,44.07472,"ECCC",NA,NA,25606,20,0.9321,1,13417,10,1.8642,236,120,1,1,18.642,4,"LOTP",1365638400
"142",679,1331,1382,2013-04-11,2013,-76.82556,44.13583,"ECCC",NA,NA,30017,20,1.64885,1,13622,10,3.2977,221,127,1,1,32.977,5.4,"LOTP",1365638400
"143",682,1347,1398,2013-04-11,2013,-76.61056,44.14083,"ECCC",NA,NA,27418,20,0.92105,1,13608,10,1.8421,233,126,1,1,18.421,4.3,"LOTP",1365638400
"144",688,1369,1422,2013-04-11,2013,-76.23492,43.9331,"ECCC","GLSP","PSN 98",9265,20,1.02465,1,12682,10,2.0493,249,108,1,1,20.493,5.8,"LOEM",1365638400
"145",689,1372,1425,2013-04-11,2013,-76.82499,44.1362,"ECCC","GLSP","PSN 90",29999,20,1.64885,1,13622,10,3.2977,221,127,1,1,32.977,5.4,"LOEM",1365638400
"146",690,1377,1430,2013-04-11,2013,-77.158,43.789,"USEPA","GLNPO","ON61N",24116,20,2.47675,1,11930,10,4.9535,196,104,1,1,49.535,4.4,"LOEM",1365638400
"147",1082,1294,1340,2013-04-11,2013,-78.05083,43.94944,"ECCC",NA,NA,10984,20,0.4132,2,12577,8,1.033,143,108,1,1,8.264,5.1,"LOTP",1365638400
"148",1284,1152,1192,2013-04-11,2013,-77.15694,43.78639,"ECCC",NA,NA,24116,20,2.3295,4,11931,10,4.659,197,104,3,10,46.59,4.2,"LOTP",1365638400
"149",1285,1378,1432,2013-04-11,2013,-77.158,43.789,"USEPA","GLNPO","ON61N",24116,20,2.47675,4,11930,10,4.9535,196,104,3,10,49.535,4.2,"LOEM",1365638400
"150",1347,1312,1360,2013-04-11,2013,-76.67167,44.01556,"ECCC",NA,NA,28649,20,1.7677,5,13303,10,3.5354,228,117,3,10,35.354,4.2,"LOTP",1365638400
