"","X.2","X.1","X","date_time","Year","Longitude","Latitude","Agency","Program","station_id","node_fvcom","nLayers_fvcom","sigthick_fvcom","sigma","node_EFDC","nLayers_efdc","sigthick_efdc","I_Index","J_Index","K_Index","sample_depth","water_depth","TP_ugL.1","Model_source","JulianDate"
"312",2,1489,1551,2013-05-20,2013,-79.139,43.297,"NYSDEC","BMP","NWL",5376,20,0.7785,0,5143,10,1.557,64,73,1,0,15.57,8,"LOEM",1369008000
"313",24,1490,1552,2013-05-20,2013,-78.192,43.382,"NYSDEC","BMP","OOL",9626,20,0.5185,0,2103,10,1.037,136,55,1,0,10.37,7.3,"LOEM",1369008000
"314",56,1482,1544,2013-05-20,2013,-77.70513,43.30712,"SUNY","LTCZSS","Braddock Bay",10763,20,0.072,0,316,1,1.44,166,28,1,0,1.44,128.4,"LOEM",1369008000
"315",61,1488,1550,2013-05-20,2013,-77.687,43.2916,"SUNY","LTCZSS","Long Pond North",11060,20,0.065,0,166,1,1.3,167,20,1,0,1.3,81.9,"LOEM",1369008000
"316",140,1491,1553,2013-05-20,2013,-76.961,43.289,"NYSDEC","BMP","SOL",17203,20,0.462,0,1525,9,1.026666667,208,51,1,0,9.24,6.3,"LOEM",1369008000
"317",197,1492,1554,2013-05-20,2013,-76.221,43.657,"NYSDEC","BMP","SPL",17296,20,0.7645,0,8985,10,1.529,247,90,1,0,15.29,5.9,"LOEM",1369008000
"318",238,1474,1536,2013-05-20,2013,-78.0007,43.4806,"GLWQA","CSMI","39",13485,20,7.5335,0,5996,10,15.067,147,77,1,2,150.67,8.738,"LOEM",1369008000
"319",370,1477,1539,2013-05-20,2013,-79.0052,43.2972,"USEPA","GLNPO","ON22N",5389,20,0.5435,1,3565,10,1.087,73,64,1,0,10.87,12.1,"LOEM",1369008000
"320",371,1483,1545,2013-05-20,2013,-77.6838,43.29832,"SUNY","LTCZSS","BraddockL",11068,20,0.1018,1,219,2,1.018,167,23,1,0,2.036,19,"LOEM",1369008000
"321",372,1484,1546,2013-05-20,2013,-77.60572,43.25695,"SUNY","LTCZSS","Genesee River",10517,20,0.1907,1,31,4,0.9535,172,7,1,0,3.814,95.2,"LOEM",1369008000
"322",373,1485,1547,2013-05-20,2013,-77.60572,43.25695,"SUNY","LTCZSS","GeneseeL",10517,20,0.1907,1,18,4,0.9535,172,7,1,0,3.814,53.9,"LOEM",1369008000
"323",374,1486,1548,2013-05-20,2013,-77.89707,43.42514,"SUNY","LTCZSS","LO 100m",14030,20,5.8336,1,5419,10,11.6672,153,74,1,0,116.672,5.7,"LOEM",1369008000
"324",375,1487,1549,2013-05-20,2013,-77.89393,43.37652,"SUNY","LTCZSS","LO 30m",13164,20,1.99395,1,3474,10,3.9879,154,63,1,0,39.879,3.4,"LOEM",1369008000
"325",788,1479,1541,2013-05-20,2013,-78.0109,43.59,"GLWQA","CSMI","40",14033,20,9.2092,1,7717,10,18.4184,146,85,1,2,184.184,7.807,"LOEM",1369008000
"326",789,1481,1543,2013-05-20,2013,-77.989,43.383,"USEPA","GLNPO","ON38N",11566,20,1.0516,1,3126,10,2.1032,148,61,2,2,21.032,7,"LOEM",1369008000
"327",908,538,560,2013-05-20,2013,-78,43.4867,"LOLA2013",NA,NA,13485,20,8.0434,1,6196,10,16.0868,147,78,1,5,160.868,8.738,"LOTP",1369008000
"328",920,712,742,2013-05-20,2013,-78.0108,43.5903,"LOLA2013",NA,NA,14033,20,9.2092,1,7717,10,18.4184,146,85,1,5,184.184,7.807,"LOTP",1369008000
"329",1029,1480,1542,2013-05-20,2013,-78.0109,43.59,"GLWQA","CSMI","40",14033,20,9.2092,1,7717,10,18.4184,146,85,1,15,184.184,8.332,"LOEM",1369008000
"330",1071,37,41,2013-05-20,2013,-77.60572,43.25695,"",NA,NA,10517,20,0.1907,2,31,4,0.9535,172,7,1,0.5,3.814,53.9,"LOTP",1369008000
"331",1172,714,744,2013-05-20,2013,-78.0108,43.5903,"LOLA2013",NA,NA,14033,20,9.2092,2,7717,10,18.4184,146,85,2,25,184.184,8.332,"LOTP",1369008000
"332",1181,1476,1538,2013-05-20,2013,-78.0007,43.4806,"GLWQA","CSMI","39",13485,20,7.5335,3,5996,10,15.067,147,77,2,20,150.67,7.195,"LOEM",1369008000
"333",1248,540,562,2013-05-20,2013,-78,43.4867,"LOLA2013",NA,NA,13485,20,8.0434,3,6196,10,16.0868,147,78,2,30,160.868,7.195,"LOTP",1369008000
"334",1266,124,131,2013-05-20,2013,-77.6838,43.29832,"",NA,NA,11068,20,0.1018,4,219,2,1.018,167,23,1,0.5,2.036,19,"LOTP",1369008000
"335",1278,323,338,2013-05-20,2013,-77.9894,43.3833,"LOLA2013",NA,NA,11566,20,1.0516,4,3126,10,2.1032,148,61,3,5,21.032,7,"LOTP",1369008000
"336",1540,539,561,2013-05-20,2013,-78,43.4867,"LOLA2013",NA,NA,13485,20,8.0434,9,6196,10,16.0868,147,78,5,80,160.868,5.689,"LOTP",1369008000
"337",1542,713,743,2013-05-20,2013,-78.0108,43.5903,"LOLA2013",NA,NA,14033,20,9.2092,9,7717,10,18.4184,146,85,5,90,184.184,6.119,"LOTP",1369008000
"338",1543,1478,1540,2013-05-20,2013,-78.0109,43.59,"GLWQA","CSMI","40",14033,20,9.2092,9,7717,10,18.4184,146,85,5,90,184.184,6.632,"LOEM",1369008000
"339",1595,1475,1537,2013-05-20,2013,-78.0007,43.4806,"GLWQA","CSMI","39",13485,20,7.5335,11,5996,10,15.067,147,77,6,80,150.67,5.689,"LOEM",1369008000
"340",1605,324,339,2013-05-20,2013,-77.9894,43.3833,"LOLA2013",NA,NA,11566,20,1.0516,11,3126,10,2.1032,148,61,6,12,21.032,5.4,"LOTP",1369008000
"341",1756,310,325,2013-05-20,2013,-77.89393,43.37652,"LONNS_Makarewicz",NA,NA,13164,20,1.99395,15,3474,10,3.9879,154,63,8,30,39.879,3.4,"LOTP",1369008000
"342",1779,322,337,2013-05-20,2013,-77.9894,43.3833,"LOLA2013",NA,NA,11566,20,1.0516,16,3126,10,2.1032,148,61,9,17,21.032,7.443,"LOTP",1369008000
"343",1846,416,435,2013-05-20,2013,-77.89707,43.42514,"",NA,NA,14030,20,5.8336,17,5419,10,11.6672,153,74,9,100,116.672,5.7,"LOTP",1369008000
"344",2061,537,559,2013-05-20,2013,-78,43.4867,"LOLA2013",NA,NA,13485,20,8.0434,19,6196,10,16.0868,147,78,10,153,160.868,5.545,"LOTP",1369008000
"345",2199,711,741,2013-05-20,2013,-78.0108,43.5903,"LOLA2013",NA,NA,14033,20,9.2092,20,7717,10,18.4184,146,85,10,188,184.184,5.442,"LOTP",1369008000
"346",2205,1473,1535,2013-05-20,2013,-78.0007,43.4806,"GLWQA","CSMI","39",13485,20,7.5335,20,5996,10,15.067,147,77,10,153,150.67,5.545,"LOEM",1369008000
"347",790,1493,1555,2013-05-21,2013,-79.3946,43.5867,"USEPA","GLNPO","ON09N",4917,20,3.0271,1,11192,10,6.0542,58,101,1,2,60.542,7.079,"LOEM",1369094400
"348",791,1495,1557,2013-05-21,2013,-79.2798,43.3037,"GLWQA","CSMI","18",4669,20,4.2114,1,5904,10,8.4228,55,77,1,2,84.228,7.862,"LOEM",1369094400
"349",792,1499,1561,2013-05-21,2013,-79.352,43.503,"USEPA","GLNPO","ON12",5488,20,5.3432,1,9704,10,10.6864,58,94,1,2,106.864,6.356,"LOEM",1369094400
"350",793,1502,1564,2013-05-21,2013,-79.2862,43.3836,"GLWQA","CSMI","19",5498,20,5.3878,1,7170,10,10.7756,58,83,1,2,107.756,7.41,"LOEM",1369094400
"351",794,1506,1568,2013-05-21,2013,-78.026833,43.716633,"USEPA","GLNPO","ON41",14358,20,6.55965,1,9791,10,13.1193,145,94,1,2,131.193,5.94,"LOEM",1369094400
"352",795,1508,1570,2013-05-21,2013,-78.0364,43.8413,"GLWQA","CSMI","42",13253,20,3.34285,1,11483,10,6.6857,144,102,2,2,66.857,6.995,"LOEM",1369094400
"353",894,147,154,2013-05-21,2013,-79.2781,43.3036,"LOLA2013",NA,NA,4803,20,4.2114,1,5904,10,8.4228,55,77,1,5,84.228,7.862,"LOTP",1369094400
"354",897,339,355,2013-05-21,2013,-79.2853,43.3836,"LOLA2013",NA,NA,5498,20,5.3878,1,7170,10,10.7756,58,83,1,5,107.756,7.41,"LOTP",1369094400
"355",912,570,593,2013-05-21,2013,-79.3531,43.5033,"LOLA2013",NA,NA,5488,20,5.3432,1,9704,10,10.6864,58,94,1,5,106.864,6.356,"LOTP",1369094400
"356",918,683,711,2013-05-21,2013,-79.3944,43.5867,"LOLA2013",NA,NA,4917,20,3.0271,1,11192,10,6.0542,58,101,1,5,60.542,7.079,"LOTP",1369094400
"357",940,935,972,2013-05-21,2013,-78.0264,43.715,"LOLA2013",NA,NA,14358,20,6.55965,1,9791,10,13.1193,145,94,1,5,131.193,5.94,"LOTP",1369094400
"358",954,1206,1248,2013-05-21,2013,-78.0381,43.8408,"LOLA2013",NA,NA,13253,20,3.34285,1,11483,10,6.6857,144,102,1,5,66.857,6.995,"LOTP",1369094400
"359",1101,1510,1572,2013-05-21,2013,-79.4525,43.6238,"GLWQA","CSMI","8",3096,20,0.7571,2,11982,10,1.5142,56,105,4,2,15.142,7.747,"LOEM",1369094400
"360",1112,1497,1559,2013-05-21,2013,-79.2798,43.3037,"GLWQA","CSMI","18",4669,20,4.2114,2,5904,10,8.4228,55,77,2,10,84.228,7.112,"LOEM",1369094400
"361",1125,1503,1565,2013-05-21,2013,-79.2862,43.3836,"GLWQA","CSMI","19",5498,20,5.3878,2,7170,10,10.7756,58,83,3,15,107.756,6.021,"LOEM",1369094400
"362",1186,1504,1566,2013-05-21,2013,-79.272,43.225,"USEPA","GLNPO","ON17N",3212,20,0.58565,3,4064,10,1.1713,52,67,0,2,11.713,7.602,"LOEM",1369094400
"363",1217,148,155,2013-05-21,2013,-79.2781,43.3036,"LOLA2013",NA,NA,4803,20,4.2114,3,5904,10,8.4228,55,77,2,16,84.228,7.112,"LOTP",1369094400
"364",1224,1500,1562,2013-05-21,2013,-79.352,43.503,"USEPA","GLNPO","ON12",5488,20,5.3432,3,9704,10,10.6864,58,94,3,20,106.864,6.234,"LOEM",1369094400
"365",1286,1494,1556,2013-05-21,2013,-79.3946,43.5867,"USEPA","GLNPO","ON09N",4917,20,3.0271,4,11192,10,6.0542,58,101,4,15,60.542,6.6,"LOEM",1369094400
"366",1293,341,357,2013-05-21,2013,-79.2853,43.3836,"LOLA2013",NA,NA,5498,20,5.3878,4,7170,10,10.7756,58,83,3,25,107.756,6.021,"LOTP",1369094400
"367",1395,865,899,2013-05-21,2013,-79.4528,43.6231,"LOLA2013",NA,NA,3312,20,0.7571,6,11982,10,1.5142,56,105,4,5,15.142,7.747,"LOTP",1369094400
"368",1412,685,713,2013-05-21,2013,-79.3944,43.5867,"LOLA2013",NA,NA,4917,20,3.0271,6,11192,10,6.0542,58,101,4,20,60.542,6.6,"LOTP",1369094400
"369",1419,572,595,2013-05-21,2013,-79.3531,43.5033,"LOLA2013",NA,NA,5488,20,5.3432,6,9704,10,10.6864,58,94,4,35,106.864,6.234,"LOTP",1369094400
"370",1420,1507,1569,2013-05-21,2013,-78.026833,43.716633,"USEPA","GLNPO","ON41",14358,20,6.55965,6,9791,10,13.1193,145,94,4,40,131.193,5.917,"LOEM",1369094400
"371",1422,937,974,2013-05-21,2013,-78.0264,43.715,"LOLA2013",NA,NA,14358,20,6.55965,6,9791,10,13.1193,145,94,4,45,131.193,5.917,"LOTP",1369094400
"372",1448,1509,1571,2013-05-21,2013,-78.0364,43.8413,"GLWQA","CSMI","42",13253,20,3.34285,7,11483,10,6.6857,144,102,5,25,66.857,5.348,"LOEM",1369094400
"373",1470,7,8,2013-05-21,2013,-79.2719,43.2247,"LOLA2013",NA,NA,3212,20,0.58565,8,4064,10,1.1713,52,67,5,5,11.713,7.602,"LOTP",1369094400
"374",1488,1208,1250,2013-05-21,2013,-78.0381,43.8408,"LOLA2013",NA,NA,13253,20,3.34285,8,11483,10,6.6857,144,102,5,30,66.857,5.348,"LOTP",1369094400
"375",1611,1496,1558,2013-05-21,2013,-79.2798,43.3037,"GLWQA","CSMI","18",4669,20,4.2114,11,5904,10,8.4228,55,77,6,48,84.228,5.939,"LOEM",1369094400
"376",1613,340,356,2013-05-21,2013,-79.2853,43.3836,"LOLA2013",NA,NA,5498,20,5.3878,11,7170,10,10.7756,58,83,6,60,107.756,4.981,"LOTP",1369094400
"377",1668,867,901,2013-05-21,2013,-79.4528,43.6231,"LOLA2013",NA,NA,3312,20,0.7571,13,11982,10,1.5142,56,105,7,10.5,15.142,7.536,"LOTP",1369094400
"378",1669,1511,1573,2013-05-21,2013,-79.4525,43.6238,"GLWQA","CSMI","8",3096,20,0.7571,13,11982,10,1.5142,56,105,8,10.5,15.142,7.536,"LOEM",1369094400
"379",1681,1207,1249,2013-05-21,2013,-78.0381,43.8408,"LOLA2013",NA,NA,13253,20,3.34285,13,11483,10,6.6857,144,102,7,45,66.857,6.337,"LOTP",1369094400
"380",1687,571,594,2013-05-21,2013,-79.3531,43.5033,"LOLA2013",NA,NA,5488,20,5.3432,13,9704,10,10.6864,58,94,7,70,106.864,5.139,"LOTP",1369094400
"381",1688,1498,1560,2013-05-21,2013,-79.352,43.503,"USEPA","GLNPO","ON12",5488,20,5.3432,13,9704,10,10.6864,58,94,7,70,106.864,6.008,"LOEM",1369094400
"382",1692,936,973,2013-05-21,2013,-78.0264,43.715,"LOLA2013",NA,NA,14358,20,6.55965,13,9791,10,13.1193,145,94,7,90,131.193,5.134,"LOTP",1369094400
"383",1706,866,900,2013-05-21,2013,-79.4528,43.6231,"LOLA2013",NA,NA,3312,20,0.7571,14,11982,10,1.5142,56,105,8,11,15.142,8.587,"LOTP",1369094400
"384",1726,684,712,2013-05-21,2013,-79.3944,43.5867,"LOLA2013",NA,NA,4917,20,3.0271,14,11192,10,6.0542,58,101,8,45,60.542,5.779,"LOTP",1369094400
"385",1892,686,714,2013-05-21,2013,-79.3944,43.5867,"LOLA2013",NA,NA,4917,20,3.0271,18,11192,10,6.0542,58,101,10,57,60.542,5.777,"LOTP",1369094400
"386",1902,1205,1247,2013-05-21,2013,-78.0381,43.8408,"LOLA2013",NA,NA,13253,20,3.34285,18,11483,10,6.6857,144,102,10,63,66.857,5.502,"LOTP",1369094400
"387",2001,342,358,2013-05-21,2013,-79.2853,43.3836,"LOLA2013",NA,NA,5498,20,5.3878,19,7170,10,10.7756,58,83,10,104,107.756,4.982,"LOTP",1369094400
"388",2002,1501,1563,2013-05-21,2013,-79.2862,43.3836,"GLWQA","CSMI","19",5498,20,5.3878,19,7170,10,10.7756,58,83,10,104,107.756,5,"LOEM",1369094400
"389",2004,573,596,2013-05-21,2013,-79.3531,43.5033,"LOLA2013",NA,NA,5488,20,5.3432,19,9704,10,10.6864,58,94,10,106,106.864,5.132,"LOTP",1369094400
"390",2117,6,7,2013-05-21,2013,-79.2719,43.2247,"LOLA2013",NA,NA,3212,20,0.58565,20,4064,10,1.1713,52,67,10,12.6,11.713,5.79,"LOTP",1369094400
"391",2168,146,153,2013-05-21,2013,-79.2781,43.3036,"LOLA2013",NA,NA,4803,20,4.2114,20,5904,10,8.4228,55,77,10,87,84.228,4.81,"LOTP",1369094400
"392",2180,934,971,2013-05-21,2013,-78.0264,43.715,"LOLA2013",NA,NA,14358,20,6.55965,20,9791,10,13.1193,145,94,10,132,131.193,5.814,"LOTP",1369094400
"393",2181,1505,1567,2013-05-21,2013,-78.026833,43.716633,"USEPA","GLNPO","ON41",14358,20,6.55965,20,9791,10,13.1193,145,94,10,132,131.193,5.477,"LOEM",1369094400
"394",127,1524,1589,2013-05-22,2013,-77.181,43.283,"SUNY","LTCZSS","Pultneyville",16702,20,0.247,0,820,5,0.988,195,44,1,0,4.94,3.8,"LOEM",1369180800
"395",376,1523,1587,2013-05-22,2013,-77.53476,43.23477,"SUNY","LTCZSS","IrondBayL",10042,20,0.17105,1,2,3,1.140333333,176,2,1,0,3.421,15.1,"LOEM",1369180800
"396",796,1513,1576,2013-05-22,2013,-78.802,43.6,"USEPA","GLNPO","ON33M",8348,20,6.81205,1,8835,10,13.6241,97,91,1,2,136.241,9.146,"LOEM",1369180800
"397",797,1517,1581,2013-05-22,2013,-76.9276,43.5266,"GLWQA","CSMI","64",24355,20,10.7817,1,7782,10,21.5634,211,85,1,2,215.634,4.319,"LOEM",1369180800
"398",798,1520,1584,2013-05-22,2013,-76.8832,43.4236,"GLWQA","CSMI","65",22663,20,7.1215,1,6061,10,14.243,212,77,1,2,142.43,5.535,"LOEM",1369180800
"399",898,396,415,2013-05-22,2013,-76.8833,43.4233,"LOLA2013",NA,NA,22663,20,7.1215,1,6061,10,14.243,212,77,1,5,142.43,5.535,"LOTP",1369180800
"400",914,611,636,2013-05-22,2013,-76.9275,43.525,"LOLA2013",NA,NA,24355,20,10.7817,1,7782,10,21.5634,211,85,1,5,215.634,4.319,"LOTP",1369180800
"401",927,766,796,2013-05-22,2013,-78.8008,43.5964,"LOLA2013",NA,NA,8348,20,6.93235,1,8835,10,13.8647,97,90,1,5,138.647,9.146,"LOTP",1369180800
"402",1030,1519,1583,2013-05-22,2013,-76.9276,43.5266,"GLWQA","CSMI","64",24355,20,10.7817,1,7782,10,21.5634,211,85,1,15,215.634,5.335,"LOEM",1369180800
"403",1066,20,22,2013-05-22,2013,-77.53476,43.23477,"",NA,NA,10042,20,0.17105,2,2,3,1.140333333,176,2,1,0.5,3.421,33.1,"LOTP",1369180800
"404",1102,1522,1586,2013-05-22,2013,-76.8392,43.3326,"GLWQA","CSMI","66",19722,20,0.87445,2,4930,10,1.7489,214,71,0,2,17.489,4.276,"LOEM",1369180800
"405",1126,1515,1578,2013-05-22,2013,-78.802,43.6,"USEPA","GLNPO","ON33M",8348,20,6.81205,2,8835,10,13.6241,97,91,2,15,136.241,11.611,"LOEM",1369180800
"406",1127,1521,1585,2013-05-22,2013,-76.8832,43.4236,"GLWQA","CSMI","65",22663,20,7.1215,2,6061,10,14.243,212,77,2,15,142.43,5.183,"LOEM",1369180800
"407",1148,398,417,2013-05-22,2013,-76.8833,43.4233,"LOLA2013",NA,NA,22663,20,7.1215,2,6061,10,14.243,212,77,2,20,142.43,5.183,"LOTP",1369180800
"408",1170,613,638,2013-05-22,2013,-76.9275,43.525,"LOLA2013",NA,NA,24355,20,10.7817,2,7782,10,21.5634,211,85,2,25,215.634,5.335,"LOTP",1369180800
"409",1237,768,798,2013-05-22,2013,-78.8008,43.5964,"LOLA2013",NA,NA,8348,20,6.93235,3,8835,10,13.8647,97,90,2,25,138.647,11.611,"LOTP",1369180800
"410",1338,252,264,2013-05-22,2013,-76.8392,43.3331,"LOLA2013",NA,NA,19722,20,0.87445,5,4930,10,1.7489,214,71,3,5,17.489,4.276,"LOTP",1369180800
"411",1461,612,637,2013-05-22,2013,-76.9275,43.525,"LOLA2013",NA,NA,24355,20,10.7817,7,7782,10,21.5634,211,85,4,80,215.634,5.243,"LOTP",1369180800
"412",1462,1518,1582,2013-05-22,2013,-76.9276,43.5266,"GLWQA","CSMI","64",24355,20,10.7817,7,7782,10,21.5634,211,85,4,80,215.634,5.243,"LOEM",1369180800
"413",1489,397,416,2013-05-22,2013,-76.8833,43.4233,"LOLA2013",NA,NA,22663,20,7.1215,8,6061,10,14.243,212,77,5,60,142.43,4.539,"LOTP",1369180800
"414",1573,767,797,2013-05-22,2013,-78.8008,43.5964,"LOLA2013",NA,NA,8348,20,6.93235,10,8835,10,13.8647,97,90,6,70,138.647,5.61,"LOTP",1369180800
"415",1575,1514,1577,2013-05-22,2013,-78.802,43.6,"USEPA","GLNPO","ON33M",8348,20,6.81205,10,8835,10,13.6241,97,91,6,70,136.241,5.61,"LOEM",1369180800
"416",1776,251,263,2013-05-22,2013,-76.8392,43.3331,"LOLA2013",NA,NA,19722,20,0.87445,16,4930,10,1.7489,214,71,9,14,17.489,5,"LOTP",1369180800
"417",2036,765,795,2013-05-22,2013,-78.8008,43.5964,"LOLA2013",NA,NA,8348,20,6.93235,19,8835,10,13.8647,97,90,10,135,138.647,4.571,"LOTP",1369180800
"418",2039,1512,1574,2013-05-22,2013,-78.802,43.6,"USEPA","GLNPO","ON33M",8348,20,6.81205,19,8835,10,13.6241,97,91,10,135,136.241,4.571,"LOEM",1369180800
"419",2184,395,414,2013-05-22,2013,-76.8833,43.4233,"LOLA2013",NA,NA,22663,20,7.1215,20,6061,10,14.243,212,77,10,149,142.43,6.166,"LOTP",1369180800
"420",2202,610,635,2013-05-22,2013,-76.9275,43.525,"LOLA2013",NA,NA,24355,20,10.7817,20,7782,10,21.5634,211,85,10,219,215.634,5.2,"LOTP",1369180800
"421",2203,1516,1579,2013-05-22,2013,-76.9276,43.5266,"GLWQA","CSMI","64",24355,20,10.7817,20,7782,10,21.5634,211,85,10,219,215.634,5.2,"LOEM",1369180800
"422",173,1529,1595,2013-05-23,2013,-76.374,43.925,"NYSDEC","BMP","GIL",15913,20,0.437,0,12675,9,0.971111111,242,108,1,0,8.74,6.9,"LOEM",1369267200
"423",198,1530,1596,2013-05-23,2013,-76.289,43.95,"NYSDEC","BMP","CBL",11457,20,0.316,0,12786,6,1.053333333,247,109,1,0,6.32,8.4,"LOEM",1369267200
"424",799,1526,1592,2013-05-23,2013,-77.4353,43.3668,"GLWQA","CSMI","58",17592,20,4.2439,1,2650,10,8.4878,181,58,1,2,84.878,5.912,"LOEM",1369267200
"425",800,1531,1598,2013-05-23,2013,-77.4381,43.4431,"USEPA","GLNPO","ON55M",19272,20,9.765,1,6229,10,19.53,180,78,1,2,195.3,10,"LOEM",1369267200
"426",801,1534,1601,2013-05-23,2013,-76.9698,43.6355,"GLWQA","CSMI","715",24984,20,7.4927,1,9634,10,14.9854,209,93,1,2,149.854,3.864,"LOEM",1369267200
"427",802,1537,1604,2013-05-23,2013,-77.4407,43.5984,"GLWQA","CSMI","716",21116,20,7.64385,1,8679,10,15.2877,179,89,1,2,152.877,10.2,"LOEM",1369267200
"428",803,1540,1607,2013-05-23,2013,-77.4393,43.2999,"GLWQA","CSMI","717",14886,20,1.769,1,594,10,3.538,181,38,2,2,35.38,4.154,"LOEM",1369267200
"429",804,1542,1609,2013-05-23,2013,-77.0155,43.731183,"USEPA","GLNPO","ON63",25427,20,4.4784,1,11134,10,8.9568,207,100,1,2,89.568,5.296,"LOEM",1369267200
"430",895,225,237,2013-05-23,2013,-77.44,43.33,"LOLA2013",NA,NA,16658,20,4.4829,1,2819,10,8.9658,181,59,1,5,89.658,5.912,"LOTP",1369267200
"431",902,439,458,2013-05-23,2013,-77.4381,43.4431,"LOLA2013",NA,NA,19272,20,9.765,1,6229,10,19.53,180,78,1,5,195.3,10,"LOTP",1369267200
"432",931,808,838,2013-05-23,2013,-77.44,43.5972,"LOLA2013",NA,NA,21116,20,7.64385,1,8679,10,15.2877,179,89,1,5,152.877,10.2,"LOTP",1369267200
"433",934,881,917,2013-05-23,2013,-76.9694,43.6356,"LOLA2013",NA,NA,24984,20,7.4927,1,9634,10,14.9854,209,93,1,5,149.854,3.864,"LOTP",1369267200
"434",946,1000,1037,2013-05-23,2013,-77.0158,43.7311,"LOLA2013",NA,NA,25427,20,4.4784,1,11134,10,8.9568,207,100,1,5,89.568,5.296,"LOTP",1369267200
"435",1001,1535,1602,2013-05-23,2013,-76.9698,43.6355,"GLWQA","CSMI","715",24984,20,7.4927,1,9634,10,14.9854,209,93,1,10,149.854,4.297,"LOEM",1369267200
"436",1002,1538,1605,2013-05-23,2013,-77.4407,43.5984,"GLWQA","CSMI","716",21116,20,7.64385,1,8679,10,15.2877,179,89,1,10,152.877,5.897,"LOEM",1369267200
"437",1031,1532,1599,2013-05-23,2013,-77.4381,43.4431,"USEPA","GLNPO","ON55M",19272,20,9.765,1,6229,10,19.53,180,78,1,15,195.3,6.236,"LOEM",1369267200
"438",1113,1528,1594,2013-05-23,2013,-77.4353,43.3668,"GLWQA","CSMI","58",17592,20,4.2439,2,2650,10,8.4878,181,58,1,10,84.878,5.697,"LOEM",1369267200
"439",1124,883,919,2013-05-23,2013,-76.9694,43.6356,"LOLA2013",NA,NA,24984,20,7.4927,2,9634,10,14.9854,209,93,2,15,149.854,4.297,"LOTP",1369267200
"440",1149,441,460,2013-05-23,2013,-77.4381,43.4431,"LOLA2013",NA,NA,19272,20,9.765,2,6229,10,19.53,180,78,2,20,195.3,6.236,"LOTP",1369267200
"441",1158,810,840,2013-05-23,2013,-77.44,43.5972,"LOLA2013",NA,NA,21116,20,7.64385,2,8679,10,15.2877,179,89,2,20,152.877,5.897,"LOTP",1369267200
"442",1292,227,239,2013-05-23,2013,-77.44,43.33,"LOLA2013",NA,NA,16658,20,4.4829,4,2819,10,8.9658,181,59,3,20,89.658,5.697,"LOTP",1369267200
"443",1348,1541,1608,2013-05-23,2013,-77.4393,43.2999,"GLWQA","CSMI","717",14886,20,1.769,5,594,10,3.538,181,38,4,10,35.38,4.476,"LOEM",1369267200
"444",1357,1543,1610,2013-05-23,2013,-77.0155,43.731183,"USEPA","GLNPO","ON63",25427,20,4.4784,5,11134,10,8.9568,207,100,3,25,89.568,4.262,"LOEM",1369267200
"445",1418,1002,1039,2013-05-23,2013,-77.0158,43.7311,"LOLA2013",NA,NA,25427,20,4.4784,6,11134,10,8.9568,207,100,4,30,89.568,4.262,"LOTP",1369267200
"446",1436,109,115,2013-05-23,2013,-77.44,43.2817,"LOLA2013",NA,NA,14100,20,0.65735,7,269,10,1.3147,181,25,4,5,13.147,4.154,"LOTP",1369267200
"447",1582,809,839,2013-05-23,2013,-77.44,43.5972,"LOLA2013",NA,NA,21116,20,7.64385,10,8679,10,15.2877,179,89,6,80,152.877,5.211,"LOTP",1369267200
"448",1583,882,918,2013-05-23,2013,-76.9694,43.6356,"LOLA2013",NA,NA,24984,20,7.4927,10,9634,10,14.9854,209,93,6,80,149.854,4.2,"LOTP",1369267200
"449",1584,1533,1600,2013-05-23,2013,-76.9698,43.6355,"GLWQA","CSMI","715",24984,20,7.4927,10,9634,10,14.9854,209,93,6,80,149.854,4.276,"LOEM",1369267200
"450",1585,1536,1603,2013-05-23,2013,-77.4407,43.5984,"GLWQA","CSMI","716",21116,20,7.64385,10,8679,10,15.2877,179,89,6,80,152.877,5.327,"LOEM",1369267200
"451",1587,440,459,2013-05-23,2013,-77.4381,43.4431,"LOLA2013",NA,NA,19272,20,9.765,10,6229,10,19.53,180,78,6,100,195.3,6.862,"LOTP",1369267200
"452",1684,1001,1038,2013-05-23,2013,-77.0158,43.7311,"LOLA2013",NA,NA,25427,20,4.4784,13,11134,10,8.9568,207,100,7,60,89.568,3.775,"LOTP",1369267200
"453",1836,226,238,2013-05-23,2013,-77.44,43.33,"LOLA2013",NA,NA,16658,20,4.4829,17,2819,10,8.9658,181,59,9,80,89.658,5.874,"LOTP",1369267200
"454",1879,1539,1606,2013-05-23,2013,-77.4393,43.2999,"GLWQA","CSMI","717",14886,20,1.769,18,594,10,3.538,181,38,10,32,35.38,5.383,"LOEM",1369267200
"455",1905,1527,1593,2013-05-23,2013,-77.4353,43.3668,"GLWQA","CSMI","58",17592,20,4.2439,18,2650,10,8.4878,181,58,5,80,84.878,5.874,"LOEM",1369267200
"456",1996,999,1036,2013-05-23,2013,-77.0158,43.7311,"LOLA2013",NA,NA,25427,20,4.4784,19,11134,10,8.9568,207,100,10,86,89.568,4.065,"LOTP",1369267200
"457",2057,807,837,2013-05-23,2013,-77.44,43.5972,"LOLA2013",NA,NA,21116,20,7.64385,19,8679,10,15.2877,179,89,10,147,152.877,5.359,"LOTP",1369267200
