Date,JulianDate,Latitude,Longitude,I_Index,J_Index,K_Index,Number_Layers,Sigma_Layer_Thickness,TP_ugL-1,Sample_Depth,Water_Depth,Source
9/10/2013,1378771200,43.46,-78.76,97,79,1,10,14.1192,6.702,5,141.192,LOLA2013
9/10/2013,1378771200,43.46,-78.76,97,79,8,10,14.1192,4.572,100,141.192,LOLA2013
9/10/2013,1378771200,43.46,-78.76,97,79,2,10,14.1192,6.004,25,141.192,LOLA2013
9/10/2013,1378771200,43.46,-78.76,97,79,10,10,14.1192,5.598,134,141.192,LOLA2013
4/9/2013,1365465600,43.46056,-78.75778,97,79,1,10,14.1192,7.1,1,141.192,ECCC
5/21/2018,1526860800,43.4611,-78.7594,97,79,1,10,14.1192,7.54,6,141.192,ECCC
5/21/2018,1526860800,43.4611,-78.7594,97,79,6,10,14.1192,5.96,75.3,141.192,ECCC
5/21/2018,1526860800,43.4611,-78.7594,97,79,10,10,14.1192,5.47,133.5,141.192,ECCC
7/27/2018,1532649600,43.4611,-78.7594,97,79,1,10,14.1192,42.6,5,141.192,ECCC
7/27/2018,1532649600,43.4611,-78.7594,97,79,2,10,14.1192,20,22,141.192,ECCC
7/27/2018,1532649600,43.4611,-78.7594,97,79,10,10,14.1192,66.7,134,141.192,ECCC
8/27/2013,1377561600,43.46139,-78.75972,97,79,1,10,14.1192,6.8,1,141.192,ECCC
8/27/2013,1377561600,43.46139,-78.75972,97,79,1,10,14.1192,6.4,1,141.192,ECCC
5/21/2018,1526860800,43.46222,-78.76,97,79,1,10,14.1192,5.1,2,141.192,ECCC
5/21/2018,1526860800,43.46222,-78.76,97,79,1,10,14.1192,10,2,141.192,ECCC
5/21/2018,1526860800,43.46222,-78.76,97,79,6,10,14.1192,4.7,75.3,141.192,ECCC
5/21/2018,1526860800,43.46222,-78.76,97,79,10,10,14.1192,4.2,133.5,141.192,ECCC
9/3/2013,1378166400,43.46611,-79.53028,45,96,1,10,6.3275,9.7,1,63.275,ECCC
4/15/2013,1365984000,43.46639,-79.53083,45,96,1,10,6.3275,5.2,1,63.275,ECCC
8/13/2018,1534118400,43.46694,-79.52972,45,96,1,10,6.3275,18.4,1,63.275,ECCC
8/13/2018,1534118400,43.46694,-79.52972,45,96,1,10,6.3275,5.5,1,63.275,ECCC
8/16/2018,1534377600,43.47667,-76.52667,230,80,1,10,1.7601,8.8,1,17.601,ECCC
8/16/2018,1534377600,43.47667,-76.52667,230,80,6,10,1.7601,8.2,10,17.601,ECCC
4/10/2013,1365552000,43.47722,-76.52667,230,80,1,10,1.7601,7.7,1,17.601,ECCC
4/10/2013,1365552000,43.47722,-76.52667,230,80,7,10,1.7601,10.5,11,17.601,ECCC
8/28/2013,1377648000,43.4775,-76.52639,230,80,1,10,1.7601,36.1,1,17.601,ECCC
8/28/2013,1377648000,43.4775,-76.52639,230,80,6,10,1.7601,13.1,10,17.601,ECCC
5/23/2018,1527033600,43.47778,-76.525,230,80,2,10,1.7601,6.2,2,17.601,ECCC
5/23/2018,1527033600,43.47778,-76.525,230,80,6,10,1.7601,6.1,9.5,17.601,ECCC
5/22/2018,1526947200,43.4861,-78.0003,147,78,1,10,16.0868,4.76,11,160.868,
5/22/2018,1526947200,43.4861,-78.0003,147,78,5,10,16.0868,2.41,76.5,160.868,
5/22/2018,1526947200,43.4861,-78.0003,147,78,10,10,16.0868,2.55,151,160.868,
6/20/2018,1529452800,43.4861,-78.0003,147,78,1,10,16.0868,2.28,4,160.868,
6/20/2018,1529452800,43.4861,-78.0003,147,78,1,10,16.0868,3.44,14,160.868,
6/20/2018,1529452800,43.4861,-78.0003,147,78,10,10,16.0868,0.61,151.6,160.868,
9/27/2018,1538006400,43.4861,-78.0003,147,78,1,10,16.0868,5.84,8,160.868,
9/27/2018,1538006400,43.4861,-78.0003,147,78,2,10,16.0868,7.21,24,160.868,
9/27/2018,1538006400,43.4861,-78.0003,147,78,10,10,16.0868,5.94,150,160.868,
8/16/2018,1534377600,43.48611,-78.00056,147,78,1,10,16.0868,5.6,1,160.868,ECCC
5/22/2018,1526947200,43.48639,-78.00056,147,78,1,10,16.0868,10.7,2,160.868,ECCC
5/22/2018,1526947200,43.48639,-78.00056,147,78,5,10,16.0868,5.3,76.5,160.868,ECCC
5/22/2018,1526947200,43.48639,-78.00056,147,78,10,10,16.0868,4.2,151,160.868,ECCC
4/9/2013,1365465600,43.48667,-77.99944,147,78,1,10,16.0868,6.3,1,160.868,LOLA2013
5/20/2013,1369008000,43.4867,-78,147,78,10,10,16.0868,5.545,153,160.868,LOLA2013
5/20/2013,1369008000,43.4867,-78,147,78,1,10,16.0868,8.738,5,160.868,LOLA2013
5/20/2013,1369008000,43.4867,-78,147,78,5,10,16.0868,5.689,80,160.868,LOLA2013
5/20/2013,1369008000,43.4867,-78,147,78,2,10,16.0868,7.195,30,160.868,LOLA2013
7/20/2013,1374278400,43.4867,-78,147,78,1,10,16.0868,4.132,5,160.868,LOLA2013
7/20/2013,1374278400,43.4867,-78,147,78,6,10,16.0868,3.191,90,160.868,LOLA2013
7/20/2013,1374278400,43.4867,-78,147,78,2,10,16.0868,4.03,20,160.868,LOLA2013
7/20/2013,1374278400,43.4867,-78,147,78,9,10,16.0868,3.6,144,160.868,LOLA2013
9/11/2013,1378857600,43.4867,-78,147,78,1,10,16.0868,5.87,5,160.868,LOLA2013
9/11/2013,1378857600,43.4867,-78,147,78,6,10,16.0868,4.039,90,160.868,LOLA2013
9/11/2013,1378857600,43.4867,-78,147,78,2,10,16.0868,4.302,30,160.868,LOLA2013
9/11/2013,1378857600,43.4867,-78,147,78,10,10,16.0868,5.528,146,160.868,LOLA2013
8/28/2013,1377648000,43.48694,-78,147,78,1,10,16.0868,14.1,1,160.868,ECCC
4/9/2013,1365465600,43.49111,-78.38694,123,78,1,10,16.2931,7.8,1,162.931,ECCC
4/9/2013,1365465600,43.49111,-78.38694,123,78,1,10,16.2931,6.6,1,162.931,ECCC
8/27/2013,1377561600,43.49111,-78.38694,123,78,1,10,16.2931,7.9,1,162.931,ECCC
8/16/2018,1534377600,43.4925,-78.38611,124,78,1,10,16.2975,6.4,1,162.975,ECCC
9/3/2013,1378166400,43.50222,-79.3525,58,94,1,10,10.6864,11.3,1,106.864,ECCC
4/16/2013,1366070400,43.50278,-79.35306,58,94,1,10,10.6864,4.8,1,106.864,ECCC
8/14/2018,1534204800,43.503,-79.353,58,94,1,10,10.6864,5.3,0,106.864,
8/14/2018,1534204800,43.503,-79.353,58,94,1,10,10.6864,5.238,2,106.864,
8/14/2018,1534204800,43.503,-79.353,58,94,1,10,10.6864,5.701,5,106.864,
8/14/2018,1534204800,43.503,-79.353,58,94,7,10,10.6864,5.92,67,106.864,
8/14/2018,1534204800,43.503,-79.353,58,94,9,10,10.6864,5.522,93.6,106.864,
8/14/2018,1534204800,43.503,-79.353,58,94,10,10,10.6864,5.112,101.3,106.864,
8/14/2018,1534204800,43.503,-79.353,58,94,2,10,10.6864,5.46,17,106.864,
8/13/2018,1534118400,43.50306,-79.35333,58,94,1,10,10.6864,5.9,1,106.864,ECCC
8/12/2013,1376265600,43.5032,-79.336267,59,94,1,10,10.8293,6.413,0,108.293,
8/12/2013,1376265600,43.5032,-79.336267,59,94,1,10,10.8293,5.599,1,108.293,
8/12/2013,1376265600,43.5032,-79.336267,59,94,1,10,10.8293,7.314,2.9,108.293,
8/12/2013,1376265600,43.5032,-79.336267,59,94,7,10,10.8293,2.895,70.9,108.293,
8/12/2013,1376265600,43.5032,-79.336267,59,94,9,10,10.8293,4.165,94.6,108.293,
8/12/2013,1376265600,43.5032,-79.336267,59,94,10,10,10.8293,3.186,102.5,108.293,
8/12/2013,1376265600,43.5032,-79.336267,59,94,2,10,10.8293,7.812,15.9,108.293,
5/21/2013,1369094400,43.5033,-79.3531,58,94,1,10,10.6864,6.356,5,106.864,LOLA2013
5/21/2013,1369094400,43.5033,-79.3531,58,94,7,10,10.6864,5.139,70,106.864,LOLA2013
5/21/2013,1369094400,43.5033,-79.3531,58,94,4,10,10.6864,6.234,35,106.864,LOLA2013
5/21/2013,1369094400,43.5033,-79.3531,58,94,10,10,10.6864,5.132,106,106.864,LOLA2013
5/24/2018,1527120000,43.50333,-79.35333,58,94,6,10,10.6864,4.3,58,106.864,ECCC
4/9/2018,1523232000,43.503483,-79.353783,58,94,1,10,10.6864,3.04,0,106.864,
4/9/2018,1523232000,43.503483,-79.353783,58,94,1,10,10.6864,2.764,2,106.864,
4/9/2018,1523232000,43.503483,-79.353783,58,94,5,10,10.6864,3.471,51.7,106.864,
4/9/2018,1523232000,43.503483,-79.353783,58,94,9,10,10.6864,4.003,93.4,106.864,
4/9/2018,1523232000,43.503483,-79.353783,58,94,1,10,10.6864,2.669,0,106.864,
4/4/2013,1365033600,43.504083,-79.35405,58,94,1,10,10.6864,3.693,0,106.864,
4/4/2013,1365033600,43.504083,-79.35405,58,94,1,10,10.6864,4.138,3.5,106.864,
4/4/2013,1365033600,43.504083,-79.35405,58,94,5,10,10.6864,3.922,52,106.864,
4/4/2013,1365033600,43.504083,-79.35405,58,94,9,10,10.6864,3.897,93.6,106.864,
4/4/2013,1365033600,43.504083,-79.35405,58,94,10,10,10.6864,3.597,103,106.864,
4/4/2013,1365033600,43.515867,-79.079033,77,89,1,10,13.8518,3.369,0,138.518,
4/4/2013,1365033600,43.515867,-79.079033,77,89,1,10,13.8518,4.112,3.5,138.518,
4/4/2013,1365033600,43.515867,-79.079033,77,89,5,10,13.8518,3.759,68,138.518,
4/4/2013,1365033600,43.515867,-79.079033,77,89,10,10,13.8518,4.246,127.2,138.518,
4/4/2013,1365033600,43.515867,-79.079033,77,89,10,10,13.8518,4.316,134.7,138.518,
8/12/2013,1376265600,43.516,-79.08,77,89,1,10,13.8518,5.603,0,138.518,
8/12/2013,1376265600,43.516,-79.08,77,89,1,10,13.8518,5.214,2,138.518,
8/12/2013,1376265600,43.516,-79.08,77,89,6,10,13.8518,4.009,82.3,138.518,
8/12/2013,1376265600,43.516,-79.08,77,89,10,10,13.8518,4.559,125.5,138.518,
8/12/2013,1376265600,43.516,-79.08,77,89,10,10,13.8518,7.876,133.7,138.518,
8/12/2013,1376265600,43.516,-79.08,77,89,2,10,13.8518,4.285,15.4,138.518,
8/27/2013,1377561600,43.51611,-79.07944,77,89,1,10,13.8518,6.4,1,138.518,ECCC
4/9/2018,1523232000,43.51655,-79.080083,77,89,1,10,13.8518,4.929,0,138.518,
4/9/2018,1523232000,43.51655,-79.080083,77,89,1,10,13.8518,4.197,2,138.518,
4/9/2018,1523232000,43.51655,-79.080083,77,89,5,10,13.8518,3.271,67.3,138.518,
4/9/2018,1523232000,43.51655,-79.080083,77,89,9,10,13.8518,3.502,124.6,138.518,
4/9/2018,1523232000,43.51655,-79.080083,77,89,10,10,13.8518,3.575,132.6,138.518,
4/16/2013,1366070400,43.51694,-79.08028,77,89,1,10,13.8518,5.6,1,138.518,ECCC
8/14/2018,1534204800,43.517253,-79.080518,77,89,1,10,13.8518,4.402,0,138.518,
8/14/2018,1534204800,43.517253,-79.080518,77,89,1,10,13.8518,5.92,2,138.518,
8/14/2018,1534204800,43.517253,-79.080518,77,89,1,10,13.8518,5.519,5,138.518,
8/14/2018,1534204800,43.517253,-79.080518,77,89,6,10,13.8518,5.513,82,138.518,
8/14/2018,1534204800,43.517253,-79.080518,77,89,10,10,13.8518,5.835,124.7,138.518,
8/14/2018,1534204800,43.517253,-79.080518,77,89,10,10,13.8518,4.803,132.3,138.518,
8/14/2018,1534204800,43.517253,-79.080518,77,89,2,10,13.8518,5.614,20,138.518,
8/14/2018,1534204800,43.5175,-79.07972,77,89,1,10,13.8518,5.6,1,138.518,ECCC
8/14/2018,1534204800,43.5175,-79.07972,77,89,1,10,13.8518,5.5,1,138.518,ECCC
5/22/2013,1369180800,43.525,-76.9275,211,85,10,10,21.5634,5.2,219,215.634,LOLA2013
5/22/2013,1369180800,43.525,-76.9275,211,85,1,10,21.5634,4.319,5,215.634,LOLA2013
5/22/2013,1369180800,43.525,-76.9275,211,85,4,10,21.5634,5.243,80,215.634,LOLA2013
5/22/2013,1369180800,43.525,-76.9275,211,85,2,10,21.5634,5.335,25,215.634,LOLA2013
7/22/2013,1374451200,43.525,-76.9275,211,85,1,10,21.5634,9.713,5,215.634,LOLA2013
7/22/2013,1374451200,43.525,-76.9275,211,85,5,10,21.5634,4.671,100,215.634,LOLA2013
7/22/2013,1374451200,43.525,-76.9275,211,85,1,10,21.5634,9.843,21,215.634,LOLA2013
7/22/2013,1374451200,43.525,-76.9275,211,85,10,10,21.5634,4.947,209,215.634,LOLA2013
9/12/2013,1378944000,43.525,-76.9275,211,85,1,10,21.5634,5.159,5,215.634,LOLA2013
9/12/2013,1378944000,43.525,-76.9275,211,85,6,10,21.5634,4.132,110,215.634,LOLA2013
9/12/2013,1378944000,43.525,-76.9275,211,85,2,10,21.5634,5.268,38,215.634,LOLA2013
9/12/2013,1378944000,43.525,-76.9275,211,85,10,10,21.5634,5.234,208,215.634,LOLA2013
8/28/2013,1377648000,43.52944,-76.73222,221,84,1,10,18.7221,7.8,1,187.221,ECCC
8/28/2013,1377648000,43.52944,-76.73222,221,84,1,10,18.7221,8.1,1,187.221,ECCC
4/10/2013,1365552000,43.52944,-76.73167,221,84,1,10,18.7221,5.7,1,187.221,ECCC
4/10/2013,1365552000,43.54139,-76.61917,226,85,1,10,17.9781,5.5,1,179.781,ECCC
4/10/2013,1365552000,43.54139,-76.61917,226,85,1,10,17.9781,5.6,1,179.781,ECCC
5/23/2018,1527033600,43.5415,-76.617667,226,85,1,10,17.9781,4.9,11,179.781,
5/23/2018,1527033600,43.5415,-76.617667,226,85,5,10,17.9781,4.82,82,179.781,
5/23/2018,1527033600,43.5415,-76.617667,226,85,9,10,17.9781,2.76,161.8,179.781,
6/21/2018,1529539200,43.5415,-76.617667,226,85,1,10,17.9781,2.32,6,179.781,
6/21/2018,1529539200,43.5415,-76.617667,226,85,1,10,17.9781,1.23,15,179.781,
6/21/2018,1529539200,43.5415,-76.617667,226,85,10,10,17.9781,1.23,166.5,179.781,
9/24/2018,1537747200,43.5415,-76.617667,226,85,1,10,17.9781,8.7,5.5,179.781,
9/24/2018,1537747200,43.5415,-76.617667,226,85,1,10,17.9781,5.54,15,179.781,
9/24/2018,1537747200,43.5415,-76.617667,226,85,10,10,17.9781,3.35,163.7,179.781,
8/28/2013,1377648000,43.54167,-76.61861,226,85,1,10,17.9781,8.1,1,179.781,ECCC
8/13/2018,1534118400,43.54694,-79.48806,51,101,1,10,4.0324,5.9,1,40.324,ECCC
8/28/2013,1377648000,43.54972,-76.525,231,85,1,10,11.5209,10.2,1,115.209,ECCC
4/10/2013,1365552000,43.55,-76.52556,231,85,1,10,11.5209,5.8,1,115.209,ECCC
8/16/2018,1534377600,43.55056,-76.52361,231,85,1,10,11.5209,6.7,1,115.209,ECCC
4/11/2018,1523404800,43.574018,-76.785772,218,88,1,10,19.954,4.097,0,199.54,
4/11/2018,1523404800,43.577652,-77.195905,194,88,1,10,15.3846,4.535,0,153.846,
4/11/2018,1523404800,43.577652,-77.195905,194,88,1,10,15.3846,3.789,2.3,153.846,
4/11/2018,1523404800,43.577652,-77.195905,194,88,5,10,15.3846,3.473,75.5,153.846,
4/11/2018,1523404800,43.577652,-77.195905,194,88,10,10,15.3846,3.563,141,153.846,
4/11/2018,1523404800,43.577652,-77.195905,194,88,10,10,15.3846,5.114,149,153.846,
4/5/2013,1365120000,43.5797,-77.199883,194,89,1,10,14.3209,5.215,0,143.209,
4/5/2013,1365120000,43.5797,-77.199883,194,89,1,10,14.3209,5.16,3.3,143.209,
4/5/2013,1365120000,43.5797,-77.199883,194,89,6,10,14.3209,4.765,76,143.209,
4/5/2013,1365120000,43.5797,-77.199883,194,89,10,10,14.3209,4.26,143.5,143.209,
4/5/2013,1365120000,43.5797,-77.199883,194,89,10,10,14.3209,6.126,151.2,143.209,
4/10/2013,1365552000,43.57972,-77.19972,194,89,1,10,14.3209,6.3,1,143.209,ECCC
4/10/2013,1365552000,43.57972,-77.19972,194,89,1,10,14.3209,6.4,10,143.209,ECCC
4/10/2013,1365552000,43.57972,-77.19972,194,89,2,10,14.3209,6.3,25,143.209,ECCC
4/10/2013,1365552000,43.57972,-77.19972,194,89,10,10,14.3209,6,142,143.209,ECCC
4/10/2013,1365552000,43.57972,-77.19972,194,89,10,10,14.3209,6,150,143.209,ECCC
8/28/2013,1377648000,43.57972,-77.19972,194,89,1,10,14.3209,7.3,1,143.209,ECCC
8/28/2013,1377648000,43.57972,-77.19972,194,89,1,10,14.3209,7.4,11,143.209,ECCC
8/28/2013,1377648000,43.57972,-77.19972,194,89,2,10,14.3209,7.3,17,143.209,ECCC
8/28/2013,1377648000,43.57972,-77.19972,194,89,4,10,14.3209,4.7,43,143.209,ECCC
8/28/2013,1377648000,43.57972,-77.19972,194,89,10,10,14.3209,5.5,140,143.209,ECCC
8/28/2013,1377648000,43.57972,-77.19972,194,89,10,10,14.3209,5.8,150,143.209,ECCC
8/15/2018,1534291200,43.579985,-77.199715,194,89,1,10,14.3209,4.845,0,143.209,
8/15/2018,1534291200,43.579985,-77.199715,194,89,1,10,14.3209,5.4,2,143.209,
8/15/2018,1534291200,43.579985,-77.199715,194,89,1,10,14.3209,4.966,5,143.209,
8/15/2018,1534291200,43.579985,-77.199715,194,89,7,10,14.3209,4.578,90.1,143.209,
8/15/2018,1534291200,43.579985,-77.199715,194,89,10,10,14.3209,2.89,141.6,143.209,
8/15/2018,1534291200,43.579985,-77.199715,194,89,10,10,14.3209,4.543,149.3,143.209,
8/15/2018,1534291200,43.579985,-77.199715,194,89,1,10,14.3209,5.033,11.7,143.209,
8/12/2013,1376265600,43.58,-77.2,194,89,1,10,14.3209,6.175,0,143.209,
8/12/2013,1376265600,43.58,-77.2,194,89,1,10,14.3209,6.084,1.5,143.209,
8/12/2013,1376265600,43.58,-77.2,194,89,1,10,14.3209,6.852,6,143.209,
8/12/2013,1376265600,43.58,-77.2,194,89,7,10,14.3209,2.333,95,143.209,
8/12/2013,1376265600,43.58,-77.2,194,89,10,10,14.3209,3.326,141.5,143.209,
8/12/2013,1376265600,43.58,-77.2,194,89,10,10,14.3209,3.592,149.4,143.209,
8/12/2013,1376265600,43.58,-77.2,194,89,2,10,14.3209,5.372,18.1,143.209,
4/9/2018,1523232000,43.583333,-79.417167,57,102,1,10,4.7652,3.725,0,47.652,
8/14/2018,1534204800,43.583468,-79.416283,57,102,1,10,4.7652,3.311,0,47.652,
4/16/2013,1366070400,43.58444,-79.31222,64,99,1,10,9.6126,5.2,1,96.126,ECCC
8/14/2018,1534204800,43.58444,-79.31222,64,99,1,10,9.6126,8.7,1,96.126,ECCC
9/4/2013,1378252800,43.58444,-79.31111,64,99,1,10,9.6126,12.9,1,96.126,ECCC
9/3/2013,1378166400,43.58611,-79.39389,58,101,1,10,6.0542,15.6,1,60.542,ECCC
8/14/2018,1534204800,43.58639,-79.39306,59,101,1,10,6.3287,6,1,63.287,ECCC
8/14/2018,1534204800,43.58639,-79.39306,59,101,1,10,6.3287,5.6,1,63.287,ECCC
5/24/2018,1527120000,43.58667,-79.395,58,101,10,10,6.0542,4.5,58,60.542,ECCC
5/21/2013,1369094400,43.5867,-79.3944,58,101,1,10,6.0542,7.079,5,60.542,LOLA2013
5/21/2013,1369094400,43.5867,-79.3944,58,101,8,10,6.0542,5.779,45,60.542,LOLA2013
5/21/2013,1369094400,43.5867,-79.3944,58,101,4,10,6.0542,6.6,20,60.542,LOLA2013
5/21/2013,1369094400,43.5867,-79.3944,58,101,10,10,6.0542,5.777,57,60.542,LOLA2013
7/25/2018,1532476800,43.5867,-79.395,58,101,2,10,6.0542,4.9,10,60.542,LOLA2013
7/25/2018,1532476800,43.5867,-79.395,58,101,5,10,6.0542,1.61,30,60.542,LOLA2013
7/25/2018,1532476800,43.5867,-79.395,58,101,10,10,6.0542,5.47,57.5,60.542,LOLA2013
4/16/2013,1366070400,43.58694,-79.39528,58,101,1,10,6.0542,6.3,1,60.542,ECCC
4/9/2013,1365465600,43.59,-78.01222,146,85,1,10,18.4184,6.6,1,184.184,ECCC
4/9/2013,1365465600,43.59,-78.01222,146,85,1,10,18.4184,6.8,10,184.184,ECCC
4/9/2013,1365465600,43.59,-78.01222,146,85,2,10,18.4184,6.7,25,184.184,ECCC
4/9/2013,1365465600,43.59,-78.01222,146,85,10,10,18.4184,5.7,172,184.184,ECCC
4/9/2013,1365465600,43.59,-78.01222,146,85,10,10,18.4184,6.5,180,184.184,ECCC
8/27/2013,1377561600,43.59,-78.01194,146,85,1,10,18.4184,7.2,1,184.184,ECCC
8/27/2013,1377561600,43.59,-78.01194,146,85,1,10,18.4184,12.2,1,184.184,ECCC
8/27/2013,1377561600,43.59,-78.01194,146,85,1,10,18.4184,10.4,5,184.184,ECCC
8/27/2013,1377561600,43.59,-78.01194,146,85,1,10,18.4184,5.5,15,184.184,ECCC
8/27/2013,1377561600,43.59,-78.01194,146,85,2,10,18.4184,7,26,184.184,ECCC
8/27/2013,1377561600,43.59,-78.01194,146,85,10,10,18.4184,6.7,173,184.184,ECCC
8/27/2013,1377561600,43.59,-78.01194,146,85,10,10,18.4184,6.1,181,184.184,ECCC
5/22/2018,1526947200,43.59,-78.01167,146,85,1,10,18.4184,5.6,2,184.184,ECCC
5/22/2018,1526947200,43.59,-78.01167,146,85,1,10,18.4184,5.4,2,184.184,ECCC
5/22/2018,1526947200,43.59,-78.01167,146,85,5,10,18.4184,5,90.8,184.184,ECCC
5/22/2018,1526947200,43.59,-78.01167,146,85,10,10,18.4184,4.8,179.8,184.184,ECCC
8/16/2018,1534377600,43.59028,-78.01278,146,85,1,10,18.4184,5.1,1,184.184,ECCC
8/16/2018,1534377600,43.59028,-78.01278,146,85,1,10,18.4184,6,8.5,184.184,ECCC
8/16/2018,1534377600,43.59028,-78.01278,146,85,2,10,18.4184,7.9,20,184.184,ECCC
8/16/2018,1534377600,43.59028,-78.01278,146,85,2,10,18.4184,5.6,33,184.184,ECCC
8/16/2018,1534377600,43.59028,-78.01278,146,85,10,10,18.4184,4.6,172,184.184,ECCC
8/16/2018,1534377600,43.59028,-78.01278,146,85,10,10,18.4184,4.1,180,184.184,ECCC
5/20/2013,1369008000,43.5903,-78.0108,146,85,10,10,18.4184,5.442,188,184.184,LOLA2013
5/20/2013,1369008000,43.5903,-78.0108,146,85,1,10,18.4184,7.807,5,184.184,LOLA2013
5/20/2013,1369008000,43.5903,-78.0108,146,85,5,10,18.4184,6.119,90,184.184,LOLA2013
5/20/2013,1369008000,43.5903,-78.0108,146,85,2,10,18.4184,8.332,25,184.184,LOLA2013
7/20/2013,1374278400,43.5903,-78.0108,146,85,1,10,18.4184,2.086,5,184.184,LOLA2013
7/20/2013,1374278400,43.5903,-78.0108,146,85,7,10,18.4184,1.791,120,184.184,LOLA2013
7/20/2013,1374278400,43.5903,-78.0108,146,85,2,10,18.4184,4.278,21,184.184,LOLA2013
7/20/2013,1374278400,43.5903,-78.0108,146,85,8,10,18.4184,4.4,129,184.184,LOLA2013
9/11/2013,1378857600,43.5903,-78.0108,146,85,1,10,18.4184,4.98,5,184.184,LOLA2013
9/11/2013,1378857600,43.5903,-78.0108,146,85,6,10,18.4184,3.358,104,184.184,LOLA2013
9/11/2013,1378857600,43.5903,-78.0108,146,85,2,10,18.4184,3.019,29,184.184,LOLA2013
9/11/2013,1378857600,43.5903,-78.0108,146,85,10,10,18.4184,5.276,180,184.184,LOLA2013
5/22/2018,1526947200,43.5903,-78.0117,146,85,1,10,18.4184,3.37,11.1,184.184,
5/22/2018,1526947200,43.5903,-78.0117,146,85,5,10,18.4184,2.03,90.8,184.184,
5/22/2018,1526947200,43.5903,-78.0117,146,85,10,10,18.4184,2.22,179.8,184.184,
6/20/2018,1529452800,43.5903,-78.0117,146,85,1,10,18.4184,3.03,3.5,184.184,
6/20/2018,1529452800,43.5903,-78.0117,146,85,1,10,18.4184,2.19,11.9,184.184,
6/20/2018,1529452800,43.5903,-78.0117,146,85,10,10,18.4184,0.61,179.7,184.184,
9/27/2018,1538006400,43.5903,-78.0117,146,85,1,10,18.4184,2.78,5,184.184,
9/27/2018,1538006400,43.5903,-78.0117,146,85,1,10,18.4184,3.04,18,184.184,
9/27/2018,1538006400,43.5903,-78.0117,146,85,10,10,18.4184,10,178,184.184,
4/10/2018,1523318400,43.594518,-78.8019,97,90,1,10,13.8647,2.961,0,138.647,
4/10/2018,1523318400,43.594518,-78.8019,97,90,1,10,13.8647,3.348,2,138.647,
4/10/2018,1523318400,43.594518,-78.8019,97,90,1,10,13.8647,3.232,5,138.647,
4/10/2018,1523318400,43.594518,-78.8019,97,90,1,10,13.8647,2.757,10,138.647,
4/10/2018,1523318400,43.594518,-78.8019,97,90,2,10,13.8647,2.873,20,138.647,
4/10/2018,1523318400,43.594518,-78.8019,97,90,3,10,13.8647,4.248,30,138.647,
4/10/2018,1523318400,43.594518,-78.8019,97,90,3,10,13.8647,3.526,40,138.647,
4/10/2018,1523318400,43.594518,-78.8019,97,90,4,10,13.8647,3.385,50,138.647,
4/10/2018,1523318400,43.594518,-78.8019,97,90,8,10,13.8647,3.437,100.1,138.647,
4/10/2018,1523318400,43.594518,-78.8019,97,90,10,10,13.8647,3.771,126.7,138.647,
4/10/2018,1523318400,43.594518,-78.8019,97,90,10,10,13.8647,3.246,134.5,138.647,
8/27/2013,1377561600,43.59528,-78.80194,97,90,1,10,13.8647,5.4,1,138.647,ECCC
8/27/2013,1377561600,43.59528,-78.80194,97,90,1,10,13.8647,6.3,5.5,138.647,ECCC
8/27/2013,1377561600,43.59528,-78.80194,97,90,2,10,13.8647,9.6,18,138.647,ECCC
8/27/2013,1377561600,43.59528,-78.80194,97,90,2,10,13.8647,5.5,26,138.647,ECCC
8/27/2013,1377561600,43.59528,-78.80194,97,90,6,10,13.8647,4.1,81.5,138.647,ECCC
8/27/2013,1377561600,43.59528,-78.80194,97,90,10,10,13.8647,5.8,135.6,138.647,ECCC
8/14/2018,1534204800,43.59595,-78.8145,96,90,1,10,13.8729,4.89,0,138.729,
8/14/2018,1534204800,43.59595,-78.8145,96,90,1,10,13.8729,5.889,2,138.729,
8/14/2018,1534204800,43.59595,-78.8145,96,90,1,10,13.8729,4.241333333,5,138.729,
8/14/2018,1534204800,43.59595,-78.8145,96,90,3,10,13.8729,5.106,37,138.729,
8/14/2018,1534204800,43.59595,-78.8145,96,90,3,10,13.8729,5.976,40,138.729,
8/14/2018,1534204800,43.59595,-78.8145,96,90,4,10,13.8729,6.154,50,138.729,
8/14/2018,1534204800,43.59595,-78.8145,96,90,8,10,13.8729,5.95,100,138.729,
8/14/2018,1534204800,43.59595,-78.8145,96,90,10,10,13.8729,4.219,125.4,138.729,
8/14/2018,1534204800,43.59595,-78.8145,96,90,10,10,13.8729,6.151,133.1,138.729,
8/14/2018,1534204800,43.59595,-78.8145,96,90,1,10,13.8729,3.861575,8.4,138.729,
8/14/2018,1534204800,43.59639,-78.80139,97,90,1,10,13.8647,6.9,1,138.647,ECCC
8/14/2018,1534204800,43.59639,-78.80139,97,90,1,10,13.8647,5.2,5,138.647,ECCC
8/14/2018,1534204800,43.59639,-78.80139,97,90,2,10,13.8647,6,14,138.647,ECCC
8/14/2018,1534204800,43.59639,-78.80139,97,90,3,10,13.8647,6.2,33,138.647,ECCC
8/14/2018,1534204800,43.59639,-78.80139,97,90,10,10,13.8647,2.9,127,138.647,ECCC
8/14/2018,1534204800,43.59639,-78.80139,97,90,10,10,13.8647,3.4,135,138.647,ECCC
5/22/2013,1369180800,43.5964,-78.8008,97,90,10,10,13.8647,4.571,135,138.647,LOLA2013
