Date,JulianDate,Latitude,Longitude,I_Index,J_Index,K_Index,Number_Layers,Sigma_Layer_Thickness,TP_ugL-1,Sample_Depth,Water_Depth,Source
5/22/2013,1369180800,43.5964,-78.8008,97,90,1,10,13.8647,9.146,5,138.647,LOLA2013
5/22/2013,1369180800,43.5964,-78.8008,97,90,6,10,13.8647,5.61,70,138.647,LOLA2013
5/22/2013,1369180800,43.5964,-78.8008,97,90,2,10,13.8647,11.611,25,138.647,LOLA2013
7/19/2013,1374192000,43.5964,-78.8008,97,90,10,10,13.8647,2.879,135,138.647,LOLA2013
7/19/2013,1374192000,43.5964,-78.8008,97,90,1,10,13.8647,5.163,5,138.647,LOLA2013
7/19/2013,1374192000,43.5964,-78.8008,97,90,7,10,13.8647,1.556,90,138.647,LOLA2013
7/19/2013,1374192000,43.5964,-78.8008,97,90,2,10,13.8647,4.16,20,138.647,LOLA2013
9/10/2013,1378771200,43.5964,-78.8008,97,90,1,10,13.8647,6.511,5,138.647,LOLA2013
9/10/2013,1378771200,43.5964,-78.8008,97,90,7,10,13.8647,3.032,86,138.647,LOLA2013
9/10/2013,1378771200,43.5964,-78.8008,97,90,2,10,13.8647,4.278,26,138.647,LOLA2013
9/10/2013,1378771200,43.5964,-78.8008,97,90,10,10,13.8647,4.243,135,138.647,LOLA2013
5/21/2018,1526860800,43.5964,-78.8144,97,90,1,10,13.8647,7.45,11,138.647,
5/21/2018,1526860800,43.5964,-78.8144,97,90,5,10,13.8647,6.59,67.9,138.647,
5/21/2018,1526860800,43.5964,-78.8144,97,90,10,10,13.8647,6.3,133.7,138.647,
6/19/2018,1529366400,43.5964,-78.8144,97,90,1,10,13.8647,8.09,3.5,138.647,
6/19/2018,1529366400,43.5964,-78.8144,97,90,2,10,13.8647,11.4,23,138.647,
6/19/2018,1529366400,43.5964,-78.8144,97,90,10,10,13.8647,6.18,133.7,138.647,
7/26/2018,1532563200,43.5964,-78.8144,97,90,1,10,13.8647,10.5,5,138.647,
7/26/2018,1532563200,43.5964,-78.8144,97,90,2,10,13.8647,12.7,15,138.647,
7/26/2018,1532563200,43.5964,-78.8144,97,90,10,10,13.8647,8.29,131.7,138.647,
9/25/2018,1537833600,43.5964,-78.8144,97,90,1,10,13.8647,8.87,8.5,138.647,
9/25/2018,1537833600,43.5964,-78.8144,97,90,2,10,13.8647,8.3,25,138.647,
9/25/2018,1537833600,43.5964,-78.8144,97,90,10,10,13.8647,5.71,132.5,138.647,
4/4/2013,1365033600,43.5968,-78.798233,98,90,1,10,13.962,3.354,0,139.62,
4/4/2013,1365033600,43.5968,-78.798233,98,90,1,10,13.962,3.717,2.7,139.62,
4/4/2013,1365033600,43.5968,-78.798233,98,90,1,10,13.962,3.673,4.9,139.62,
4/4/2013,1365033600,43.5968,-78.798233,98,90,1,10,13.962,3.635,9.9,139.62,
4/4/2013,1365033600,43.5968,-78.798233,98,90,2,10,13.962,3.834,20,139.62,
4/4/2013,1365033600,43.5968,-78.798233,98,90,3,10,13.962,3.552,29.9,139.62,
4/4/2013,1365033600,43.5968,-78.798233,98,90,3,10,13.962,3.411,40,139.62,
4/4/2013,1365033600,43.5968,-78.798233,98,90,4,10,13.962,3.447,50,139.62,
4/4/2013,1365033600,43.5968,-78.798233,98,90,8,10,13.962,3.361,100,139.62,
4/4/2013,1365033600,43.5968,-78.798233,98,90,10,10,13.962,3.03,128.3,139.62,
4/4/2013,1365033600,43.5968,-78.798233,98,90,10,10,13.962,3.34,136,139.62,
5/21/2018,1526860800,43.59694,-78.81417,97,91,1,10,13.6241,5.5,2,136.241,ECCC
5/21/2018,1526860800,43.59694,-78.81417,97,91,5,10,13.6241,4.6,67.9,136.241,ECCC
5/21/2018,1526860800,43.59694,-78.81417,97,91,10,10,13.6241,4.9,133.7,136.241,ECCC
4/16/2013,1366070400,43.59694,-78.80222,97,90,1,10,13.8647,6.4,1,138.647,ECCC
4/16/2013,1366070400,43.59694,-78.80222,97,90,1,10,13.8647,6,10,138.647,ECCC
4/16/2013,1366070400,43.59694,-78.80222,97,90,10,10,13.8647,6.6,126,138.647,ECCC
4/16/2013,1366070400,43.59694,-78.80222,97,90,10,10,13.8647,5.6,134,138.647,ECCC
5/23/2013,1369267200,43.5972,-77.44,179,89,10,10,15.2877,5.359,147,152.877,LOLA2013
5/23/2013,1369267200,43.5972,-77.44,179,89,1,10,15.2877,10.2,5,152.877,LOLA2013
5/23/2013,1369267200,43.5972,-77.44,179,89,6,10,15.2877,5.211,80,152.877,LOLA2013
5/23/2013,1369267200,43.5972,-77.44,179,89,2,10,15.2877,5.897,20,152.877,LOLA2013
7/21/2013,1374364800,43.5972,-77.44,179,89,1,10,15.2877,6.204,5,152.877,LOLA2013
7/21/2013,1374364800,43.5972,-77.44,179,89,7,10,15.2877,3.917,100,152.877,LOLA2013
7/21/2013,1374364800,43.5972,-77.44,179,89,2,10,15.2877,7.592,20,152.877,LOLA2013
7/21/2013,1374364800,43.5972,-77.44,179,89,10,10,15.2877,5.673,145,152.877,LOLA2013
9/13/2013,1379030400,43.5972,-77.44,179,89,1,10,15.2877,7.063,5,152.877,LOLA2013
9/13/2013,1379030400,43.5972,-77.44,179,89,7,10,15.2877,3.597,95,152.877,LOLA2013
9/13/2013,1379030400,43.5972,-77.44,179,89,3,10,15.2877,3.6,35,152.877,LOLA2013
9/13/2013,1379030400,43.5972,-77.44,179,89,10,10,15.2877,5.484,149,152.877,LOLA2013
5/24/2018,1527120000,43.5972,-77.44,179,89,1,10,15.2877,2.6,11,152.877,LOLA2013
5/24/2018,1527120000,43.5972,-77.44,179,89,5,10,15.2877,3.32,74.3,152.877,LOLA2013
5/24/2018,1527120000,43.5972,-77.44,179,89,10,10,15.2877,4.26,146.6,152.877,LOLA2013
6/22/2018,1529625600,43.5972,-77.44,179,89,1,10,15.2877,6.8,4,152.877,LOLA2013
6/22/2018,1529625600,43.5972,-77.44,179,89,1,10,15.2877,6.52,15,152.877,LOLA2013
6/22/2018,1529625600,43.5972,-77.44,179,89,10,10,15.2877,5.67,145.5,152.877,LOLA2013
8/12/2013,1376265600,43.6,-78.802,97,91,1,10,13.6241,6.443,0,136.241,
8/12/2013,1376265600,43.6,-78.802,97,91,1,10,13.6241,4.909,1.9,136.241,
8/12/2013,1376265600,43.6,-78.802,97,91,1,10,13.6241,5.481,4,136.241,
8/12/2013,1376265600,43.6,-78.802,97,91,1,10,13.6241,5.331,6.7,136.241,
8/12/2013,1376265600,43.6,-78.802,97,91,1,10,13.6241,6.339,8.4,136.241,
8/12/2013,1376265600,43.6,-78.802,97,91,3,10,13.6241,4.101,30.1,136.241,
8/12/2013,1376265600,43.6,-78.802,97,91,3,10,13.6241,2.552,40.1,136.241,
8/12/2013,1376265600,43.6,-78.802,97,91,4,10,13.6241,3.15,50.2,136.241,
8/12/2013,1376265600,43.6,-78.802,97,91,8,10,13.6241,3.917,100.2,136.241,
8/12/2013,1376265600,43.6,-78.802,97,91,10,10,13.6241,4.46,126.9,136.241,
8/12/2013,1376265600,43.6,-78.802,97,91,10,10,13.6241,4.522,135.1,136.241,
8/12/2013,1376265600,43.6,-78.802,97,91,2,10,13.6241,6.322,16.2,136.241,
5/24/2018,1527120000,43.60028,-77.43972,179,89,1,10,15.2877,6.5,2,152.877,ECCC
5/24/2018,1527120000,43.60028,-77.43972,179,89,5,10,15.2877,5.8,74.3,152.877,ECCC
5/24/2018,1527120000,43.60028,-77.43972,179,89,10,10,15.2877,4.9,146.6,152.877,ECCC
5/23/2018,1527033600,43.60028,-76.70972,222,89,1,10,19.6068,6.4,2,196.068,ECCC
5/23/2018,1527033600,43.60028,-76.70972,222,89,1,10,19.6068,5.9,2,196.068,ECCC
5/23/2018,1527033600,43.60028,-76.70972,222,89,5,10,19.6068,8.5,95.5,196.068,ECCC
5/23/2018,1527033600,43.60028,-76.70972,222,89,10,10,19.6068,4.8,189.3,196.068,ECCC
5/23/2018,1527033600,43.6053,-76.7147,222,89,1,10,19.6068,3.69,11,196.068,
5/23/2018,1527033600,43.6053,-76.7147,222,89,5,10,19.6068,3.91,95.5,196.068,
5/23/2018,1527033600,43.6053,-76.7147,222,89,10,10,19.6068,3.72,189.3,196.068,
6/21/2018,1529539200,43.6053,-76.7147,222,89,1,10,19.6068,4.66,3.5,196.068,
6/21/2018,1529539200,43.6053,-76.7147,222,89,1,10,19.6068,5.32,11.1,196.068,
6/21/2018,1529539200,43.6053,-76.7147,222,89,10,10,19.6068,2.01,190.1,196.068,
9/24/2018,1537747200,43.6053,-76.7147,222,89,1,10,19.6068,6.58,5.5,196.068,
9/24/2018,1537747200,43.6053,-76.7147,222,89,3,10,19.6068,2.89,40,196.068,
9/24/2018,1537747200,43.6053,-76.7147,222,89,10,10,19.6068,5.18,181.8,196.068,
4/10/2013,1365552000,43.60583,-76.71306,222,89,1,10,19.6068,5.7,1,196.068,ECCC
8/28/2013,1377648000,43.60639,-76.71333,222,89,1,10,19.6068,8.4,1,196.068,ECCC
8/14/2018,1534204800,43.60806,-79.01611,84,95,1,10,12.0319,5.2,1,120.319,ECCC
9/4/2013,1378252800,43.60861,-79.01694,84,95,1,10,12.0319,6.4,1,120.319,ECCC
9/4/2013,1378252800,43.60861,-79.01694,84,95,1,10,12.0319,7.4,1,120.319,ECCC
4/16/2013,1366070400,43.60861,-79.01611,84,95,1,10,12.0319,7.9,1,120.319,ECCC
4/16/2013,1366070400,43.60861,-79.01611,84,95,1,10,12.0319,5.5,1,120.319,ECCC
8/14/2018,1534204800,43.62306,-79.45333,56,105,1,10,1.5142,8.1,1,15.142,ECCC
8/14/2018,1534204800,43.62306,-79.45333,56,105,7,10,1.5142,10.6,10,15.142,ECCC
8/14/2018,1534204800,43.62306,-79.45333,56,105,9,10,1.5142,10.3,12.5,15.142,ECCC
9/3/2013,1378166400,43.62306,-79.4525,56,105,1,10,1.5142,10.5,1,15.142,ECCC
9/3/2013,1378166400,43.62306,-79.4525,56,105,1,10,1.5142,11.6,1,15.142,ECCC
9/3/2013,1378166400,43.62306,-79.4525,56,105,3,10,1.5142,9.8,4,15.142,ECCC
9/3/2013,1378166400,43.62306,-79.4525,56,105,5,10,1.5142,9.6,7,15.142,ECCC
9/3/2013,1378166400,43.62306,-79.4525,56,105,6,10,1.5142,6.8,9,15.142,ECCC
9/3/2013,1378166400,43.62306,-79.4525,56,105,9,10,1.5142,5.9,13,15.142,ECCC
5/21/2013,1369094400,43.6231,-79.4528,56,105,4,10,1.5142,7.747,5,15.142,LOLA2013
5/21/2013,1369094400,43.6231,-79.4528,56,105,8,10,1.5142,8.587,11,15.142,LOLA2013
5/21/2013,1369094400,43.6231,-79.4528,56,105,7,10,1.5142,7.536,10.5,15.142,LOLA2013
7/25/2018,1532476800,43.6231,-79.4528,56,105,3,10,1.5142,9.69,4,15.142,LOLA2013
7/25/2018,1532476800,43.6231,-79.4528,56,105,10,10,1.5142,6.03,14,15.142,LOLA2013
4/16/2013,1366070400,43.62333,-79.45278,56,105,1,10,1.5142,6.6,1,15.142,ECCC
4/16/2013,1366070400,43.62333,-79.45278,56,105,1,10,1.5142,7,1,15.142,ECCC
4/16/2013,1366070400,43.62333,-79.45278,56,105,7,10,1.5142,7.9,10,15.142,ECCC
4/16/2013,1366070400,43.62333,-79.45278,56,105,9,10,1.5142,9.6,12.8,15.142,ECCC
8/15/2018,1534291200,43.62975,-76.290867,244,89,1,10,3.5416,2.31,0,35.416,
9/4/2013,1378252800,43.63167,-79.37833,61,104,1,8,1.003875,17.7,1,8.031,ECCC
8/14/2018,1534204800,43.63194,-79.37917,61,104,1,8,1.003875,16.3,1,8.031,ECCC
4/10/2013,1365552000,43.63222,-76.28778,244,89,1,10,3.5416,8.8,1,35.416,ECCC
4/12/2013,1365724800,43.6325,-79.37833,61,104,1,8,1.003875,14.7,1,8.031,ECCC
8/29/2013,1377734400,43.63278,-76.28778,244,89,1,10,3.5416,10.1,1,35.416,
8/29/2013,1377734400,43.63278,-76.28778,244,89,1,10,3.5416,10.4,1,35.416,ECCC
4/11/2018,1523404800,43.633117,-76.287483,244,89,1,10,3.5416,5.394,0,35.416,
5/23/2013,1369267200,43.6356,-76.9694,209,93,10,10,14.9854,4.333,152,149.854,LOLA2013
5/23/2013,1369267200,43.6356,-76.9694,209,93,1,10,14.9854,3.864,5,149.854,LOLA2013
5/23/2013,1369267200,43.6356,-76.9694,209,93,6,10,14.9854,4.2,80,149.854,LOLA2013
5/23/2013,1369267200,43.6356,-76.9694,209,93,2,10,14.9854,4.297,15,149.854,LOLA2013
7/21/2013,1374364800,43.6356,-76.9694,209,93,1,10,14.9854,8.087,5,149.854,LOLA2013
7/21/2013,1374364800,43.6356,-76.9694,209,93,6,10,14.9854,4.8,85,149.854,LOLA2013
7/21/2013,1374364800,43.6356,-76.9694,209,93,2,10,14.9854,6.312,20,149.854,LOLA2013
7/21/2013,1374364800,43.6356,-76.9694,209,93,10,10,14.9854,5.639,152,149.854,LOLA2013
9/12/2013,1378944000,43.6356,-76.9694,209,93,1,10,14.9854,5.384,5,149.854,LOLA2013
9/12/2013,1378944000,43.6356,-76.9694,209,93,7,10,14.9854,2.59,90,149.854,LOLA2013
9/12/2013,1378944000,43.6356,-76.9694,209,93,3,10,14.9854,4.11,30,149.854,LOLA2013
9/12/2013,1378944000,43.6356,-76.9694,209,93,10,10,14.9854,4.947,150,149.854,LOLA2013
5/22/2018,1526947200,43.6356,-76.9694,209,93,1,10,14.9854,2.79,11,149.854,LOLA2013
5/22/2018,1526947200,43.6356,-76.9694,209,93,6,10,14.9854,2.75,76.4,149.854,LOLA2013
5/22/2018,1526947200,43.6356,-76.9694,209,93,10,10,14.9854,1.66,150.7,149.854,LOLA2013
6/20/2018,1529452800,43.6356,-76.9694,209,93,1,10,14.9854,4.33,3.5,149.854,LOLA2013
6/20/2018,1529452800,43.6356,-76.9694,209,93,1,10,14.9854,6.38,11.1,149.854,LOLA2013
6/20/2018,1529452800,43.6356,-76.9694,209,93,10,10,14.9854,3.9,190.1,149.854,LOLA2013
9/24/2018,1537747200,43.6356,-76.9694,209,93,1,10,14.9854,4,5.5,149.854,LOLA2013
9/24/2018,1537747200,43.6356,-76.9694,209,93,2,10,14.9854,8.28,20,149.854,LOLA2013
9/24/2018,1537747200,43.6356,-76.9694,209,93,10,10,14.9854,7.44,147,149.854,LOLA2013
5/23/2018,1527033600,43.63583,-76.96944,209,93,1,10,14.9854,6.2,2,149.854,ECCC
5/23/2018,1527033600,43.63583,-76.96944,209,93,6,10,14.9854,5.4,76.4,149.854,ECCC
5/23/2018,1527033600,43.63583,-76.96944,209,93,10,10,14.9854,4.3,150.7,149.854,ECCC
4/12/2013,1365724800,43.63667,-79.36361,62,104,2,8,0.98725,15.9,1,7.898,ECCC
9/4/2013,1378252800,43.63806,-79.36167,62,104,2,8,0.98725,21.7,1,7.898,ECCC
9/4/2013,1378252800,43.63806,-79.36167,62,104,8,8,0.98725,23.8,7,7.898,ECCC
8/14/2018,1534204800,43.63806,-79.36,62,104,2,8,0.98725,26.1,1,7.898,ECCC
8/14/2018,1534204800,43.63806,-79.36,62,104,8,8,0.98725,21.7,7,7.898,ECCC
8/14/2018,1534204800,43.66806,-79.26667,69,104,1,10,1.0692,6.5,1,10.692,ECCC
9/4/2013,1378252800,43.66806,-79.26583,69,104,1,10,1.0692,16.7,1,10.692,ECCC
5/21/2018,1526860800,43.68639,-78.82722,98,97,1,10,10.6437,5.6,2,106.437,ECCC
5/21/2018,1526860800,43.68639,-78.82722,98,97,5,10,10.6437,4.8,50.7,106.437,ECCC
5/21/2018,1526860800,43.68639,-78.82722,98,97,10,10,10.6437,4.9,99.3,106.437,ECCC
7/19/2013,1374192000,43.69,-78.83,98,97,10,10,10.6437,4.666,112,106.437,LOLA2013
7/19/2013,1374192000,43.69,-78.83,98,97,1,10,10.6437,8.396,5,106.437,LOLA2013
7/19/2013,1374192000,43.69,-78.83,98,97,8,10,10.6437,4.881,80,106.437,LOLA2013
7/19/2013,1374192000,43.69,-78.83,98,97,2,10,10.6437,7.358,20,106.437,LOLA2013
9/10/2013,1378771200,43.69,-78.83,98,97,1,10,10.6437,5.91,5,106.437,LOLA2013
9/10/2013,1378771200,43.69,-78.83,98,97,7,10,10.6437,1.939,65,106.437,LOLA2013
9/10/2013,1378771200,43.69,-78.83,98,97,2,10,10.6437,5.368,20,106.437,LOLA2013
9/10/2013,1378771200,43.69,-78.83,98,97,10,10,10.6437,3.784,111,106.437,LOLA2013
5/21/2018,1526860800,43.69,-78.83,98,97,2,10,10.6437,6.06,11,106.437,LOLA2013
5/21/2018,1526860800,43.69,-78.83,98,97,5,10,10.6437,6.46,50.7,106.437,LOLA2013
5/21/2018,1526860800,43.69,-78.83,98,97,10,10,10.6437,8.73,99.3,106.437,LOLA2013
6/19/2018,1529366400,43.69,-78.83,98,97,1,10,10.6437,8,4.5,106.437,LOLA2013
6/19/2018,1529366400,43.69,-78.83,98,97,3,10,10.6437,6.9,25,106.437,LOLA2013
6/19/2018,1529366400,43.69,-78.83,98,97,10,10,10.6437,7.3,100.4,106.437,LOLA2013
7/26/2018,1532563200,43.69,-78.83,98,97,1,10,10.6437,13.9,5,106.437,LOLA2013
7/26/2018,1532563200,43.69,-78.83,98,97,2,10,10.6437,9.59,20,106.437,LOLA2013
7/26/2018,1532563200,43.69,-78.83,98,97,10,10,10.6437,8.79,98.8,106.437,LOLA2013
8/14/2018,1534204800,43.70278,-78.95722,90,101,1,10,9.54,6.3,1,95.4,ECCC
4/16/2013,1366070400,43.70306,-78.95694,90,101,1,10,9.54,5.1,1,95.4,ECCC
4/16/2013,1366070400,43.70306,-78.95694,90,101,1,10,9.54,6.3,1,95.4,ECCC
9/4/2013,1378252800,43.70361,-78.95556,90,101,1,10,9.54,10.4,1,95.4,ECCC
5/21/2013,1369094400,43.715,-78.0264,145,94,10,10,13.1193,5.814,132,131.193,LOLA2013
5/21/2013,1369094400,43.715,-78.0264,145,94,1,10,13.1193,5.94,5,131.193,LOLA2013
5/21/2013,1369094400,43.715,-78.0264,145,94,7,10,13.1193,5.134,90,131.193,LOLA2013
5/21/2013,1369094400,43.715,-78.0264,145,94,4,10,13.1193,5.917,45,131.193,LOLA2013
7/20/2013,1374278400,43.715,-78.0264,145,94,1,10,13.1193,2.288,5,131.193,LOLA2013
7/20/2013,1374278400,43.715,-78.0264,145,94,7,10,13.1193,2.61,90,131.193,LOLA2013
7/20/2013,1374278400,43.715,-78.0264,145,94,2,10,13.1193,4.2,21,131.193,LOLA2013
7/20/2013,1374278400,43.715,-78.0264,145,94,10,10,13.1193,2.815,127,131.193,LOLA2013
9/11/2013,1378857600,43.715,-78.0264,145,94,1,10,13.1193,6.188,5,131.193,LOLA2013
9/11/2013,1378857600,43.715,-78.0264,145,94,6,10,13.1193,3.752,70,131.193,LOLA2013
9/11/2013,1378857600,43.715,-78.0264,145,94,2,10,13.1193,3.784,25,131.193,LOLA2013
9/11/2013,1378857600,43.715,-78.0264,145,94,10,10,13.1193,5.3,127,131.193,LOLA2013
4/9/2013,1365465600,43.71639,-78.02639,145,94,1,10,13.1193,5.7,1,131.193,ECCC
4/9/2013,1365465600,43.71639,-78.02639,145,94,1,10,13.1193,5.7,1,131.193,ECCC
4/9/2013,1365465600,43.71639,-78.02639,145,94,1,10,13.1193,5.7,10,131.193,ECCC
4/9/2013,1365465600,43.71639,-78.02639,145,94,2,10,13.1193,5.7,25,131.193,ECCC
4/9/2013,1365465600,43.71639,-78.02639,145,94,9,10,13.1193,8.4,117.5,131.193,ECCC
4/9/2013,1365465600,43.71639,-78.02639,145,94,10,10,13.1193,6.5,125.5,131.193,ECCC
8/15/2018,1534291200,43.71639,-78.02639,145,94,1,10,13.1193,4.2,1,131.193,ECCC
8/15/2018,1534291200,43.71639,-78.02639,145,94,1,10,13.1193,5.1,9,131.193,ECCC
8/15/2018,1534291200,43.71639,-78.02639,145,94,2,10,13.1193,6,16,131.193,ECCC
8/15/2018,1534291200,43.71639,-78.02639,145,94,3,10,13.1193,5.6,31,131.193,ECCC
8/15/2018,1534291200,43.71639,-78.02639,145,94,9,10,13.1193,3.2,118,131.193,ECCC
8/15/2018,1534291200,43.71639,-78.02639,145,94,10,10,13.1193,3,126,131.193,ECCC
8/30/2013,1377820800,43.71639,-78.02583,145,94,1,10,13.1193,5.4,1,131.193,ECCC
8/30/2013,1377820800,43.71639,-78.02583,145,94,1,10,13.1193,5.6,7,131.193,ECCC
8/30/2013,1377820800,43.71639,-78.02583,145,94,2,10,13.1193,8,16,131.193,ECCC
8/30/2013,1377820800,43.71639,-78.02583,145,94,3,10,13.1193,9.9,35,131.193,ECCC
8/30/2013,1377820800,43.71639,-78.02583,145,94,10,10,13.1193,1.2,119,131.193,ECCC
8/30/2013,1377820800,43.71639,-78.02583,145,94,10,10,13.1193,1,127,131.193,ECCC
8/14/2018,1534204800,43.716503,-78.027165,145,94,1,10,13.1193,4.128,0,131.193,unknown
8/14/2018,1534204800,43.716503,-78.027165,145,94,1,10,13.1193,5.128,2,131.193,unknown
8/14/2018,1534204800,43.716503,-78.027165,145,94,1,10,13.1193,6.124,5,131.193,unknown
8/14/2018,1534204800,43.716503,-78.027165,145,94,6,10,13.1193,4.824,75,131.193,unknown
8/14/2018,1534204800,43.716503,-78.027165,145,94,9,10,13.1193,4.128,117,131.193,unknown
8/14/2018,1534204800,43.716503,-78.027165,145,94,10,10,13.1193,3.152,124.7,131.193,unknown
8/14/2018,1534204800,43.716503,-78.027165,145,94,2,10,13.1193,4.486,24,131.193,unknown
4/4/2013,1365033600,43.7166,-78.02755,145,94,1,10,13.1193,3.962,0,131.193,GLNPO
4/4/2013,1365033600,43.7166,-78.02755,145,94,1,10,13.1193,4.053,1.7,131.193,GLNPO
4/4/2013,1365033600,43.7166,-78.02755,145,94,5,10,13.1193,4.45,64,131.193,GLNPO
4/4/2013,1365033600,43.7166,-78.02755,145,94,9,10,13.1193,4.025,118,131.193,GLNPO
4/4/2013,1365033600,43.7166,-78.02755,145,94,10,10,13.1193,4.149,126.5,131.193,GLNPO
8/12/2013,1376265600,43.716633,-78.026833,145,94,1,10,13.1193,6.434,0,131.193,GLNPO
8/12/2013,1376265600,43.716633,-78.026833,145,94,1,10,13.1193,7.196,1.8,131.193,GLNPO
8/12/2013,1376265600,43.716633,-78.026833,145,94,1,10,13.1193,6.546,5,131.193,GLNPO
8/12/2013,1376265600,43.716633,-78.026833,145,94,7,10,13.1193,4.127,80,131.193,GLNPO
8/12/2013,1376265600,43.716633,-78.026833,145,94,10,10,13.1193,4.529,118.3,131.193,GLNPO
8/12/2013,1376265600,43.716633,-78.026833,145,94,10,10,13.1193,5.117,126,131.193,GLNPO
8/12/2013,1376265600,43.716633,-78.026833,145,94,2,10,13.1193,7.218,17,131.193,GLNPO
5/22/2018,1526947200,43.71667,-78.02611,145,94,1,10,13.1193,4.7,2,131.193,ECCC
5/22/2018,1526947200,43.71667,-78.02611,145,94,5,10,13.1193,4.7,64,131.193,ECCC
5/22/2018,1526947200,43.71667,-78.02611,145,94,10,10,13.1193,4.2,126,131.193,ECCC
5/22/2018,1526947200,43.7167,-78.0269,145,94,1,10,13.1193,0.61,11,131.193,unknown
5/22/2018,1526947200,43.7167,-78.0269,145,94,5,10,13.1193,3.77,64,131.193,unknown
5/22/2018,1526947200,43.7167,-78.0269,145,94,10,10,13.1193,1.68,126,131.193,unknown
6/20/2018,1529452800,43.7167,-78.0269,145,94,1,10,13.1193,2.14,4.5,131.193,unknown
6/20/2018,1529452800,43.7167,-78.0269,145,94,2,10,13.1193,1.96,18,131.193,unknown
6/20/2018,1529452800,43.7167,-78.0269,145,94,10,10,13.1193,5.96,125.7,131.193,unknown
9/27/2018,1538006400,43.7167,-78.0269,145,94,1,10,13.1193,7.1,5,131.193,unknown
9/27/2018,1538006400,43.7167,-78.0269,145,94,2,10,13.1193,6.1,18,131.193,unknown
9/27/2018,1538006400,43.7167,-78.0269,145,94,10,10,13.1193,5.82,124.5,131.193,unknown
4/10/2018,1523318400,43.717,-78.026583,145,94,1,10,13.1193,4.223,0,131.193,unknown
4/10/2018,1523318400,43.717,-78.026583,145,94,1,10,13.1193,3.767,2.1,131.193,unknown
4/10/2018,1523318400,43.717,-78.026583,145,94,5,10,13.1193,3.663,63.8,131.193,unknown
4/10/2018,1523318400,43.717,-78.026583,145,94,9,10,13.1193,4.06,117.6,131.193,unknown
4/10/2018,1523318400,43.717,-78.026583,145,94,10,10,13.1193,2.879,125.6,131.193,unknown
5/23/2013,1369267200,43.7311,-77.0158,207,100,10,10,8.9568,4.065,86,89.568,LOLA2013
5/23/2013,1369267200,43.7311,-77.0158,207,100,1,10,8.9568,5.296,5,89.568,LOLA2013
5/23/2013,1369267200,43.7311,-77.0158,207,100,7,10,8.9568,3.775,60,89.568,LOLA2013
5/23/2013,1369267200,43.7311,-77.0158,207,100,4,10,8.9568,4.262,30,89.568,LOLA2013
7/21/2013,1374364800,43.7311,-77.0158,207,100,1,10,8.9568,5.383,5,89.568,LOLA2013
7/21/2013,1374364800,43.7311,-77.0158,207,100,7,10,8.9568,3.143,55,89.568,LOLA2013
7/21/2013,1374364800,43.7311,-77.0158,207,100,3,10,8.9568,5.694,18,89.568,LOLA2013
7/21/2013,1374364800,43.7311,-77.0158,207,100,10,10,8.9568,3.547,85,89.568,LOLA2013
9/12/2013,1378944000,43.7311,-77.0158,207,100,1,10,8.9568,4.913,5,89.568,LOLA2013
9/12/2013,1378944000,43.7311,-77.0158,207,100,7,10,8.9568,2.792,60,89.568,LOLA2013
9/12/2013,1378944000,43.7311,-77.0158,207,100,4,10,8.9568,5.514,32,89.568,LOLA2013
9/12/2013,1378944000,43.7311,-77.0158,207,100,10,10,8.9568,4.172,86,89.568,LOLA2013
8/12/2013,1376265600,43.731183,-77.0155,207,100,1,10,8.9568,5.678,0,89.568,
8/12/2013,1376265600,43.731183,-77.0155,207,100,1,10,8.9568,4.754,1.2,89.568,
8/12/2013,1376265600,43.731183,-77.0155,207,100,1,10,8.9568,5.504,7.5,89.568,
8/12/2013,1376265600,43.731183,-77.0155,207,100,7,10,8.9568,2,60.1,89.568,
8/12/2013,1376265600,43.731183,-77.0155,207,100,9,10,8.9568,3.425,77,89.568,
8/12/2013,1376265600,43.731183,-77.0155,207,100,10,10,8.9568,2.58,84.8,89.568,
8/15/2018,1534291200,43.731267,-77.017835,207,100,1,10,8.9568,4.361,0,89.568,
8/15/2018,1534291200,43.731267,-77.017835,207,100,1,10,8.9568,3.8,2,89.568,
8/15/2018,1534291200,43.731267,-77.017835,207,100,1,10,8.9568,4.355,5.5,89.568,
8/15/2018,1534291200,43.731267,-77.017835,207,100,7,10,8.9568,4.018,55,89.568,
8/15/2018,1534291200,43.731267,-77.017835,207,100,9,10,8.9568,3.4,75.9,89.568,
8/15/2018,1534291200,43.731267,-77.017835,207,100,10,10,8.9568,3.8,83.4,89.568,
8/15/2018,1534291200,43.731267,-77.017835,207,100,3,10,8.9568,3.553,18.6,89.568,
5/23/2018,1527033600,43.73167,-77.01667,207,100,1,10,8.9568,9.5,2,89.568,ECCC
5/23/2018,1527033600,43.73167,-77.01667,207,100,5,10,8.9568,4,43.2,89.568,ECCC
5/23/2018,1527033600,43.73167,-77.01667,207,100,10,10,8.9568,4.3,84.3,89.568,ECCC
8/15/2018,1534291200,43.73167,-77.01583,207,100,1,10,8.9568,4.8,1,89.568,ECCC
5/23/2018,1527033600,43.7317,-77.0169,207,100,2,10,8.9568,3.92,11,89.568,LOLA2013
5/23/2018,1527033600,43.7317,-77.0169,207,100,5,10,8.9568,3.12,43.2,89.568,LOLA2013
5/23/2018,1527033600,43.7317,-77.0169,207,100,10,10,8.9568,3.41,84.3,89.568,LOLA2013
