OBJECTID,I_Value,J_Value,TP_ltJuly1
3427,94,72,8.999917984
3428,94,73,8.826893806
3429,94,74,8.318020821
3430,94,75,7.951132774
3431,94,76,7.422196388
3432,94,77,7.069966316
3433,94,78,6.808609486
3434,94,79,6.702165127
3435,94,80,6.588790417
3436,94,81,6.600191116
3437,94,82,6.582387447
3438,94,83,6.569526196
3439,94,84,6.435623646
3440,94,85,6.313715458
3441,94,86,6.169502735
3442,94,87,5.990302563
3443,94,88,5.744972706
3444,94,89,5.634907722
3445,94,90,5.616133213
3446,94,91,5.564660549
3447,94,92,5.681859493
3448,94,93,5.733707428
3449,94,94,6.082492828
3450,94,95,6.27214098
3451,94,96,6.392848969
3452,94,97,6.482422352
3453,94,98,6.61853981
3454,94,99,6.587407112
3455,94,100,6.540240288
3456,94,101,6.527377605
3457,94,102,6.480415344
3458,94,103,6.419574738
3459,94,104,6.389763355
3460,94,105,6.186533928
3461,94,106,6.085402966
3462,94,107,5.990550995
3463,94,108,5.959655285
3464,94,109,5.945413113
3465,95,50,9.296733856
3466,95,51,9.296733856
3467,95,52,9.296733856
3468,95,53,9.296733856
3469,95,54,9.296733856
3470,95,55,9.296733856
3471,95,56,9.296733856
3472,95,57,9.296733856
3473,95,58,9.431616783
3474,95,59,9.431616783
3475,95,60,9.390582085
3476,95,61,9.390582085
3477,95,62,9.390582085
3478,95,63,9.390582085
3479,95,64,9.390582085
3480,95,65,9.390582085
3481,95,66,9.390582085
3482,95,67,9.476184845
3483,95,68,9.476184845
3484,95,69,9.476184845
3485,95,70,9.359600067
3486,95,71,9.212433815
3487,95,72,9.212433815
3488,95,73,9.043675423
3489,95,74,8.546082497
3490,95,75,8.167247772
3491,95,76,7.1407547
3492,95,77,6.770689011
3493,95,78,6.526975155
3494,95,79,6.468738079
3495,95,80,6.419641018
3496,95,81,6.528646946
3497,95,82,6.540953636
3498,95,83,6.558670521
3499,95,84,6.457166195
3500,95,85,6.228148937
3501,95,86,6.011811733
3502,95,87,5.872362137
3503,95,88,5.725358009
3504,95,89,5.605686665
3505,95,90,5.542751312
3506,95,91,5.438048363
3507,95,92,5.599420071
3508,95,93,5.714180946
3509,95,94,5.993029594
3510,95,95,6.381317616
3511,95,96,6.512500763
3512,95,97,6.599401951
3513,95,98,6.682284832
3514,95,99,6.662825584
3515,95,100,6.582474232
3516,95,101,6.564772129
3517,95,102,6.529979706
3518,95,103,6.553034306
3519,95,104,6.439278603
3520,95,105,6.224808693
3521,95,106,5.845821381
3522,95,107,5.818716526
3523,95,108,5.872241974
3524,95,109,5.875444412
3525,96,51,9.257941246
3526,96,52,9.257941246
3527,96,53,9.257941246
3528,96,54,9.257941246
3529,96,55,9.332276344
3530,96,56,9.332276344
3531,96,57,9.332276344
3532,96,58,9.431616783
3533,96,59,9.431616783
3534,96,60,9.431616783
3535,96,61,9.431616783
3536,96,62,9.431616783
3537,96,63,9.786227226
3538,96,64,9.786227226
3539,96,65,9.786227226
3540,96,66,9.786227226
3541,96,67,9.786227226
3542,96,68,9.786227226
3543,96,69,9.233008385
3544,96,70,9.359600067
3545,96,71,9.359600067
3546,96,72,9.179211617
3547,96,73,8.929347038
3548,96,74,8.381667137
3549,96,75,7.713615417
3550,96,76,7.261607647
3551,96,77,6.78749609
3552,96,78,6.520456314
3553,96,79,6.344415188
3554,96,80,6.264062405
3555,96,81,6.503041267
3556,96,82,6.534357548
3557,96,83,6.477490425
3558,96,84,6.418628216
3559,96,85,6.275723457
3560,96,86,6.052616596
3561,96,87,5.912940502
3562,96,88,5.611937046
3563,96,89,5.516412735
3564,96,90,5.445398331
3565,96,91,5.325255871
3566,96,92,5.47723341
3567,96,93,5.791189194
3568,96,94,6.101598263
3569,96,95,6.353914738
3570,96,96,6.49943018
3571,96,97,6.730660915
3572,96,98,6.857306957
3573,96,99,6.755830288
3574,96,100,6.608052254
3575,96,101,6.582317829
3576,96,102,6.598085403
3577,96,103,6.663971424
3578,96,104,6.603190899
3579,96,105,6.075581551
3580,96,106,5.780144691
3581,96,107,5.64447403
3582,96,108,5.665246964
3583,97,49,9.190150261
3584,97,50,9.190150261
3585,97,51,9.232235909
3586,97,52,9.232235909
3587,97,53,9.232235909
3588,97,54,9.232235909
3589,97,55,9.232235909
3590,97,56,9.332276344
3591,97,57,9.332276344
3592,97,58,9.332276344
3593,97,59,9.263978004
3594,97,60,9.263978004
3595,97,61,9.263978004
3596,97,62,9.263978004
3597,97,63,9.263978004
3598,97,64,9.263978004
3599,97,65,9.263978004
3600,97,66,9.263978004
3601,97,67,9.148709297
3602,97,68,9.148709297
3603,97,69,9.148709297
3604,97,70,9.233008385
3605,97,71,9.19004631
3606,97,72,9.19004631
3607,97,73,8.929347038
3608,97,74,8.559477806
3609,97,75,7.910204887
3610,97,76,7.432048321
3611,97,77,6.608282089
3612,97,78,6.484055996
3613,97,79,5.965006828
3614,97,80,6.53565836
3615,97,81,6.493288517
3616,97,82,6.536962986
3617,97,83,6.496795654
3618,97,84,6.45529604
3619,97,85,6.175319672
3620,97,86,5.974849224
3621,97,87,5.84319973
3622,97,88,5.653666019
3623,97,89,5.55845356
3624,97,90,5.442492008
3625,97,91,5.41044426
3626,97,92,5.529941559
3627,97,93,5.722839832
3628,97,94,6.022029877
3629,97,95,6.465635777
3630,97,96,6.531200886
3631,97,97,6.665841103
3632,97,98,7.074872971
3633,97,99,6.807966709
3634,97,100,6.712354183
3635,97,101,6.587852001
3636,97,102,6.608799458
3637,97,103,6.617052078
3638,97,104,6.757722378
3639,97,105,6.193515301
3640,97,106,5.542393208
3641,97,107,5.502699375
3642,97,108,5.665028572
3643,98,48,9.134428024
3644,98,49,9.134428024
3645,98,50,9.134428024
3646,98,51,9.134428024
3647,98,52,9.134428024
3648,98,53,9.232235909
3649,98,54,9.232235909
3650,98,55,9.21732235
3651,98,56,9.21732235
3652,98,57,9.21732235
3653,98,58,9.21732235
3654,98,59,9.21732235
3655,98,60,9.21732235
3656,98,61,9.21732235
3657,98,62,9.21732235
3658,98,63,9.21732235
3659,98,64,9.167481422
3660,98,65,9.167481422
3661,98,66,9.167481422
3662,98,67,9.167481422
3663,98,68,9.167481422
3664,98,69,9.148729324
3665,98,70,9.148729324
3666,98,71,9.148729324
3667,98,72,8.994750977
3668,98,73,8.667586327
3669,98,74,8.247995377
3670,98,75,7.627579689
3671,98,76,7.220688343
3672,98,77,6.753243923
3673,98,78,6.620305538
3674,98,79,6.623202801
3675,98,80,6.654493332
3676,98,81,6.538748264
3677,98,82,6.543315887
3678,98,83,6.489850521
3679,98,84,6.431416512
3680,98,85,6.243970871
3681,98,86,6.050878525
3682,98,87,5.928730011
3683,98,88,5.635705948
3684,98,89,5.578214645
3685,98,90,5.471104145
3686,98,91,5.48859024
3687,98,92,5.526702404
3688,98,93,5.915704727
3689,98,94,6.18240881
3690,98,95,6.364768505
3691,98,96,6.503903389
3692,98,97,6.277200699
3693,98,98,7.057339668
3694,98,99,6.751594543
3695,98,100,6.655461311
3696,98,101,6.591464043
3697,98,102,6.612564087
3698,98,103,6.598609447
3699,98,104,6.537974834
3700,98,105,6.121768475
3701,98,106,5.648795605
3702,98,107,5.53978157
3703,98,108,5.648530483
3704,99,48,9.026658058
3705,99,49,9.026658058
3706,99,50,9.026658058
3707,99,51,9.134428024
3708,99,52,9.13034153
3709,99,53,9.13034153
3710,99,54,9.13034153
3711,99,55,9.13034153
3712,99,56,9.13034153
3713,99,57,9.13034153
3714,99,58,9.13034153
3715,99,59,9.13034153
3716,99,60,9.088033676
3717,99,61,9.088033676
3718,99,62,9.088033676
3719,99,63,9.088033676
3720,99,64,9.088033676
3721,99,65,9.088033676
3722,99,66,9.088033676
3723,99,67,9.088033676
3724,99,68,9.092307091
3725,99,69,9.092307091
3726,99,70,9.092307091
3727,99,71,8.939055443
3728,99,72,8.939055443
3729,99,73,8.715834618
3730,99,74,8.335062027
3731,99,75,7.807267666
3732,99,76,7.417326927
3733,99,77,6.930139542
3734,99,78,6.697760105
3735,99,79,6.624943256
3736,99,80,6.624703407
3737,99,81,6.574271679
3738,99,82,6.573208809
3739,99,83,6.523230076
3740,99,84,6.477069855
3741,99,85,6.212059021
3742,99,86,6.022204876
3743,99,87,5.924968719
3744,99,88,5.73776865
3745,99,89,5.686004639
3746,99,90,5.585291862
3747,99,91,5.663056374
3748,99,92,5.729149342
3749,99,93,5.910157204
3750,99,94,6.304002762
3751,99,95,6.430828094
3752,99,96,6.549299717
3753,99,97,6.59525156
3754,99,98,6.779568195
3755,99,99,6.751329422
3756,99,100,6.658006668
3757,99,101,6.562042236
3758,99,102,6.580446243
3759,99,103,6.552538395
3760,99,104,6.511528492
3761,99,105,6.247663498
3762,99,106,5.714732647
3763,99,107,5.711638927
3764,99,108,5.767793179
3765,100,48,9.018354416
3766,100,49,9.018354416
3767,100,50,9.018354416
3768,100,51,9.018354416
3769,100,52,9.018354416
3770,100,53,9.018354416
3771,100,54,9.018354416
3772,100,55,9.018354416
3773,100,56,8.974355698
3774,100,57,8.974355698
3775,100,58,8.974355698
3776,100,59,8.974355698
3777,100,60,8.974355698
3778,100,61,8.974355698
3779,100,62,8.974355698
3780,100,63,8.974355698
3781,100,64,8.974355698
3782,100,65,8.887886047
3783,100,66,9.000900269
3784,100,67,9.000900269
3785,100,68,9.000900269
3786,100,69,9.000900269
3787,100,70,8.853647232
3788,100,71,8.853647232
3789,100,72,8.642662048
3790,100,73,8.696329117
3791,100,74,8.057030678
3792,100,75,7.58782053
3793,100,76,7.304011345
3794,100,77,6.933203697
3795,100,78,6.806787968
3796,100,79,6.66400528
3797,100,80,6.660374165
3798,100,81,6.61013937
3799,100,82,6.593524456
3800,100,83,6.519793034
3801,100,84,6.422864914
3802,100,85,6.285423279
3803,100,86,6.114692211
3804,100,87,6.028054237
3805,100,88,5.802806377
3806,100,89,5.787543774
3807,100,90,5.694565296
3808,100,91,5.757670879
3809,100,92,5.930862904
3810,100,93,6.080749512
3811,100,94,6.251252651
3812,100,95,6.37264061
3813,100,96,6.573284149
3814,100,97,6.609909058
3815,100,98,6.689610958
3816,100,99,6.640025616
3817,100,100,6.580407619
3818,100,101,6.548442841
3819,100,102,6.490792751
3820,100,103,6.491322041
3821,100,104,6.293747902
3822,100,105,6.128489971
3823,100,106,5.880066395
3824,100,107,5.846569061
3825,100,108,5.805455685
3826,101,48,8.898539543
3827,101,49,8.898539543
3828,101,50,8.898539543
3829,101,51,8.898539543
3830,101,52,8.852181435
3831,101,53,8.852181435
3832,101,54,8.852181435
3833,101,55,8.852181435
3834,101,56,8.852181435
3835,101,57,8.852181435
3836,101,58,8.852181435
3837,101,59,8.852181435
3838,101,60,8.852181435
3839,101,61,8.769945145
3840,101,62,8.769945145
3841,101,63,8.769945145
3842,101,64,8.887886047
3843,101,65,8.887886047
3844,101,66,8.887886047
3845,101,67,8.887886047
3846,101,68,8.753166199
3847,101,69,8.753166199
3848,101,70,8.753166199
3849,101,71,8.571471214
3850,101,72,8.642662048
3851,101,73,8.383625031
3852,101,74,8.10504818
3853,101,75,7.716745377
3854,101,76,7.454172134
3855,101,77,7.103352547
3856,101,78,6.944997311
3857,101,79,6.734848022
3858,101,80,6.721756458
3859,101,81,6.650866508
3860,101,82,6.634494305
3861,101,83,6.561666489
3862,101,84,6.471720219
3863,101,85,6.277427197
3864,101,86,6.123888493
3865,101,87,6.062596798
3866,101,88,5.916553497
3867,101,89,5.899466038
3868,101,90,5.85282135
3869,101,91,5.92523098
3870,101,92,5.967795849
3871,101,93,6.086852074
3872,101,94,6.323402405
3873,101,95,6.40345192
3874,101,96,6.514177799
3875,101,97,6.546910286
3876,101,98,6.601605415
3877,101,99,6.608241558
3878,101,100,6.561008453
3879,101,101,6.499540329
3880,101,102,6.465819836
3881,101,103,6.39091444
3882,101,104,6.315068722
3883,101,105,6.106061935
3884,101,106,5.956882477
3885,101,107,5.93924427
3886,101,108,5.907279968
3887,102,50,8.733424187
3888,102,51,8.733424187
3889,102,52,8.733424187
3890,102,53,8.733424187
3891,102,54,8.733424187
3892,102,55,8.733424187
3893,102,56,8.733424187
3894,102,57,8.656792641
3895,102,58,8.656792641
3896,102,59,8.656792641
3897,102,60,8.656792641
3898,102,61,8.769945145
3899,102,62,8.769945145
3900,102,63,8.769945145
3901,102,64,8.769945145
3902,102,65,8.769945145
3903,102,66,8.64964962
3904,102,67,8.64964962
3905,102,68,8.64964962
3906,102,69,8.64964962
3907,102,70,8.494146347
3908,102,71,8.494146347
3909,102,72,8.354533195
3910,102,73,8.354533195
3911,102,74,8.121894836
3912,102,75,7.604166508
3913,102,76,7.332242966
3914,102,77,7.075786591
3915,102,78,6.980848789
3916,102,79,6.824110508
3917,102,80,6.793757915
3918,102,81,6.708210945
3919,102,82,6.680914879
3920,102,83,6.517712116
3921,102,84,6.46290493
3922,102,85,6.345478535
3923,102,86,6.285414219
3924,102,87,6.154116154
3925,102,88,6.001565456
3926,102,89,6.003609657
3927,102,90,5.942736626
3928,102,91,5.99574995
3929,102,92,6.012969017
3930,102,93,6.193390369
3931,102,94,6.289251328
3932,102,95,6.360994339
3933,102,96,6.491815567
3934,102,97,6.507556915
3935,102,98,6.55216074
3936,102,99,6.510131359
3937,102,100,6.502399921
3938,102,101,6.484029293
3939,102,102,6.413038731
3940,102,103,6.377648354
3941,102,104,6.261981487
3942,102,105,6.166935921
3943,102,106,6.116573811
3944,102,107,6.011585236
3945,102,108,5.961161613
3946,102,109,5.984276772
3947,103,48,8.623445511
3948,103,49,8.623445511
3949,103,50,8.623445511
3950,103,51,8.623445511
3951,103,52,8.623445511
3952,103,53,8.623445511
3953,103,54,8.552871704
3954,103,55,8.552871704
3955,103,56,8.552871704
3956,103,57,8.552871704
3957,103,58,8.552871704
3958,103,59,8.656792641
3959,103,60,8.656792641
3960,103,61,8.656792641
3961,103,62,8.550488472
3962,103,63,8.550488472
3963,103,64,8.550488472
3964,103,65,8.550488472
3965,103,66,8.550488472
3966,103,67,8.550488472
3967,103,68,8.550488472
3968,103,69,8.417537689
3969,103,70,8.417537689
3970,103,71,8.417537689
3971,103,72,8.31244278
3972,103,73,8.118149757
3973,103,74,7.894780636
3974,103,75,7.690161228
3975,103,76,7.332242966
3976,103,77,7.187792301
3977,103,78,6.980848789
3978,103,79,6.91629982
3979,103,80,6.830764771
3980,103,81,6.73998642
3981,103,82,6.707282543
3982,103,83,6.562350273
3983,103,84,6.512199402
3984,103,85,6.40598011
3985,103,86,6.305271626
3986,103,87,6.19651413
3987,103,88,6.172615051
3988,103,89,6.088068485
3989,103,90,6.02510643
3990,103,91,6.109977722
3991,103,92,6.131997108
3992,103,93,6.200974941
3993,103,94,6.332143784
3994,103,95,6.379176617
3995,103,96,6.446703911
3996,103,97,6.465732574
3997,103,98,6.50010252
3998,103,99,6.484502316
3999,103,100,6.483668804
4000,103,101,6.42861414
4001,103,102,6.405142784
4002,103,103,6.32690382
4003,103,104,6.281345844
4004,103,105,6.208816051
4005,103,106,6.136583805
4006,103,107,6.069753647
4007,103,108,6.0689888
4008,104,48,8.524181366
4009,104,49,8.524181366
4010,104,50,8.524181366
4011,104,51,8.401024818
4012,104,52,8.401024818
4013,104,53,8.401024818
4014,104,54,8.401024818
4015,104,55,8.401024818
4016,104,56,8.401024818
4017,104,57,8.552871704
4018,104,58,8.552871704
4019,104,59,8.459239006
4020,104,60,8.459239006
4021,104,61,8.459239006
4022,104,62,8.459239006
4023,104,63,8.459239006
4024,104,64,8.459239006
4025,104,65,8.459239006
4026,104,66,8.459239006
4027,104,67,8.292539597
4028,104,68,8.292539597
4029,104,69,8.292539597
4030,104,70,8.292539597
4031,104,71,8.216639519
4032,104,72,8.216639519
4033,104,73,8.051338196
4034,104,74,7.878726959
4035,104,75,7.69971323
4036,104,76,7.457633018
4037,104,77,7.165884495
4038,104,78,7.002912045
4039,104,79,6.942714691
4040,104,80,6.830764771
4041,104,81,6.794369698
4042,104,82,6.756931305
4043,104,83,6.606411934
4044,104,84,6.510456562
4045,104,85,6.411203384
4046,104,86,6.36754179
4047,104,87,6.268486977
4048,104,88,6.243132591
4049,104,89,6.166353226
4050,104,90,6.180579662
4051,104,91,6.157418251
4052,104,92,6.16297102
4053,104,93,6.265690327
4054,104,94,6.315507889
4055,104,95,6.356899738
4056,104,96,6.432776928
4057,104,97,6.443107605
4058,104,98,6.470218182
4059,104,99,6.447501183
4060,104,100,6.443232536
4061,104,101,6.41999197
4062,104,102,6.369909286
4063,104,103,6.339328766
4064,104,104,6.296657085
4065,104,105,6.203883648
4066,104,106,6.176880836
4067,104,107,6.109435558
4068,104,108,6.107551575
4069,105,49,8.310078621
4070,105,50,8.310078621
4071,105,51,8.310078621
4072,105,52,8.310078621
4073,105,53,8.310078621
4074,105,54,8.401024818
4075,105,55,8.318082809
4076,105,56,8.318082809
4077,105,57,8.318082809
4078,105,58,8.318082809
4079,105,59,8.318082809
4080,105,60,8.318082809
4081,105,61,8.318082809
4082,105,62,8.318082809
4083,105,63,8.318082809
4084,105,64,8.218980789
4085,105,65,8.218980789
4086,105,66,8.218980789
4087,105,67,8.218980789
4088,105,68,8.218980789
4089,105,69,8.107923508
4090,105,70,8.161517143
4091,105,71,8.161517143
4092,105,72,8.022399902
4093,105,73,7.882750034
4094,105,74,7.732048512
4095,105,75,7.593077183
4096,105,76,7.412920475
4097,105,77,7.306411266
4098,105,78,7.079035759
4099,105,79,7.009620667
4100,105,80,6.893130302
4101,105,81,6.806402683
4102,105,82,6.670957088
4103,105,83,6.603138924
4104,105,84,6.55674696
4105,105,85,6.464365005
4106,105,86,6.422964573
4107,105,87,6.305420876
4108,105,88,6.288514137
4109,105,89,6.226440907
4110,105,90,6.232682705
4111,105,91,6.230289459
4112,105,92,6.25992012
4113,105,93,6.275084972
4114,105,94,6.309806347
4115,105,95,6.371513367
4116,105,96,6.408172607
4117,105,97,6.420266151
4118,105,98,6.440934658
4119,105,99,6.432002068
4120,105,100,6.430820942
4121,105,101,6.391879082
4122,105,102,6.370326519
4123,105,103,6.344717503
4124,105,104,6.280888081
4125,105,105,6.255788803
4126,105,106,6.191146851
4127,105,107,6.147089958
4128,105,108,6.141359806
4129,106,50,8.229595184
4130,106,51,8.229595184
4131,106,52,8.165756226
4132,106,53,8.237402916
4133,106,54,8.237402916
4134,106,55,8.237402916
4135,106,56,8.237402916
4136,106,57,8.237402916
4137,106,58,8.237402916
4138,106,59,8.237402916
4139,106,60,8.152122498
4140,106,61,8.152122498
4141,106,62,8.152122498
4142,106,63,8.152122498
4143,106,64,8.152122498
4144,106,65,8.152122498
4145,106,66,8.152122498
4146,106,67,8.152122498
4147,106,68,8.057412148
4148,106,69,8.057412148
4149,106,70,8.107923508
4150,106,71,7.990158081
4151,106,72,7.990158081
4152,106,73,7.871156693
4153,106,74,7.749167919
4154,106,75,7.626395226
4155,106,76,7.472642899
4156,106,77,7.370732784
4157,106,78,7.067808151
4158,106,79,6.988316059
4159,106,80,6.900890827
4160,106,81,6.839049816
4161,106,82,6.714672565
4162,106,83,6.670543671
4163,106,84,6.627856731
4164,106,85,6.472808361
4165,106,86,6.438440323
4166,106,87,6.360809803
4167,106,88,6.341438293
4168,106,89,6.280562401
4169,106,90,6.286844254
4170,106,91,6.264316559
4171,106,92,6.285239697
4172,106,93,6.316584587
4173,106,94,6.340436459
4174,106,95,6.362846375
4175,106,96,6.380504131
4176,106,97,6.410102844
4177,106,98,6.411488533
4178,106,99,6.418999672
4179,106,100,6.404978275
4180,106,101,6.388609409
4181,106,102,6.349359989
4182,106,103,6.328270912
4183,106,104,6.295844078
4184,106,105,6.256101131
4185,106,106,6.218370914
4186,106,107,6.198489189
4187,106,108,6.141263008
4188,107,48,8.102436066
4189,107,49,8.102436066
4190,107,50,8.102436066
4191,107,51,8.165756226
4192,107,52,8.165756226
4193,107,53,8.165756226
4194,107,54,8.165756226
4195,107,55,8.165756226
4196,107,56,8.092010498
4197,107,57,8.092010498
4198,107,58,8.092010498
4199,107,59,8.092010498
4200,107,60,8.092010498
4201,107,61,8.092010498
4202,107,62,8.092010498
4203,107,63,8.092010498
4204,107,64,8.092010498
4205,107,65,8.092010498
4206,107,66,8.010770798
4207,107,67,8.010770798
4208,107,68,8.010770798
4209,107,69,8.057412148
4210,107,70,7.957129955
4211,107,71,7.957129955
4212,107,72,7.855288982
4213,107,73,7.855288982
4214,107,74,7.755805016
4215,107,75,7.549461842
4216,107,76,7.421680927
4217,107,77,7.339593887
4218,107,78,7.214086056
4219,107,79,7.106952667
4220,107,80,6.933539867
4221,107,81,6.884319782
4222,107,82,6.754256725
4223,107,83,6.669290066
4224,107,84,6.629892349
4225,107,85,6.518041611
4226,107,86,6.483906746
4227,107,87,6.389129162
4228,107,88,6.374287128
4229,107,89,6.324645519
4230,107,90,6.325267792
4231,107,91,6.297735214
4232,107,92,6.326618195
4233,107,93,6.327616692
4234,107,94,6.346320629
4235,107,95,6.375443935
4236,107,96,6.386389732
4237,107,97,6.399609566
4238,107,98,6.401313782
4239,107,99,6.402758598
4240,107,100,6.394287586
4241,107,101,6.371716022
4242,107,102,6.35336256
4243,107,103,6.33566761
4244,107,104,6.289935589
4245,107,105,6.273895741
4246,107,106,6.229681015
4247,107,107,6.100736618
4248,107,108,6.116199493
4249,108,49,8.102436066
4250,108,50,8.102436066
4251,108,51,8.102436066
4252,108,52,8.102436066
4253,108,53,8.038370132
4254,108,54,8.038370132
4255,108,55,8.038370132
4256,108,56,8.038370132
4257,108,57,8.038370132
4258,108,58,8.038370132
4259,108,59,8.038370132
4260,108,60,8.038370132
4261,108,61,8.038370132
4262,108,62,7.968323231
4263,108,63,7.968323231
4264,108,64,7.968323231
4265,108,65,7.968323231
4266,108,66,7.968323231
4267,108,67,7.968323231
4268,108,68,8.010770798
4269,108,69,7.924905777
4270,108,70,7.924905777
4271,108,71,7.924905777
4272,108,72,7.837396622
4273,108,73,7.755540371
4274,108,74,7.660779476
4275,108,75,7.572954178
4276,108,76,7.46168375
4277,108,77,7.384328365
4278,108,78,7.26911974
4279,108,79,7.158550739
4280,108,80,6.925845623
4281,108,81,6.879544735
4282,108,82,6.797193527
4283,108,83,6.758378506
4284,108,84,6.722868919
4285,108,85,6.559353828
4286,108,86,6.496009827
4287,108,87,6.432379246
4288,108,88,6.415098667
4289,108,89,6.365337849
4290,108,90,6.361536026
4291,108,91,6.338119984
4292,108,92,6.34774065
4293,108,93,6.341714382
4294,108,94,6.368088245
4295,108,95,6.3749547
4296,108,96,6.384381771
4297,108,97,6.396521091
4298,108,98,6.396624088
4299,108,99,6.397366524
4300,108,100,6.383045673
4301,108,101,6.372507095
4302,108,102,6.360320091
4303,108,103,6.32775259
4304,108,104,6.314297676
4305,108,105,6.277020931
4306,108,106,6.24972868
4307,108,107,6.095539093
4308,108,108,6.122493267
4309,109,51,7.990769863
4310,109,52,7.990769863
4311,109,53,7.990769863
4312,109,54,7.990769863
4313,109,55,7.990769863
4314,109,56,7.990769863
4315,109,57,7.990769863
4316,109,58,7.930111885
4317,109,59,7.930111885
4318,109,60,7.930111885
4319,109,61,7.930111885
4320,109,62,7.930111885
4321,109,63,7.930111885
4322,109,64,7.930111885
4323,109,65,7.930111885
4324,109,66,7.930111885
4325,109,67,7.894453049
4326,109,68,7.894453049
4327,109,69,7.894453049
4328,109,70,7.894453049
4329,109,71,7.819000721
4330,109,72,7.819000721
4331,109,73,7.750998497
4332,109,74,7.667973042
4333,109,75,7.589945316
4334,109,76,7.493068218
4335,109,77,7.303748608
4336,109,78,7.204477787
4337,109,79,7.150448799
4338,109,80,7.055109978
4339,109,81,6.916371346
4340,109,82,6.837232113
4341,109,83,6.798556328
4342,109,84,6.732085228
4343,109,85,6.602039814
4344,109,86,6.533210278
4345,109,87,6.471821785
4346,109,88,6.437943935
4347,109,89,6.395433426
4348,109,90,6.391611099
4349,109,91,6.364612103
4350,109,92,6.375674248
4351,109,93,6.367902756
4352,109,94,6.376876354
4353,109,95,6.378193855
4354,109,96,6.391124249
4355,109,97,6.393880367
4356,109,98,6.394517899
4357,109,99,6.389451504
4358,109,100,6.383163452
4359,109,101,6.363752365
4360,109,102,6.353406429
4361,109,103,6.33577919
4362,109,104,6.278057575
4363,109,105,6.126919746
4364,109,106,6.093945503
4365,109,107,6.094716549
4366,109,108,6.12643528
4367,110,49,7.94870615
4368,110,50,7.94870615
4369,110,51,7.94870615
4370,110,52,7.94870615
4371,110,53,7.94870615
4372,110,54,7.94870615
4373,110,55,7.94870615
4374,110,56,7.896001816
4375,110,57,7.896001816
4376,110,58,7.896001816
4377,110,59,7.896001816
4378,110,60,7.896001816
4379,110,61,7.896001816
4380,110,62,7.896001816
4381,110,63,7.896001816
4382,110,64,7.896001816
4383,110,65,7.866320133
4384,110,66,7.866320133
4385,110,67,7.866320133
4386,110,68,7.866320133
4387,110,69,7.866320133
4388,110,70,7.801096916
4389,110,71,7.801096916
4390,110,72,7.736048222
4391,110,73,7.744061947
4392,110,74,7.602372646
4393,110,75,7.51788187
4394,110,76,7.452163219
4395,110,77,7.33679533
4396,110,78,7.245313644
4397,110,79,7.193103313
4398,110,80,7.102246284
4399,110,81,7.058880806
4400,110,82,6.835698128
4401,110,83,6.801074982
4402,110,84,6.770154476
4403,110,85,6.704572201
4404,110,86,6.681062698
4405,110,87,6.487109661
4406,110,88,6.470427036
4407,110,89,6.427417755
4408,110,90,6.420378208
4409,110,91,6.391844273
4410,110,92,6.394304752
4411,110,93,6.381968975
4412,110,94,6.39303112
4413,110,95,6.390286446
4414,110,96,6.394338608
4415,110,97,6.394775867
4416,110,98,6.393640041
4417,110,99,6.389405251
4418,110,100,6.331517696
4419,110,101,6.367430687
4420,110,102,6.316759586
4421,110,103,6.294922829
4422,110,104,6.151170254
4423,110,105,6.104238987
4424,110,106,6.08863306
4425,110,107,6.148015499
4426,110,108,6.140690327
4427,111,51,7.911642075
4428,111,52,7.911642075
4429,111,53,7.911642075
4430,111,54,7.865738392
4431,111,55,7.865738392
4432,111,56,7.865738392
4433,111,57,7.865738392
4434,111,58,7.865738392
4435,111,59,7.865738392
4436,111,60,7.865738392
4437,111,61,7.896001816
4438,111,62,7.840764999
4439,111,63,7.840764999
4440,111,64,7.840764999
4441,111,65,7.840764999
4442,111,66,7.840764999
4443,111,67,7.840764999
4444,111,68,7.840764999
4445,111,69,7.78429985
4446,111,70,7.78429985
4447,111,71,7.78429985
4448,111,72,7.727844238
4449,111,73,7.672560692
4450,111,74,7.611722946
4451,111,75,7.537833691
4452,111,76,7.478236675
4453,111,77,7.365775108
4454,111,78,7.281803608
4455,111,79,7.187401295
4456,111,80,7.104012489
4457,111,81,7.065772533
4458,111,82,6.869726181
4459,111,83,6.835726261
4460,111,84,6.805372715
4461,111,85,6.719497204
4462,111,86,6.699754715
4463,111,87,6.519005775
4464,111,88,6.50066185
4465,111,89,6.447815895
4466,111,90,6.440841675
4467,111,91,6.414052486
4468,111,92,6.413448334
4469,111,93,6.41451931
4470,111,94,6.403476238
4471,111,95,6.405720234
4472,111,96,6.401243687
4473,111,97,6.337622166
4474,111,98,6.396170616
4475,111,99,6.336467743
4476,111,100,6.332157135
4477,111,101,6.32776165
4478,111,102,6.1580019
4479,111,103,6.156394958
4480,111,104,6.099999428
4481,111,105,6.095852375
4482,111,106,6.065847397
4483,111,107,6.152643681
4484,111,108,6.138802528
4485,112,50,7.668787956
4486,112,51,7.668787956
4487,112,52,7.838974953
4488,112,53,7.838974953
4489,112,54,7.838974953
4490,112,55,7.838974953
4491,112,56,7.838974953
4492,112,57,7.838974953
4493,112,58,7.865738392
4494,112,59,7.865738392
4495,112,60,7.817834377
4496,112,61,7.817834377
4497,112,62,7.817834377
4498,112,63,7.817834377
4499,112,64,7.817834377
4500,112,65,7.817834377
